api_uri,begin_date,district,end_date,first_name,id,last_name,middle_name,note,party,state,status,session
https://api.propublica.org/congress/v1/members/F000434.json,1997-01-07,1,1999-01-03,Elizabeth,F000434,Furse,,Did not seek reelection,D,OR,Retiring,105
https://api.propublica.org/congress/v1/members/M000843.json,1997-01-07,13,1997-08-02,Susan,M000843,Molinari,,"Resigned, 8/2/1997",R,NY,Left Congress,105
https://api.propublica.org/congress/v1/members/S000607.json,1997-01-07,2,1999-01-03,Robert,S000607,Smith,F.,Did not seek reelection,R,OR,Retiring,105
https://api.propublica.org/congress/v1/members/B000622.json,1997-01-07,44,1998-01-05,Sonny,B000622,Bono,,Died 1/5/1998,R,CA,Left Congress,105
https://api.propublica.org/congress/v1/members/M000117.json,1997-01-07,7,1999-01-03,Thomas,M000117,Manton,J.,Did not seek reelection,D,NY,Retiring,105
https://api.propublica.org/congress/v1/members/S000125.json,1997-01-07,1,1998-03-25,Steven,S000125,Schiff,,Died 3/25/1998,R,NM,Left Congress,105
https://api.propublica.org/congress/v1/members/Y000013.json,1997-01-07,9,1999-01-03,Sidney,Y000013,Yates,R.,Did not seek reelection,D,IL,Retiring,105
https://api.propublica.org/congress/v1/members/F000184.json,1997-01-07,6,1997-11-17,Floyd,F000184,Flake,H.,"Resigned, 11/17/1997",D,NY,Left Congress,105
https://api.propublica.org/congress/v1/members/B001066.json,1997-01-07,4,1999-01-03,Jim,B001066,Bunning,,Elected to the U.S. Senate,R,KY,Elected to federal post,105
https://api.propublica.org/congress/v1/members/G000225.json,1997-01-07,6,1999-01-03,Newt,G000225,Gingrich,,Did not seek reelection,R,GA,Retiring,105
https://api.propublica.org/congress/v1/members/P000049.json,1997-01-07,12,1999-01-03,Michael,P000049,Pappas,,Defeated for reelection,R,NJ,Defeated in general election,105
https://api.propublica.org/congress/v1/members/S000662.json,1997-01-07,3,1999-01-03,Vince,S000662,Snowbarger,,Defeated for reelection,R,KS,Defeated in general election,105
https://api.propublica.org/congress/v1/members/M000399.json,1997-01-07,10,1999-01-03,Joseph,M000399,McDade,M.,Did not seek reelection,R,PA,Retiring,105
https://api.propublica.org/congress/v1/members/S000148.json,1997-01-07,9,1999-01-03,Charles,S000148,Schumer,E.,Elected to the U.S. Senate,D,NY,Elected to federal post,105
https://api.propublica.org/congress/v1/members/F000235.json,1997-01-07,1,1999-01-03,Tom,F000235,Foglietta,,"Appointed U.S. Ambassador to Italy, 11/11/1997",D,PA,Elected to federal post,105
https://api.propublica.org/congress/v1/members/G000272.json,1997-01-07,20,1999-01-03,Henry,G000272,Gonzalez,B.,Did not seek reelection,D,TX,Retiring,105
https://api.propublica.org/congress/v1/members/P000148.json,1997-01-07,27,1999-01-03,Bill,P000148,Paxon,,Did not seek reelection,R,NY,Retiring,105
