api_uri,begin_date,end_date,first_name,id,last_name,middle_name,note,party,state,status,session
https://api.propublica.org/congress/v1/members/T000035.json,1979-01-15,1981-01-03,Herman,T000035,Talmadge,Eugene,,D,GA,Defeated in general election,96
https://api.propublica.org/congress/v1/members/C000979.json,1979-01-15,1981-01-03,John,C000979,Culver,Chester,,D,IA,Defeated in general election,96
https://api.propublica.org/congress/v1/members/D000574.json,1979-01-15,1981-01-03,John,D000574,Durkin,Anthony,,D,NH,Defeated in general election,96
https://api.propublica.org/congress/v1/members/N000033.json,1979-01-15,1981-01-03,Gaylord,N000033,Nelson,Anton,,D,WI,Defeated in general election,96
https://api.propublica.org/congress/v1/members/M000956.json,1979-01-15,1981-01-03,Robert,M000956,Morgan,Burren,,D,NC,Defeated in general election,96
https://api.propublica.org/congress/v1/members/M000452.json,1979-01-15,1981-01-03,George,M000452,McGovern,Stanley,,D,SD,Defeated in general election,96
https://api.propublica.org/congress/v1/members/J000064.json,1979-01-15,1981-01-03,Jacob,J000064,Javits,Koppel,,R,NY,Defeated in general election,96
https://api.propublica.org/congress/v1/members/S000159.json,1979-01-15,1981-01-03,Richard,S000159,Schweiker,Schultz,,R,PA,Appointed to federal post,96
https://api.propublica.org/congress/v1/members/S000962.json,1979-01-15,1981-01-03,Richard,S000962,Stone,Bernard,,D,FL,Defeated in primary election,96
https://api.propublica.org/congress/v1/members/S000890.json,1979-01-15,1981-01-03,Adlai,S000890,Stevenson,Ewing,,D,IL,Retiring,96
https://api.propublica.org/congress/v1/members/B000351.json,1979-01-15,1981-01-03,Henry,B000351,Bellmon,Louis,,R,OK,Retiring,96
https://api.propublica.org/congress/v1/members/M001121.json,1979-01-15,1981-01-03,Edmund,M001121,Muskie,Sixtus,,D,ME,Appointed to federal post,96
https://api.propublica.org/congress/v1/members/S000907.json,1979-01-15,1981-01-03,Donald,S000907,Stewart,Wilbur,,D,AL,Defeated in general election,96
https://api.propublica.org/congress/v1/members/C000388.json,1979-01-15,1981-01-03,Frank,C000388,Church,Forrester,,D,ID,Defeated in general election,96
https://api.propublica.org/congress/v1/members/Y000047.json,1979-01-15,1981-01-03,Milton,Y000047,Young,Ruben,,R,ND,Retiring,96
https://api.propublica.org/congress/v1/members/M000053.json,1979-01-15,1981-01-03,Warren,M000053,Magnuson,Grant,,D,WA,Defeated in general election,96
https://api.propublica.org/congress/v1/members/G000388.json,1979-01-15,1981-01-03,Maurice,G000388,Gravel,Robert,,D,AK,Defeated in primary election,96
https://api.propublica.org/congress/v1/members/R000191.json,1979-01-15,1981-01-03,Abraham,R000191,Ribicoff,Alexander,,D,CT,Retiring,96
https://api.propublica.org/congress/v1/members/B000254.json,1979-01-15,1981-01-03,Birch,B000254,Bayh,Evans,,D,IN,Defeated in general election,96
