amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'A bill to delay the implementation of certain provisions of the Biggert-Waters Flood Insurance Reform Act of 2012 and to reform the National Association of Registered Agents and Brokers, and for other purposes.', u'number': u'S.1926', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s1926.json', u'latest_action': u'Held at the desk.', u'sponsor_id': u'M000639', u'bill_id': u's1926-113'}",Senate,113,2014-01-29,"A bill to delay the implementation of certain provisions of the Biggert-Waters Flood Insurance Reform Act of 2012 and to reform the National Association of Registered Agents and Brokers, and ...",B000243,,Yes,On the Motion,Motion Agreed to,15,2,16:46:00,"{u'not_voting': 1, u'yes': 64, u'present': 0, u'no': 35}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/15.json,s1926,M000639,https://api.propublica.org/congress/v1/113/bills/s1926.json
{},"{u'title': u'A bill to delay the implementation of certain provisions of the Biggert-Waters Flood Insurance Reform Act of 2012 and to reform the National Association of Registered Agents and Brokers, and for other purposes.', u'number': u'S.1926', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s1926.json', u'latest_action': u'Held at the desk.', u'sponsor_id': u'M000639', u'bill_id': u's1926-113'}",Senate,113,2014-01-27,"A bill to delay the implementation of certain provisions of the Biggert-Waters Flood Insurance Reform Act of 2012 and to reform the National Association of Registered Agents and Brokers, and ...",B000243,,Yes,On Cloture on the Motion to Proceed,Cloture on the Motion to Proceed Agreed to,14,2,17:39:00,"{u'not_voting': 1, u'yes': 86, u'present': 0, u'no': 13}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/14.json,s1926,M000639,https://api.propublica.org/congress/v1/113/bills/s1926.json
{},"{u'title': u'To extend the application of certain space launch liability provisions through 2014.', u'number': u'H.R.3547', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr3547.json', u'latest_action': u'Became Public Law No: 113-76.', u'sponsor_id': u'S000583', u'bill_id': u'hr3547-113'}",Senate,113,2014-01-16,"A bill to extend Government liability, subject to appropriation, for certain third-party claims arising from commercial space launches.",B000243,,Yes,On the Motion,Motion Agreed to,13,2,17:54:00,"{u'not_voting': 2, u'yes': 72, u'present': 0, u'no': 26}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/13.json,hr3547,S000583,https://api.propublica.org/congress/v1/113/bills/hr3547.json
{},"{u'title': u'To extend the application of certain space launch liability provisions through 2014.', u'number': u'H.R.3547', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr3547.json', u'latest_action': u'Became Public Law No: 113-76.', u'sponsor_id': u'S000583', u'bill_id': u'hr3547-113'}",Senate,113,2014-01-16,"A bill to extend Government liability, subject to appropriation, for certain third-party claims arising from commercial space launches.",B000243,,Yes,On the Cloture Motion,Cloture Motion Agreed to,12,2,17:27:00,"{u'not_voting': 2, u'yes': 72, u'present': 0, u'no': 26}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/12.json,hr3547,S000583,https://api.propublica.org/congress/v1/113/bills/hr3547.json
{},"{u'title': u'Making further continuing appropriations for fiscal year 2014, and for other purposes.', u'number': u'H.J.Res.106', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hjres106.json', u'latest_action': u'Became Public Law No: 113-73.', u'sponsor_id': u'R000395', u'bill_id': u'hjres106-113'}",Senate,113,2014-01-15,"A joint resolution making further continuing appropriations for fiscal year 2014, and for other purposes.",B000243,,Yes,On the Joint Resolution,Joint Resolution Passed,11,2,12:17:00,"{u'not_voting': 0, u'yes': 86, u'present': 0, u'no': 14}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/11.json,hjres106,R000395,https://api.propublica.org/congress/v1/113/bills/hjres106.json
{},"{u'title': u'A bill to provide for the extension of certain unemployment benefits, and for other purposes.', u'number': u'S.1845', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s1845.json', u'latest_action': u'Motion by Senator Reid to reconsider the vote by which second cloture was not invoked on the bill (Record Vote No. 24) made in Senate. (consideration: CR S794)', u'sponsor_id': u'R000122', u'bill_id': u's1845-113'}",Senate,113,2014-01-14,"A bill to provide for the extension of certain unemployment benefits, and for other purposes.",B000243,,Yes,On the Cloture Motion,Cloture Motion Rejected,10,2,16:05:00,"{u'not_voting': 0, u'yes': 55, u'present': 0, u'no': 45}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/10.json,s1845,R000122,https://api.propublica.org/congress/v1/113/bills/s1845.json
{u'number': u'S.Amdt. 2631'},"{u'title': u'A bill to provide for the extension of certain unemployment benefits, and for other purposes.', u'number': u'S. 1845', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s1845.json', u'latest_action': u'Motion by Senator Reid to reconsider the vote by which second cloture was not invoked on the bill (Record Vote No. 24) made in Senate. (consideration: CR S794)', u'sponsor_id': u'R000122', u'bill_id': u's1845-113'}",Senate,113,2014-01-14,Relating to extension and modification of emergency unemployment compensation program.,B000243,,Yes,On the Cloture Motion,Cloture Motion Rejected,9,2,15:46:00,"{u'not_voting': 0, u'yes': 52, u'present': 0, u'no': 48}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/9.json,s1845,R000122,https://api.propublica.org/congress/v1/113/bills/s1845.json
{},"{u'title': u'A bill to provide for the extension of certain unemployment benefits, and for other purposes.', u'number': u'S.1845', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s1845.json', u'latest_action': u'Motion by Senator Reid to reconsider the vote by which second cloture was not invoked on the bill (Record Vote No. 24) made in Senate. (consideration: CR S794)', u'sponsor_id': u'R000122', u'bill_id': u's1845-113'}",Senate,113,2014-01-14,"A bill to provide for the extension of certain unemployment benefits, and for other purposes.",B000243,,No,On the Motion to Table,Motion to Table Failed,8,2,15:22:00,"{u'not_voting': 0, u'yes': 45, u'present': 0, u'no': 55}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/8.json,s1845,R000122,https://api.propublica.org/congress/v1/113/bills/s1845.json
{},"{u'api_uri': None, u'title': None, u'number': u'PN529', u'bill_id': u'pn529-113', u'latest_action': None}",Senate,113,2014-01-13,"Robert Leon Wilkins, of the District of Columbia, to be United States Circuit Judge for the District of Columbia Circuit",B000243,"{u'nomination_id': u'PN529-113', u'agency': u'', u'number': u'PN529', u'name': u''}",Yes,On the Nomination,Nomination Confirmed,7,2,17:31:00,"{u'not_voting': 2, u'yes': 55, u'present': 0, u'no': 43}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/7.json,pn529,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN529', u'bill_id': u'pn529-113', u'latest_action': None}",Senate,113,2014-01-09,"Robert Leon Wilkins, of the District of Columbia, to be United States Circuit Judge for the District of Columbia Circuit",B000243,"{u'nomination_id': u'PN529-113', u'agency': u'', u'number': u'PN529', u'name': u''}",Yes,On the Cloture Motion,Cloture Motion Agreed to,6,2,17:21:00,"{u'not_voting': 6, u'yes': 55, u'present': 1, u'no': 38}",https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/6.json,pn529,NA,NA
