api_uri,begin_date,end_date,first_name,id,last_name,middle_name,note,party,state,status,session
https://api.propublica.org/congress/v1/members/S000739.json,1971-01-21,1973-01-03,William,S000739,Spong,Belser,,D,VA,Defeated in general election,92
https://api.propublica.org/congress/v1/members/A000186.json,1971-01-21,1973-01-03,Clinton,A000186,Anderson,Presba,,D,NM,Retiring,92
https://api.propublica.org/congress/v1/members/E000067.json,1971-01-21,1973-01-03,Edwin,E000067,Edwards,Washington,,D,LA,Retiring,92
https://api.propublica.org/congress/v1/members/G000034.json,1971-01-21,1973-01-03,David,G000034,Gambrell,Henry,,D,GA,Defeated in primary election,92
https://api.propublica.org/congress/v1/members/P000552.json,1971-01-21,1973-01-03,Winston,P000552,Prouty,Lewis,,R,VT,Left Congress,92
https://api.propublica.org/congress/v1/members/A000161.json,1971-01-21,1973-01-03,Gordon,A000161,Allott,Llewellyn,,R,CO,Defeated in general election,92
https://api.propublica.org/congress/v1/members/J000269.json,1971-01-21,1973-01-03,Leonard,J000269,Jordan,Beck,,R,ID,Retiring,92
https://api.propublica.org/congress/v1/members/S000590.json,1971-01-21,1973-01-03,Margaret,S000590,Smith,Chase,,R,ME,Defeated in general election,92
https://api.propublica.org/congress/v1/members/B000593.json,1971-01-21,1973-01-03,James,B000593,Boggs,Caleb,,R,DE,Defeated in general election,92
https://api.propublica.org/congress/v1/members/M001078.json,1971-01-21,1973-01-03,Karl,M001078,Mundt,Earl,,R,SD,Retiring,92
https://api.propublica.org/congress/v1/members/C000758.json,1971-01-21,1973-01-03,John,C000758,Cooper,Sherman,,R,KY,Retiring,92
https://api.propublica.org/congress/v1/members/R000536.json,1971-01-21,1973-01-03,Richard,R000536,Russell,Brevard,,D,GA,Left Congress,92
https://api.propublica.org/congress/v1/members/E000112.json,1971-01-21,1973-01-03,Allen,E000112,Ellender,Joseph,,D,LA,Left Congress,92
https://api.propublica.org/congress/v1/members/J000267.json,1971-01-21,1973-01-03,Benjamin,J000267,Jordan,Everett,,D,NC,Defeated in primary election,92
https://api.propublica.org/congress/v1/members/M000730.json,1971-01-21,1973-01-03,Jack,M000730,Miller,Richard,,R,IA,Defeated in general election,92
