api_uri,begin_date,end_date,first_name,id,last_name,middle_name,note,party,state,status,session
https://api.propublica.org/congress/v1/members/N000171.json,1995-01-04,1997-01-03,Samuel,N000171,Nunn,Augustus,,D,GA,Retiring,104
https://api.propublica.org/congress/v1/members/B000919.json,1995-01-04,1997-01-03,Hank,B000919,Brown,,,R,CO,Retiring,104
https://api.propublica.org/congress/v1/members/H000445.json,1995-01-04,1997-01-03,Howell,H000445,Heflin,Thomas,,D,AL,Retiring,104
https://api.propublica.org/congress/v1/members/B001225.json,1995-01-04,1997-01-03,William,B001225,Bradley,Warren,,D,NJ,Retiring,104
https://api.propublica.org/congress/v1/members/P000009.json,1995-01-04,1995-10-01,Robert,P000009,Packwood,William,,R,OR,Left Congress,104
https://api.propublica.org/congress/v1/members/J000189.json,1995-01-04,1997-01-03,John,J000189,Johnston,Bennett,,D,LA,Retiring,104
https://api.propublica.org/congress/v1/members/P000193.json,1995-01-04,1997-01-03,Claiborne,P000193,Pell,de Borda,,D,RI,Retiring,104
https://api.propublica.org/congress/v1/members/C000598.json,1995-01-04,1997-01-03,William,C000598,Cohen,Sebastian,,R,ME,Retiring,104
https://api.propublica.org/congress/v1/members/K000017.json,1995-01-04,1997-01-03,Nancy,K000017,Kassebaum,Landon,,R,KS,Retiring,104
https://api.propublica.org/congress/v1/members/D000401.json,1995-01-04,1996-06-11,Robert,D000401,Dole,Joseph,,R,KS,Left Congress,104
https://api.propublica.org/congress/v1/members/P000513.json,1995-01-04,1997-01-03,Larry,P000513,Pressler,Lee,,R,SD,Defeated in general election,104
https://api.propublica.org/congress/v1/members/P000556.json,1995-01-04,1997-01-03,David,P000556,Pryor,Hampton,,D,AR,Retiring,104
https://api.propublica.org/congress/v1/members/E000284.json,1995-01-04,1997-01-03,J. James,E000284,Exon,,,D,NE,Retiring,104
https://api.propublica.org/congress/v1/members/S000423.json,1995-01-04,1997-01-03,Paul,S000423,Simon,Martin,,D,IL,Retiring,104
https://api.propublica.org/congress/v1/members/F000438.json,1996-06-11,1996-11-05,Sheila,F000438,Frahm,,,R,KS,Left Congress,104
https://api.propublica.org/congress/v1/members/S000429.json,1995-01-04,1997-01-03,Alan,S000429,Simpson,Kooi,,R,WY,Retiring,104
https://api.propublica.org/congress/v1/members/H000343.json,1995-01-04,1997-01-03,Mark,H000343,Hatfield,Odom,,R,OR,Retiring,104
