amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt3371.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/C000560.json', u'number': u'S.Amdt. 3371 to S.Amdt. 3395', u'sponsor_party': u'R', u'sponsor': u'Tom Coburn', u'sponsor_id': u'C000560', u'sponsor_state': u'Okla.'}","{u'title': u'Full-Year Continuing Appropriations Act, 2011', u'number': u'H.R. 1', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1.json', u'latest_action': u'Message on Senate action sent to the House.Note: The bill is the Senate legislative vehicle for Superstorm Sandy supplemental appropriations.', u'sponsor_id': u'R000395', u'bill_id': u'hr1-112'}",Senate,112,2012-12-28,"Full-Year Continuing Appropriations Act, 2011 ",K000352,,Yes,"On the Amendment S.Amdt. 3371 to S.Amdt. 3395 to H.R. 1 (Full-Year Continuing Appropriations Act, 2011)",Amendment Rejected,241,2,12:14:00,"{u'not_voting': 5, u'yes': 40, u'present': 0, u'no': 55}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/241.json,hr1,R000395,https://api.propublica.org/congress/v1/112/bills/hr1.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt3370.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/C000560.json', u'number': u'S.Amdt. 3370 to S.Amdt. 3395', u'sponsor_party': u'R', u'sponsor': u'Tom Coburn', u'sponsor_id': u'C000560', u'sponsor_state': u'Okla.'}","{u'title': u'Full-Year Continuing Appropriations Act, 2011', u'number': u'H.R. 1', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1.json', u'latest_action': u'Message on Senate action sent to the House.Note: The bill is the Senate legislative vehicle for Superstorm Sandy supplemental appropriations.', u'sponsor_id': u'R000395', u'bill_id': u'hr1-112'}",Senate,112,2012-12-28,"Full-Year Continuing Appropriations Act, 2011 ",K000352,,Yes,"On the Amendment S.Amdt. 3370 to S.Amdt. 3395 to H.R. 1 (Full-Year Continuing Appropriations Act, 2011)",Amendment Rejected,240,2,11:56:00,"{u'not_voting': 5, u'yes': 35, u'present': 0, u'no': 60}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/240.json,hr1,R000395,https://api.propublica.org/congress/v1/112/bills/hr1.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt3368.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/C000560.json', u'number': u'S.Amdt. 3368 to S.Amdt. 3395', u'sponsor_party': u'R', u'sponsor': u'Tom Coburn', u'sponsor_id': u'C000560', u'sponsor_state': u'Okla.'}","{u'title': u'Full-Year Continuing Appropriations Act, 2011', u'number': u'H.R. 1', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1.json', u'latest_action': u'Message on Senate action sent to the House.Note: The bill is the Senate legislative vehicle for Superstorm Sandy supplemental appropriations.', u'sponsor_id': u'R000395', u'bill_id': u'hr1-112'}",Senate,112,2012-12-28,"Full-Year Continuing Appropriations Act, 2011 ",K000352,,Yes,"On the Amendment S.Amdt. 3368 to S.Amdt. 3395 to H.R. 1 (Full-Year Continuing Appropriations Act, 2011)",Amendment Rejected,239,2,11:27:00,"{u'not_voting': 5, u'yes': 44, u'present': 0, u'no': 51}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/239.json,hr1,R000395,https://api.propublica.org/congress/v1/112/bills/hr1.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt3350.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/T000464.json', u'number': u'S.Amdt. 3350 to S.Amdt. 3395', u'sponsor_party': u'D', u'sponsor': u'Jon Tester', u'sponsor_id': u'T000464', u'sponsor_state': u'Mont.'}","{u'title': u'Full-Year Continuing Appropriations Act, 2011', u'number': u'H.R. 1', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1.json', u'latest_action': u'Message on Senate action sent to the House.Note: The bill is the Senate legislative vehicle for Superstorm Sandy supplemental appropriations.', u'sponsor_id': u'R000395', u'bill_id': u'hr1-112'}",Senate,112,2012-12-28,"Full-Year Continuing Appropriations Act, 2011 ",K000352,,No,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Tester Amdt. No. 3350),Motion Rejected,238,2,11:02:00,"{u'not_voting': 5, u'yes': 51, u'present': 0, u'no': 44}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/238.json,hr1,R000395,https://api.propublica.org/congress/v1/112/bills/hr1.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt3344.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/B000468.json', u'number': u'S.Amdt. 3344 to S.Amdt. 3395', u'sponsor_party': u'D', u'sponsor': u'Jeff Bingaman', u'sponsor_id': u'B000468', u'sponsor_state': u'N.M.'}","{u'title': u'Full-Year Continuing Appropriations Act, 2011', u'number': u'H.R. 1', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1.json', u'latest_action': u'Message on Senate action sent to the House.Note: The bill is the Senate legislative vehicle for Superstorm Sandy supplemental appropriations.', u'sponsor_id': u'R000395', u'bill_id': u'hr1-112'}",Senate,112,2012-12-28,"Full-Year Continuing Appropriations Act, 2011 ",K000352,,No,"On the Amendment S.Amdt. 3344 to S.Amdt. 3395 to H.R. 1 (Full-Year Continuing Appropriations Act, 2011)",Amendment Rejected,237,2,10:36:00,"{u'not_voting': 5, u'yes': 52, u'present': 0, u'no': 43}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/237.json,hr1,R000395,https://api.propublica.org/congress/v1/112/bills/hr1.json
{},"{u'title': u'FISA Amendments Act Reauthorization Act of 2012', u'number': u'H.R.5949', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr5949.json', u'latest_action': u'Signed by President.', u'sponsor_id': u'S000583', u'bill_id': u'hr5949-112'}",Senate,112,2012-12-28,FISA Amendments Act Reauthorization Act of 2012,K000352,,Yes,On Passage of the Bill H.R. 5949,Bill Passed,236,2,10:05:00,"{u'not_voting': 4, u'yes': 73, u'present': 0, u'no': 23}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/236.json,hr5949,S000583,https://api.propublica.org/congress/v1/112/bills/hr5949.json
{u'number': u'S.Amdt. 3439'},"{u'title': u'FISA Amendments Act Reauthorization Act of 2012', u'number': u'H.R. 5949', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr5949.json', u'latest_action': u'Signed by President.', u'sponsor_id': u'S000583', u'bill_id': u'hr5949-112'}",Senate,112,2012-12-28,FISA Amendments Act Reauthorization Act of 2012,K000352,,No,On the Amendment S.Amdt. 3439 to H.R. 5949 (FISA Amendments Act Reauthorization Act of 2012),Amendment Rejected,235,2,09:36:00,"{u'not_voting': 5, u'yes': 43, u'present': 0, u'no': 52}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/235.json,hr5949,S000583,https://api.propublica.org/congress/v1/112/bills/hr5949.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt3436.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/P000603.json', u'number': u'S.Amdt. 3436', u'sponsor_party': u'R', u'sponsor': u'Rand Paul', u'sponsor_id': u'P000603', u'sponsor_state': u'Ky.'}","{u'title': u'FISA Amendments Act Reauthorization Act of 2012', u'number': u'H.R. 5949', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr5949.json', u'latest_action': u'Signed by President.', u'sponsor_id': u'S000583', u'bill_id': u'hr5949-112'}",Senate,112,2012-12-27,FISA Amendments Act Reauthorization Act of 2012,K000352,,No,On the Amendment S.Amdt. 3436 to H.R. 5949 (FISA Amendments Act Reauthorization Act of 2012),Amendment Rejected,234,2,18:26:00,"{u'not_voting': 9, u'yes': 12, u'present': 0, u'no': 79}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/234.json,hr5949,S000583,https://api.propublica.org/congress/v1/112/bills/hr5949.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt3435.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/M001176.json', u'number': u'S.Amdt. 3435', u'sponsor_party': u'D', u'sponsor': u'Jeff Merkley', u'sponsor_id': u'M001176', u'sponsor_state': u'Ore.'}","{u'title': u'FISA Amendments Act Reauthorization Act of 2012', u'number': u'H.R. 5949', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr5949.json', u'latest_action': u'Signed by President.', u'sponsor_id': u'S000583', u'bill_id': u'hr5949-112'}",Senate,112,2012-12-27,FISA Amendments Act Reauthorization Act of 2012,K000352,,No,On the Amendment S.Amdt. 3435 to H.R. 5949 (FISA Amendments Act Reauthorization Act of 2012),Amendment Rejected,233,2,18:06:00,"{u'not_voting': 9, u'yes': 37, u'present': 0, u'no': 54}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/233.json,hr5949,S000583,https://api.propublica.org/congress/v1/112/bills/hr5949.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt3437.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/L000174.json', u'number': u'S.Amdt. 3437', u'sponsor_party': u'D', u'sponsor': u'Patrick J. Leahy', u'sponsor_id': u'L000174', u'sponsor_state': u'Vt.'}","{u'title': u'FISA Amendments Act Reauthorization Act of 2012', u'number': u'H.R. 5949', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr5949.json', u'latest_action': u'Signed by President.', u'sponsor_id': u'S000583', u'bill_id': u'hr5949-112'}",Senate,112,2012-12-27,FISA Amendments Act Reauthorization Act of 2012,K000352,,No,On the Amendment S.Amdt. 3437 to H.R. 5949 (FISA Amendments Act Reauthorization Act of 2012),Amendment Rejected,232,2,17:33:00,"{u'not_voting': 10, u'yes': 38, u'present': 0, u'no': 52}",https://api.propublica.org/congress/v1/112/senate/sessions/2/votes/232.json,hr5949,S000583,https://api.propublica.org/congress/v1/112/bills/hr5949.json
