api_uri,begin_date,end_date,first_name,id,last_name,middle_name,note,party,state,status,session
https://api.propublica.org/congress/v1/members/E000236.json,1987-01-06,1989-01-03,Daniel,E000236,Evans,Jackson,,R,WA,Retiring,100
https://api.propublica.org/congress/v1/members/Z000013.json,1987-01-06,1989-01-03,Edward,Z000013,Zorinsky,,,D,NE,Left Congress,100
https://api.propublica.org/congress/v1/members/Q000007.json,1987-01-06,1989-01-03,James,Q000007,Quayle,Danforth,,R,IN,Elected to federal post,100
https://api.propublica.org/congress/v1/members/M000635.json,1987-01-06,1989-01-03,John,M000635,Melcher,,,D,MT,Defeated in general election,100
https://api.propublica.org/congress/v1/members/S000776.json,1987-01-06,1989-01-03,Robert,S000776,Stafford,Theodore,,R,VT,Retiring,100
https://api.propublica.org/congress/v1/members/H000439.json,1987-01-06,1989-01-03,Jacob,H000439,Hecht,Chic,,R,NV,Defeated in general election,100
https://api.propublica.org/congress/v1/members/S001077.json,1987-01-06,1989-01-03,Fof,S001077,Sunia,Iosefa Fiti,,D,AS,Retiring,100
https://api.propublica.org/congress/v1/members/K000011.json,1987-01-06,1989-01-03,David,K000011,Karnes,Kemp,,R,NE,Defeated in general election,100
https://api.propublica.org/congress/v1/members/T000367.json,1987-01-06,1989-01-03,Paul,T000367,Trible,Seward,,R,VA,Retiring,100
https://api.propublica.org/congress/v1/members/S000852.json,1987-01-06,1989-01-03,John,S000852,Stennis,Cornelius,,D,MS,Retiring,100
https://api.propublica.org/congress/v1/members/P000553.json,1987-01-06,1989-01-03,William,P000553,Proxmire,,,D,WI,Retiring,100
https://api.propublica.org/congress/v1/members/C000356.json,1987-01-06,1989-01-03,Lawton,C000356,Chiles,Mainor,,D,FL,Retiring,100
https://api.propublica.org/congress/v1/members/W000253.json,1987-01-06,1989-01-03,Lowell,W000253,Weicker,Palmer,,R,CT,Defeated in general election,100
