amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'Making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.', u'number': u'H R 2577', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hr2577.json', u'latest_action': u'Second cloture on the conference report not invoked in Senate by Yea-Nay Vote. 52 - 46. Record Vote Number: 135. (consideration: CR S5229-5240; text: CR S5239)', u'sponsor_id': u'D000600', u'bill_id': u'hr2577-114'}",House,114,2016-06-23,"Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016",F000043,Not Voting,On Agreeing to the Conference Report,Passed,342,2,03:10:00,"{u'not_voting': 24, u'yes': 239, u'present': 0, u'no': 171}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/342.json,hr2577,D000600,https://api.propublica.org/congress/v1/114/bills/hr2577.json
{},"{u'title': u'Providing for consideration of the conference report to accompany the bill (H.R. 2577) making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes; providing for proceedings during the period from June 23, 2016, through July 4, 2016; and providing for consideration of motions to suspend the rules.', u'number': u'H RES 797', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hres797.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'S000250', u'bill_id': u'hres797-114'}",House,114,2016-06-23,,F000043,Not Voting,On Agreeing to the Resolution,Passed,341,2,02:53:00,"{u'not_voting': 26, u'yes': 232, u'present': 0, u'no': 176}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/341.json,hres797,S000250,https://api.propublica.org/congress/v1/114/bills/hres797.json
{},"{u'api_uri': None, u'title': None, u'number': u'ADJOURN', u'bill_id': u'adjourn-114', u'latest_action': None}",House,114,2016-06-23,,F000043,Not Voting,On Motion to Adjourn,Passed,340,2,01:33:00,"{u'not_voting': 27, u'yes': 234, u'present': 0, u'no': 173}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/340.json,adjourn,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'MOTION', u'bill_id': u'motion-114', u'latest_action': None}",House,114,2016-06-23,,F000043,Not Voting,On Motion To Fix Next Convening Time,Passed,339,2,01:17:00,"{u'not_voting': 34, u'yes': 234, u'present': 0, u'no': 166}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/339.json,motion,NA,NA
{},"{u'title': u'Disapproving the rule submitted by the Department of Labor relating to the definition of the term &quot;Fiduciary&quot;.', u'number': u'H J RES 88', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hjres88.json', u'latest_action': u'Motion to refer the bill and accompanying veto message to the Committee on Education and the Workforce. The Chair directed the Clerk to notify the Senate of the action of the House.', u'sponsor_id': u'R000582', u'bill_id': u'hjres88-114'}",House,114,2016-06-22,Disapproving the rule submitted by the Department of Labor relating to the definition of the term “Fiduciary”,F000043,Not Voting,"On passage, the objections of the President to the contrary notwithstanding",Failed,338,2,22:30:00,"{u'not_voting': 15, u'yes': 239, u'present': 0, u'no': 180}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/338.json,hjres88,R000582,https://api.propublica.org/congress/v1/114/bills/hjres88.json
{},"{u'title': u'Disapproving the rule submitted by the Department of Labor relating to the definition of the term &quot;Fiduciary&quot;.', u'number': u'H J RES 88', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hjres88.json', u'latest_action': u'Motion to refer the bill and accompanying veto message to the Committee on Education and the Workforce. The Chair directed the Clerk to notify the Senate of the action of the House.', u'sponsor_id': u'R000582', u'bill_id': u'hjres88-114'}",House,114,2016-06-22,Disapproving the rule submitted by the Department of Labor relating to the definition of the term “Fiduciary”,F000043,Not Voting,On Ordering the Previous Question,Passed,337,2,22:21:00,"{u'not_voting': 28, u'yes': 229, u'present': 2, u'no': 175}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/337.json,hjres88,R000582,https://api.propublica.org/congress/v1/114/bills/hjres88.json
{},"{u'title': u'To encourage engagement between the Department of Homeland Security and technology innovators, and for other purposes.', u'number': u'H R 5389', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hr5389.json', u'latest_action': u'Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.', u'sponsor_id': u'R000601', u'bill_id': u'hr5389-114'}",House,114,2016-06-21,Leveraging Emerging Technologies Act of 2016,F000043,Not Voting,On Motion to Suspend the Rules and Pass,Passed,336,2,19:08:00,"{u'not_voting': 79, u'yes': 347, u'present': 0, u'no': 8}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/336.json,hr5389,R000601,https://api.propublica.org/congress/v1/114/bills/hr5389.json
{},"{u'title': u'To amend the Homeland Security Act of 2002 to provide for innovative research and development, and for other purposes.', u'number': u'H R 5388', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hr5388.json', u'latest_action': u'Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.', u'sponsor_id': u'R000601', u'bill_id': u'hr5388-114'}",House,114,2016-06-21,Support for Rapid Innovation Act 2016,F000043,Not Voting,On Motion to Suspend the Rules and Pass,Passed,335,2,19:00:00,"{u'not_voting': 79, u'yes': 351, u'present': 0, u'no': 4}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/335.json,hr5388,R000601,https://api.propublica.org/congress/v1/114/bills/hr5388.json
{},"{u'title': u'To prohibit universal service support of commercial mobile service and commercial mobile data service through the Lifeline program.', u'number': u'H R 5525', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hr5525.json', u'latest_action': u'On motion to suspend the rules and pass the bill Failed by the Yeas and Nays: (2/3 required): 207 - 143 (Roll no. 334).', u'sponsor_id': u'S001189', u'bill_id': u'hr5525-114'}",House,114,2016-06-21,End Taxpayer Funded Cell Phones Act of 2016,F000043,Not Voting,On Motion to Suspend the Rules and Pass,Failed,334,2,18:51:00,"{u'not_voting': 84, u'yes': 207, u'present': 0, u'no': 143}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/334.json,hr5525,S001189,https://api.propublica.org/congress/v1/114/bills/hr5525.json
{},"{u'title': u'To combat terrorist recruitment in the United States, and for other purposes.', u'number': u'H R 5471', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hr5471.json', u'latest_action': u'Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.', u'sponsor_id': u'M001157', u'bill_id': u'hr5471-114'}",House,114,2016-06-16,Countering Terrorist Radicalization Act,F000043,Not Voting,On Motion to Suspend the Rules and Pass,Passed,333,2,13:38:00,"{u'not_voting': 17, u'yes': 402, u'present': 0, u'no': 15}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/333.json,hr5471,M001157,https://api.propublica.org/congress/v1/114/bills/hr5471.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes.', u'number': u'H R 5293', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hr5293.json', u'latest_action': u'Second cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 55 - 43. Record Vote Number: 136. (consideration: CR S5239-5240)', u'sponsor_id': u'F000372', u'bill_id': u'hr5293-114'}",House,114,2016-06-16,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes",F000043,Not Voting,On Passage,Passed,332,2,13:27:00,"{u'not_voting': 14, u'yes': 282, u'present': 0, u'no': 138}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/332.json,hr5293,F000372,https://api.propublica.org/congress/v1/114/bills/hr5293.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes.', u'number': u'H R 5293', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hr5293.json', u'latest_action': u'Second cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 55 - 43. Record Vote Number: 136. (consideration: CR S5239-5240)', u'sponsor_id': u'F000372', u'bill_id': u'hr5293-114'}",House,114,2016-06-16,Polis of Colorado Amendment No. 46,F000043,Not Voting,On Agreeing to the Amendment,Failed,331,2,13:20:00,"{u'not_voting': 14, u'yes': 69, u'present': 0, u'no': 351}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/331.json,hr5293,F000372,https://api.propublica.org/congress/v1/114/bills/hr5293.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes.', u'number': u'H R 5293', u'bill_uri': u'https://api.propublica.org/congress/v1/114/bills/hr5293.json', u'latest_action': u'Second cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 55 - 43. Record Vote Number: 136. (consideration: CR S5239-5240)', u'sponsor_id': u'F000372', u'bill_id': u'hr5293-114'}",House,114,2016-06-16,Lee of California Amendment No. 45,F000043,Not Voting,On Agreeing to the Amendment,Failed,330,2,13:17:00,"{u'not_voting': 14, u'yes': 146, u'present': 0, u'no': 274}",https://api.propublica.org/congress/v1/114/house/sessions/2/votes/330.json,hr5293,F000372,https://api.propublica.org/congress/v1/114/bills/hr5293.json
