amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'To provide for reconciliation pursuant to section 601 of the concurrent resolution on the budget for fiscal year 2008.', u'number': u'H R 2669', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr2669.json', u'latest_action': u'Became Public Law No: 110-84', u'sponsor_id': u'M000725', u'bill_id': u'hr2669-110'}",House,110,2007-09-04,College Cost Reduction Act of 2007,G000210,Yes,On Motion to Instruct Conferees,Passed,849,1,19:49:00,"{u'not_voting': 45, u'yes': 305, u'present': 0, u'no': 83}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/849.json,hr2669,M000725,https://api.propublica.org/congress/v1/110/bills/hr2669.json
{},"{u'title': u'To amend the Small Business Act to improve the Microloan program, and for other purposes.', u'number': u'H R 3020', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr3020.json', u'latest_action': u'Referred to Senate committee. Status: Received in the Senate and Read twice and referred to the Committee on Small Business and Entrepreneurship.', u'sponsor_id': u'C000266', u'bill_id': u'hr3020-110'}",House,110,2007-09-04,Microloan Amendments and Modernization Act,G000210,Yes,"On Motion to Suspend the Rules and Pass, as Amended",Passed,848,1,19:27:00,"{u'not_voting': 42, u'yes': 385, u'present': 0, u'no': 5}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/848.json,hr3020,C000266,https://api.propublica.org/congress/v1/110/bills/hr3020.json
{},"{u'title': u'To establish a digital and wireless network technology program, and for other purposes.', u'number': u'H R 694', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr694.json', u'latest_action': u'Referred to Senate committee. Status: Read twice and referred to the Committee on Commerce, Science, and Transportation.', u'sponsor_id': u'T000326', u'bill_id': u'hr694-110'}",House,110,2007-09-04,Minority Serving Institution Digital and Wireless Technology Opportunity Act,G000210,Yes,"On Motion to Suspend the Rules and Pass, as Amended",Passed,847,1,19:13:00,"{u'not_voting': 42, u'yes': 331, u'present': 0, u'no': 59}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/847.json,hr694,T000326,https://api.propublica.org/congress/v1/110/bills/hr694.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.', u'number': u'H R 3222', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr3222.json', u'latest_action': u'Became Public Law No: 110-116', u'sponsor_id': u'M001120', u'bill_id': u'hr3222-110'}",House,110,2007-08-05,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.",G000210,Yes,On Passage,Passed,846,1,01:11:00,"{u'not_voting': 24, u'yes': 395, u'present': 0, u'no': 13}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/846.json,hr3222,M001120,https://api.propublica.org/congress/v1/110/bills/hr3222.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.', u'number': u'H R 3222', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr3222.json', u'latest_action': u'Became Public Law No: 110-116', u'sponsor_id': u'M001120', u'bill_id': u'hr3222-110'}",House,110,2007-08-05,Flake of Arizona Amendment (Sixth),G000210,Yes,On Agreeing to the Amendment,Failed,845,1,00:54:00,"{u'not_voting': 27, u'yes': 109, u'present': 0, u'no': 301}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/845.json,hr3222,M001120,https://api.propublica.org/congress/v1/110/bills/hr3222.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.', u'number': u'H R 3222', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr3222.json', u'latest_action': u'Became Public Law No: 110-116', u'sponsor_id': u'M001120', u'bill_id': u'hr3222-110'}",House,110,2007-08-05,Flake of Arizona Amendment (Fifth),G000210,No,On Agreeing to the Amendment,Failed,844,1,00:50:00,"{u'not_voting': 27, u'yes': 57, u'present': 0, u'no': 353}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/844.json,hr3222,M001120,https://api.propublica.org/congress/v1/110/bills/hr3222.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.', u'number': u'H R 3222', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr3222.json', u'latest_action': u'Became Public Law No: 110-116', u'sponsor_id': u'M001120', u'bill_id': u'hr3222-110'}",House,110,2007-08-05,Flake of Arizona Amendment (Fourth),G000210,No,On Agreeing to the Amendment,Failed,843,1,00:45:00,"{u'not_voting': 27, u'yes': 98, u'present': 0, u'no': 312}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/843.json,hr3222,M001120,https://api.propublica.org/congress/v1/110/bills/hr3222.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.', u'number': u'H R 3222', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr3222.json', u'latest_action': u'Became Public Law No: 110-116', u'sponsor_id': u'M001120', u'bill_id': u'hr3222-110'}",House,110,2007-08-05,Campbell of California Amendment #18,G000210,No,On Agreeing to the Amendment,Failed,842,1,00:42:00,"{u'not_voting': 29, u'yes': 91, u'present': 0, u'no': 317}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/842.json,hr3222,M001120,https://api.propublica.org/congress/v1/110/bills/hr3222.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.', u'number': u'H R 3222', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr3222.json', u'latest_action': u'Became Public Law No: 110-116', u'sponsor_id': u'M001120', u'bill_id': u'hr3222-110'}",House,110,2007-08-05,Walberg of Michigan Amendment,G000210,Yes,On Agreeing to the Amendment,Failed,841,1,00:39:00,"{u'not_voting': 27, u'yes': 126, u'present': 0, u'no': 284}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/841.json,hr3222,M001120,https://api.propublica.org/congress/v1/110/bills/hr3222.json
{},"{u'title': u'Making appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.', u'number': u'H R 3222', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr3222.json', u'latest_action': u'Became Public Law No: 110-116', u'sponsor_id': u'M001120', u'bill_id': u'hr3222-110'}",House,110,2007-08-05,Franks of Arizona Amendment,G000210,No,On Agreeing to the Amendment,Failed,840,1,00:35:00,"{u'not_voting': 27, u'yes': 161, u'present': 0, u'no': 249}",https://api.propublica.org/congress/v1/110/house/sessions/1/votes/840.json,hr3222,M001120,https://api.propublica.org/congress/v1/110/bills/hr3222.json
