amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{u'number': u'S.Amdt. 366'},"{u'api_uri': None, u'title': None, u'number': u'S..3', u'bill_id': u's.3-103', u'latest_action': None}",Senate,103,1993-06-10,motion to invoke cloture on amdt no.366 to s.3; In the nature of a substitute.,K000333,Yes,On the Cloture Motion ,Rejected,146,1,18:45:00,"{u'not_voting': 6, u'yes': 53, u'present': 0, u'no': 41}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/146.json,s.3,NA,NA
{u'number': u'S.Amdt. 403'},"{u'api_uri': None, u'title': None, u'number': u'S..3', u'bill_id': u's.3-103', u'latest_action': None}",Senate,103,1993-06-10,"motion to table nickles amdt no.403; To limit the total amount of the subsidy that an eligible Senate candidate may receive to $1,000,000.",K000333,Yes,On the Motion to Table ,Agreed to,145,1,13:40:00,"{u'not_voting': 7, u'yes': 51, u'present': 0, u'no': 42}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/145.json,s.3,NA,NA
{u'number': u'S.Amdt. 401'},"{u'api_uri': None, u'title': None, u'number': u'S..3', u'bill_id': u's.3-103', u'latest_action': None}",Senate,103,1993-06-10,mccain amdt no.401; To limit the amount in which loans made to a campaign by a candidate and members of the candidate&#39;s family may be paid.,K000333,Not Voting,On the Amendment ,Rejected,144,1,11:25:00,"{u'not_voting': 7, u'yes': 44, u'present': 0, u'no': 49}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/144.json,s.3,NA,NA
{u'number': u'S.Amdt. 401'},"{u'api_uri': None, u'title': None, u'number': u'S..3', u'bill_id': u's.3-103', u'latest_action': None}",Senate,103,1993-06-10,kempthorne amdt no.402; To limit the amount in which loans made to a campaign by a candidate and members of the candidate&#39;s family may be paid.,K000333,Yes,On the Amendment ,Agreed to,143,1,10:54:00,"{u'not_voting': 8, u'yes': 92, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/143.json,s.3,NA,NA
{u'number': u'S.Amdt. 400'},"{u'api_uri': None, u'title': None, u'number': u'S..3', u'bill_id': u's.3-103', u'latest_action': None}",Senate,103,1993-06-09,motion to table mcconnell amdt no.400; To strike the exclusion of legal and accounting compliance funds from the general election expenditure limit.,K000333,Yes,On the Motion to Table ,Agreed to,142,1,17:00:00,"{u'not_voting': 9, u'yes': 47, u'present': 0, u'no': 44}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/142.json,s.3,NA,NA
{u'number': u'S.Amdt. 399'},"{u'api_uri': None, u'title': None, u'number': u'S..3', u'bill_id': u's.3-103', u'latest_action': None}",Senate,103,1993-06-09,motion to table bennett amdt no.399; To limit the availability of public funding to challengers who have not received benefits under this title for more than 2 previous general elections.,K000333,Yes,On the Motion to Table ,Agreed to,141,1,15:48:00,"{u'not_voting': 7, u'yes': 53, u'present': 0, u'no': 40}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/141.json,s.3,NA,NA
{u'number': u'S.Amdt. 397'},"{u'api_uri': None, u'title': None, u'number': u'S..3', u'bill_id': u's.3-103', u'latest_action': None}",Senate,103,1993-06-09,motion to table mcconnell amdt no.397; To require disclosure of communications paid with taxpayer funds.,K000333,Not Voting,On the Motion to Table ,Agreed to,140,1,14:06:00,"{u'not_voting': 8, u'yes': 47, u'present': 0, u'no': 45}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/140.json,s.3,NA,NA
{u'number': u'S.Amdt. 139'},"{u'api_uri': None, u'title': None, u'number': u'S..460', u'bill_id': u's.460-103', u'latest_action': None}",Senate,103,1993-06-09,motion to table bennett amdt no.398; No Statement of Purpose on File.,K000333,Not Voting,On the Motion to Table ,Agreed to,139,1,13:44:00,"{u'not_voting': 10, u'yes': 47, u'present': 0, u'no': 43}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/139.json,s.460,NA,NA
{u'number': u'S.Amdt. 394'},"{u'api_uri': None, u'title': None, u'number': u'S..3', u'bill_id': u's.3-103', u'latest_action': None}",Senate,103,1993-06-08,motion to table boren amdt no.394; To provide that revenues derived from the disallowance of tax deductions for lobbying expenses shall be used to reduce the deficit and to reduce ...,K000333,Not Voting,On the Motion to Table ,Rejected,138,1,17:56:00,"{u'not_voting': 10, u'yes': 43, u'present': 0, u'no': 47}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/138.json,s.3,NA,NA
{u'number': u'S.Amdt. 392'},"{u'api_uri': None, u'title': None, u'number': u'S..3', u'bill_id': u's.3-103', u'latest_action': None}",Senate,103,1993-06-08,mccain amdt no.392; To change the effective date of the Act.,K000333,Yes,On the Amendment ,Agreed to,137,1,16:42:00,"{u'not_voting': 8, u'yes': 85, u'present': 0, u'no': 7}",https://api.propublica.org/congress/v1/103/senate/sessions/1/votes/137.json,s.3,NA,NA
