api_uri,begin_date,district,end_date,first_name,id,last_name,middle_name,note,party,state,status,session
https://api.propublica.org/congress/v1/members/E000092.json,2009-01-06,3,2011-01-03,Vernon,E000092,Ehlers,J.,"Announced retirement on Feb. 10, 2010.",R,MI,Retiring,111
https://api.propublica.org/congress/v1/members/A000364.json,2009-01-06,3,2011-01-03,John,A000364,Adler,,,D,NJ,Defeated in general election,111
https://api.propublica.org/congress/v1/members/P000600.json,2009-01-06,5,2011-01-03,Tom,P000600,Perriello,,,D,VA,Defeated in general election,111
https://api.propublica.org/congress/v1/members/S001170.json,2009-01-06,1,2011-01-03,Carol,S001170,Shea-Porter,,,D,NH,Defeated in general election,111
https://api.propublica.org/congress/v1/members/B001235.json,2009-01-06,1,2011-01-03,Henry,B001235,Brown Jr.,E.,,R,SC,Retiring,111
https://api.propublica.org/congress/v1/members/M001120.json,2009-01-06,12,2010-02-08,John,M001120,Murtha,P.,"Died on Feb. 8, 2010",D,PA,Left Congress,111
https://api.propublica.org/congress/v1/members/C001074.json,2009-01-06,1,2011-01-03,Travis,C001074,Childers,W.,,D,MS,Defeated in general election,111
https://api.propublica.org/congress/v1/members/B001264.json,2009-01-06,2,2011-01-03,Bobby,B001264,Bright,,,D,AL,Defeated in general election,111
https://api.propublica.org/congress/v1/members/R000004.json,2009-01-06,19,2011-01-03,George,R000004,Radanovich,P.,,R,CA,Retiring,111
https://api.propublica.org/congress/v1/members/K000008.json,2009-01-06,11,2011-01-03,Paul,K000008,Kanjorski,E.,,D,PA,Defeated in general election,111
https://api.propublica.org/congress/v1/members/H001039.json,2009-01-06,19,2011-01-03,John,H001039,Hall,,,D,NY,Defeated in general election,111
https://api.propublica.org/congress/v1/members/D000608.json,2009-01-06,3,2011-01-03,Kathy,D000608,Dahlkemper,,,D,PA,Defeated in general election,111
https://api.propublica.org/congress/v1/members/B000716.json,2009-01-06,2,2011-01-03,Allen,B000716,Boyd,,,D,FL,Defeated in general election,111
https://api.propublica.org/congress/v1/members/W000801.json,2009-01-06,6,2011-01-03,Charlie,W000801,Wilson,,,D,OH,Defeated in general election,111
https://api.propublica.org/congress/v1/members/D000599.json,2009-01-06,4,2011-01-03,Lincoln,D000599,Davis,,,D,TN,Defeated in general election,111
https://api.propublica.org/congress/v1/members/O000107.json,2009-01-06,27,2011-01-03,Solomon,O000107,Ortiz,P.,,D,TX,Defeated in general election,111
https://api.propublica.org/congress/v1/members/H001044.json,2009-01-06,11,2011-01-03,Debbie,H001044,Halvorson,,,D,IL,Defeated in general election,111
https://api.propublica.org/congress/v1/members/S001143.json,2009-01-06,3,2010-05-21,Mark,S001143,Souder,,Resigned from office.,R,IN,Retiring,111
https://api.propublica.org/congress/v1/members/M000472.json,2009-01-06,23,2009-09-21,John,M000472,McHugh,M.,Nominated to be Secretary of the Army,R,NY,Appointed to federal post,111
https://api.propublica.org/congress/v1/members/M001178.json,2009-04-29,20,2011-01-03,Scott,M001178,Murphy,,elected to replace Rep. Kirsten Gillibrand,D,NY,Defeated in general election,111
https://api.propublica.org/congress/v1/members/G000557.json,2009-01-06,5,2009-12-22,Parker,G000557,Griffith,,Switched parties to Republican,D,AL,Defeated in primary election,111
https://api.propublica.org/congress/v1/members/R000568.json,2009-01-06,23,2011-01-03,Ciro,R000568,Rodriguez,D.,,D,TX,Defeated in general election,111
https://api.propublica.org/congress/v1/members/K000113.json,2009-01-06,1,2011-01-03,Patrick,K000113,Kennedy,J.,"Announced retirement on Feb. 12, 2010",D,RI,Retiring,111
https://api.propublica.org/congress/v1/members/E000226.json,2009-01-06,2,2011-01-03,Bob,E000226,Etheridge,,Lost in general election.,D,NC,Defeated in general election,111
https://api.propublica.org/congress/v1/members/T000466.json,2009-01-06,2,2011-01-03,Harry,T000466,Teague,,,D,NM,Defeated in general election,111
https://api.propublica.org/congress/v1/members/K000372.json,2009-01-06,15,2011-01-03,Mary Jo,K000372,Kilroy,,,D,OH,Defeated in general election,111
