api_uri,begin_date,end_date,first_name,id,last_name,middle_name,note,party,state,status,session
https://api.propublica.org/congress/v1/members/T000457.json,2001-01-03,2003-01-03,Fred,T000457,Thompson,,,R,TN,Retiring,107
https://api.propublica.org/congress/v1/members/B001237.json,2002-11-05,2003-01-03,Dean,B001237,Barkley,,,I,MN,Left Congress,107
https://api.propublica.org/congress/v1/members/S000606.json,2001-01-03,2003-01-03,Bob,S000606,Smith,,,R,NH,Defeated in primary election,107
https://api.propublica.org/congress/v1/members/W000288.json,2001-01-03,2002-10-25,Paul,W000288,Wellstone,D.,"Died, 10/25/2002",D,MN,Left Congress,107
https://api.propublica.org/congress/v1/members/C001034.json,2001-01-03,2003-01-03,Max,C001034,Cleland,,,D,GA,Defeated in general election,107
https://api.propublica.org/congress/v1/members/T000254.json,2001-01-03,2003-01-03,Strom,T000254,Thurmond,,,R,SC,Retiring,107
https://api.propublica.org/congress/v1/members/C001043.json,2001-01-03,2003-01-03,Jean,C001043,Carnahan,,,D,MO,Defeated in general election,107
https://api.propublica.org/congress/v1/members/T000317.json,2001-01-03,2003-01-03,Robert,T000317,Torricelli,G.,Did not seek reelection,D,NJ,Left Congress,107
https://api.propublica.org/congress/v1/members/G000365.json,2001-01-03,2002-11-30,Phil,G000365,Gramm,,Resigned 11/30/2002,R,TX,Left Congress,107
https://api.propublica.org/congress/v1/members/H000463.json,2001-01-03,2003-01-03,Jesse,H000463,Helms,,,R,NC,Retiring,107
https://api.propublica.org/congress/v1/members/H001015.json,2001-01-03,2003-01-03,Tim,H001015,Hutchinson,,,R,AR,Defeated in general election,107
https://api.propublica.org/congress/v1/members/M001085.json,2001-01-03,2003-01-03,Frank,M001085,Murkowski,H.,Elected Governor of AK; replaced by daughter Lisa,R,AK,Elected to state or local post,107
