amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'api_uri': None, u'title': None, u'number': u'PN393', u'bill_id': u'pn393-111', u'latest_action': None}",Senate,111,2010-02-04,"Martha N. Johnson, of Maryland, to be Administrator of General Services",K000374,"{u'nomination_id': u'PN393-111', u'agency': u'', u'number': u'PN393', u'name': u'Martha N. Johnson'}",Yes,On the Nomination,Nomination Confirmed,20,2,15:14:00,"{u'not_voting': 4, u'yes': 94, u'present': 0, u'no': 2}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/20.json,pn393,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN393', u'bill_id': u'pn393-111', u'latest_action': None}",Senate,111,2010-02-04,"Martha N. Johnson, of Maryland, to be Administrator of General Services",K000374,"{u'nomination_id': u'PN393-111', u'agency': u'', u'number': u'PN393', u'name': u'Martha N. Johnson'}",Yes,On the Cloture Motion,Cloture Motion Agreed to,19,2,14:47:00,"{u'not_voting': 2, u'yes': 82, u'present': 0, u'no': 16}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/19.json,pn393,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN319', u'bill_id': u'pn319-111', u'latest_action': None}",Senate,111,2010-02-04,"M. Patricia Smith, of New York, to be Solicitor for the Department of Labor",K000374,"{u'nomination_id': u'PN319-111', u'agency': u'', u'number': u'PN319', u'name': u'M. Patricia Smith'}",Yes,On the Nomination,Nomination Confirmed,18,2,12:32:00,"{u'not_voting': 3, u'yes': 60, u'present': 0, u'no': 37}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/18.json,pn319,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN319', u'bill_id': u'pn319-111', u'latest_action': None}",Senate,111,2010-02-01,"M. Patricia Smith, of New York, to be Solicitor for the Department of Labor",K000374,"{u'nomination_id': u'PN319-111', u'agency': u'', u'number': u'PN319', u'name': u'M. Patricia Smith'}",Yes,On the Cloture Motion,Cloture Motion Agreed to,17,2,17:35:00,"{u'not_voting': 8, u'yes': 60, u'present': 0, u'no': 32}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/17.json,pn319,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN959', u'bill_id': u'pn959-111', u'latest_action': None}",Senate,111,2010-01-28,"Ben S. Bernanke, of New Jersey, to be Chairman of the Board of Governors of the Federal Reserve System for a term of four years",K000374,"{u'nomination_id': u'PN959-111', u'agency': u'', u'number': u'PN959', u'name': u'Ben S. Bernanke'}",Yes,On the Nomination,Nomination Confirmed,16,2,15:45:00,"{u'not_voting': 0, u'yes': 70, u'present': 0, u'no': 30}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/16.json,pn959,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN959', u'bill_id': u'pn959-111', u'latest_action': None}",Senate,111,2010-01-28,"Ben S. Bernanke, of New Jersey, to be Chairman of the Board of Governors of the Federal Reserve System for a term of four years",K000374,"{u'nomination_id': u'PN959-111', u'agency': u'', u'number': u'PN959', u'name': u'Ben S. Bernanke'}",Yes,On the Cloture Motion,Cloture Motion Agreed to,15,2,15:21:00,"{u'not_voting': 0, u'yes': 77, u'present': 0, u'no': 23}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/15.json,pn959,NA,NA
{},"{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-28,"Resolved, That the resolution from the House of Representatives ",K000374,,Yes,On the Joint Resolution,Joint Resolution Passed,14,2,12:21:00,"{u'not_voting': 1, u'yes': 60, u'present': 0, u'no': 39}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/14.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3299.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/R000146.json', u'number': u'S.Amdt. 3299', u'sponsor_party': u'D', u'sponsor': u'Harry Reid', u'sponsor_id': u'R000146', u'sponsor_state': u'Nev.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-28,"Resolved, That the resolution from the House of Representatives ",K000374,,Yes,On the Amendment,Amendment Agreed to,13,2,12:03:00,"{u'not_voting': 0, u'yes': 60, u'present': 0, u'no': 40}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/13.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3305.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/R000146.json', u'number': u'S.Amdt. 3305 to S.Amdt. 3299', u'sponsor_party': u'D', u'sponsor': u'Harry Reid', u'sponsor_id': u'R000146', u'sponsor_state': u'Nev.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-28,"Resolved, That the resolution from the House of Representatives ",K000374,,Yes,On the Amendment,Amendment Agreed to,12,2,11:41:00,"{u'not_voting': 0, u'yes': 60, u'present': 0, u'no': 40}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/12.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3308.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/S001141.json', u'number': u'S.Amdt. 3308 to S.Amdt. 3299', u'sponsor_party': u'R', u'sponsor': u'Jeff Sessions', u'sponsor_id': u'S001141', u'sponsor_state': u'Ala.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-28,"Resolved, That the resolution from the House of Representatives ",K000374,,No,On the Amendment,Amendment Rejected,11,2,11:15:00,"{u'not_voting': 0, u'yes': 56, u'present': 0, u'no': 44}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/11.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
