amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3309.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/B000953.json', u'number': u'S.Amdt. 3309 to S.Amdt. 3299', u'sponsor_party': u'R', u'sponsor': u'Sam Brownback', u'sponsor_id': u'B000953', u'sponsor_state': u'Kan.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-28,"Resolved, That the resolution from the House of Representatives ",K000374,,No,On the Amendment,Amendment Rejected,10,2,10:44:00,"{u'not_voting': 0, u'yes': 51, u'present': 0, u'no': 49}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/10.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3303.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/C000560.json', u'number': u'S.Amdt. 3303 to S.Amdt. 3299', u'sponsor_party': u'R', u'sponsor': u'Tom Coburn', u'sponsor_id': u'C000560', u'sponsor_state': u'Okla.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-26,"Resolved, That the resolution from the House of Representatives ",K000374,,No,On the Amendment,Amendment Rejected,9,2,20:31:00,"{u'not_voting': 6, u'yes': 37, u'present': 0, u'no': 57}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/9.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3303.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/C000560.json', u'number': u'S.Amdt. 3303 to S.Amdt. 3299', u'sponsor_party': u'R', u'sponsor': u'Tom Coburn', u'sponsor_id': u'C000560', u'sponsor_state': u'Okla.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-26,"Resolved, That the resolution from the House of Representatives ",K000374,,No,On the Amendment,Amendment Rejected,8,2,20:12:00,"{u'not_voting': 6, u'yes': 33, u'present': 0, u'no': 61}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/8.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3303.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/C000560.json', u'number': u'S.Amdt. 3303 to S.Amdt. 3299', u'sponsor_party': u'R', u'sponsor': u'Tom Coburn', u'sponsor_id': u'C000560', u'sponsor_state': u'Okla.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-26,"Resolved, That the resolution from the House of Representatives ",K000374,,No,On the Amendment,Amendment Rejected,7,2,19:50:00,"{u'not_voting': 6, u'yes': 46, u'present': 0, u'no': 48}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/7.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3303.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/C000560.json', u'number': u'S.Amdt. 3303 to S.Amdt. 3299', u'sponsor_party': u'R', u'sponsor': u'Tom Coburn', u'sponsor_id': u'C000560', u'sponsor_state': u'Okla.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-26,"Resolved, That the resolution from the House of Representatives ",K000374,,Yes,On the Amendment,Amendment Agreed to,6,2,19:22:00,"{u'not_voting': 6, u'yes': 94, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/6.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3302.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/C000705.json', u'number': u'S.Amdt. 3302 to S.Amdt. 3299', u'sponsor_party': u'D', u'sponsor': u'Kent Conrad', u'sponsor_id': u'C000705', u'sponsor_state': u'N.D.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-26,"Resolved, That the resolution from the House of Representatives ",K000374,,No,On the Amendment,Amendment Rejected,5,2,12:00:00,"{u'not_voting': 1, u'yes': 53, u'present': 0, u'no': 46}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/5.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3300.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/B000243.json', u'number': u'S.Amdt. 3300 to S.Amdt. 3299', u'sponsor_party': u'D', u'sponsor': u'Max Baucus', u'sponsor_id': u'B000243', u'sponsor_state': u'Mont.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-26,"Resolved, That the resolution from the House of Representatives ",K000374,,Yes,On the Amendment,Amendment Agreed to,4,2,11:30:00,"{u'not_voting': 3, u'yes': 97, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/4.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
{},"{u'api_uri': None, u'title': None, u'number': u'PN1077', u'bill_id': u'pn1077-111', u'latest_action': None}",Senate,111,2010-01-25,"Rosanna Malouf Peterson, of Washington, to be United States District Judge for the Eastern District of Washington",K000374,"{u'nomination_id': u'PN1077-111', u'agency': u'', u'number': u'PN1077', u'name': u'Rosanna Malouf Peterson'}",Yes,On the Nomination,Nomination Confirmed,3,2,18:06:00,"{u'not_voting': 11, u'yes': 89, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/3.json,pn1077,NA,NA
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt3301.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/T000250.json', u'number': u'S.Amdt. 3301 to S.Amdt. 3299', u'sponsor_party': u'R', u'sponsor': u'John Thune', u'sponsor_id': u'T000250', u'sponsor_state': u'S.D.'}","{u'title': u'Increasing the statutory limit on the public debt.', u'number': u'H.J.Res. 45', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hjres45.json', u'latest_action': u'Became Public Law No: 111-139', u'sponsor_id': u'', u'bill_id': u'hjres45-111'}",Senate,111,2010-01-21,"Resolved, That the resolution from the House of Representatives ",K000374,,No,On the Amendment,Amendment Rejected,2,2,15:16:00,"{u'not_voting': 2, u'yes': 53, u'present': 0, u'no': 45}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/2.json,hjres45,,https://api.propublica.org/congress/v1/111/bills/hjres45.json
{},"{u'api_uri': None, u'title': None, u'number': u'PN635', u'bill_id': u'pn635-111', u'latest_action': None}",Senate,111,2010-01-20,"Beverly Baldwin Martin, of Georgia, to be United States Circuit Judge for the Eleventh Circuit",K000374,"{u'nomination_id': u'PN635-111', u'agency': u'', u'number': u'PN635', u'name': u'Beverly Baldwin Martin'}",Yes,On the Nomination,Nomination Confirmed,1,2,12:01:00,"{u'not_voting': 3, u'yes': 97, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/1.json,pn635,NA,NA
