amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes.', u'number': u'H.R.325', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr325.json', u'latest_action': u'Became Public Law No: 113-3.', u'sponsor_id': u'C000071', u'bill_id': u'hr325-113'}",Senate,113,2013-01-31,"A bill to ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes.",K000148,,Not Voting,On Passage of the Bill H.R. 325,Bill Passed,11,1,15:37:00,"{u'not_voting': 2, u'yes': 64, u'present': 0, u'no': 34}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/11.json,hr325,C000071,https://api.propublica.org/congress/v1/113/bills/hr325.json
{},"{u'title': u'To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes.', u'number': u'H.R.325', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr325.json', u'latest_action': u'Became Public Law No: 113-3.', u'sponsor_id': u'C000071', u'bill_id': u'hr325-113'}",Senate,113,2013-01-31,"A bill to ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes.",K000148,,Not Voting,On the Motion to Table H.R. 325,Motion to Table Agreed to,10,1,15:21:00,"{u'not_voting': 2, u'yes': 53, u'present': 0, u'no': 45}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/10.json,hr325,C000071,https://api.propublica.org/congress/v1/113/bills/hr325.json
{u'number': u'S.Amdt. 9'},"{u'title': u'To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes.', u'number': u'H.R. 325', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr325.json', u'latest_action': u'Became Public Law No: 113-3.', u'sponsor_id': u'C000071', u'bill_id': u'hr325-113'}",Senate,113,2013-01-31,"To prohibit the sale, lease, transfer, retransfer, or delivery of F-16 aircraft, M1 tanks, or certain other defense articles or services to the Government of Egypt.",K000148,,Not Voting,On the Motion to Table S.Amdt. 9 to H.R. 325 (No short title on file),Motion to Table Agreed to,9,1,15:03:00,"{u'not_voting': 2, u'yes': 79, u'present': 0, u'no': 19}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/9.json,hr325,C000071,https://api.propublica.org/congress/v1/113/bills/hr325.json
{u'number': u'S.Amdt. 8'},"{u'title': u'To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes.', u'number': u'H.R. 325', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr325.json', u'latest_action': u'Became Public Law No: 113-3.', u'sponsor_id': u'C000071', u'bill_id': u'hr325-113'}",Senate,113,2013-01-31,To protect Social Security benefits and military pay and require that the United States Government prioritize all obligations on the debt held by the public in the event that the ...,K000148,,Not Voting,On the Motion to Table S.Amdt. 8 to H.R. 325 (No short title on file),Motion to Table Agreed to,8,1,14:44:00,"{u'not_voting': 2, u'yes': 53, u'present': 0, u'no': 45}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/8.json,hr325,C000071,https://api.propublica.org/congress/v1/113/bills/hr325.json
{u'number': u'S.Amdt. 7'},"{u'title': u'To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes.', u'number': u'H.R. 325', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr325.json', u'latest_action': u'Became Public Law No: 113-3.', u'sponsor_id': u'C000071', u'bill_id': u'hr325-113'}",Senate,113,2013-01-31,"To amend title 31, United States Code, to provide for automatic continuing resolutions.",K000148,,Not Voting,On the Motion to Table S.Amdt. 7 to H.R. 325 (No short title on file),Motion to Table Agreed to,7,1,14:18:00,"{u'not_voting': 2, u'yes': 52, u'present': 0, u'no': 46}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/7.json,hr325,C000071,https://api.propublica.org/congress/v1/113/bills/hr325.json
{u'number': u'S.Amdt. 6'},"{u'title': u'To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes.', u'number': u'H.R. 325', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr325.json', u'latest_action': u'Became Public Law No: 113-3.', u'sponsor_id': u'C000071', u'bill_id': u'hr325-113'}",Senate,113,2013-01-31,To require that any debt limit increase be balanced by equal spending cuts over the next decade.,K000148,,Not Voting,On the Motion to Table S.Amdt. 6 to H.R. 325 (No short title on file),Motion to Table Agreed to,6,1,12:19:00,"{u'not_voting': 2, u'yes': 54, u'present': 0, u'no': 44}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/6.json,hr325,C000071,https://api.propublica.org/congress/v1/113/bills/hr325.json
{},"{u'api_uri': None, u'title': None, u'number': u'PN42', u'bill_id': u'pn42-113', u'latest_action': None}",Senate,113,2013-01-29,"John Forbes Kerry, of Massachusetts, to be Secretary of State",K000148,"{u'nomination_id': u'PN42-113', u'agency': u'', u'number': u'PN42', u'name': u''}",Present,On the Nomination PN42,Nomination Confirmed,5,1,16:05:00,"{u'not_voting': 2, u'yes': 94, u'present': 1, u'no': 3}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/5.json,pn42,NA,NA
{},"{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H.R.152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",Senate,113,2013-01-28,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",K000148,,Yes,On Passage of the Bill H.R. 152,Bill Passed,4,1,18:09:00,"{u'not_voting': 2, u'yes': 62, u'present': 0, u'no': 36}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/4.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/113/amendments/samdt4.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/L000577.json', u'number': u'S.Amdt. 4', u'sponsor_party': u'R', u'sponsor': u'Mike Lee', u'sponsor_id': u'L000577', u'sponsor_state': u'Utah'}","{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H.R. 152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",Senate,113,2013-01-28,To offset the cost of the bill with rescissions and discretionary cap reductions.,K000148,,No,"On the Amendment S.Amdt. 4 to H.R. 152 (Disaster Relief Appropriations Act, 2013)",Amendment Rejected,3,1,17:39:00,"{u'not_voting': 3, u'yes': 35, u'present': 0, u'no': 62}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/3.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
{},"{u'title': u'A resolution amending the Standing Rules of the Senate.', u'number': u'S.Res.16', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/sres16.json', u'latest_action': u'Resolution agreed to in Senate without amendment by Yea-Nay Vote. 86 - 9. Record Vote Number: 2. (text: CR S274)', u'sponsor_id': u'R000146', u'bill_id': u'sres16-113'}",Senate,113,2013-01-24,A resolution amending the Standing Rules of the Senate.,K000148,,Yes,On the Resolution S.Res. 16,Resolution Agreed to,2,1,20:20:00,"{u'not_voting': 5, u'yes': 86, u'present': 0, u'no': 9}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/2.json,sres16,R000146,https://api.propublica.org/congress/v1/113/bills/sres16.json
