amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.6', u'bill_id': u'hr6-103', u'latest_action': None}",House,103,1994-03-24,ELEMENTARY AND SECONDARY EDUCATION ACT REAUTHORIZATIONS,N000009,Not Voting,On Passage,Passed,95,2,20:51:00,"{u'not_voting': 16, u'yes': 289, u'present': 0, u'no': 128}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/95.json,hr6,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.6', u'bill_id': u'hr6-103', u'latest_action': None}",House,103,1994-03-24,MICHEL SUBSTITUTE,N000009,Not Voting,On Agreeing to the Amendment,Failed,94,2,20:28:00,"{u'not_voting': 20, u'yes': 173, u'present': 0, u'no': 245}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/94.json,hr6,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.6', u'bill_id': u'hr6-103', u'latest_action': None}",House,103,1994-03-24,MILLER (FL),N000009,Not Voting,On Agreeing to the Amendment,Failed,93,2,18:50:00,"{u'not_voting': 22, u'yes': 181, u'present': 0, u'no': 235}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/93.json,hr6,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.6', u'bill_id': u'hr6-103', u'latest_action': None}",House,103,1994-03-24,HANCOCK AS AMENDED,N000009,Not Voting,ON AGREEING TO THE AMENDMENT,Agreed to,92,2,17:56:00,"{u'not_voting': 17, u'yes': 301, u'present': 0, u'no': 120}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/92.json,hr6,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.6', u'bill_id': u'hr6-103', u'latest_action': None}",House,103,1994-03-24,UNSOELD TO HANCOCK,N000009,Not Voting,On Agreeing to the Amendment,Agreed to,91,2,17:45:00,"{u'not_voting': 20, u'yes': 224, u'present': 0, u'no': 194}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/91.json,hr6,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'S.349', u'bill_id': u's349-103', u'latest_action': None}",House,103,1994-03-24,DISCLOSURE OF LOBBYING ACTIVITIES,N000009,Not Voting,"SUSPEND AND PASS AMENDED, AND REQUEST CONFERENCE",Passed,90,2,14:57:00,"{u'not_voting': 9, u'yes': 315, u'present': 0, u'no': 110}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/90.json,s349,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.RES.397', u'bill_id': u'hres397-103', u'latest_action': None}",House,103,1994-03-24,PROVIDING FOR CONSIDERATION OF A CERTAIN MOTION TO SUSPEND THE RULES,N000009,Not Voting,On Agreeing to the Resolution,Passed,89,2,13:36:00,"{u'not_voting': 10, u'yes': 221, u'present': 0, u'no': 202}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/89.json,hres397,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.3345', u'bill_id': u'hr3345-103', u'latest_action': None}",House,103,1994-03-23,WORKFORCE RESTRUCTURING ACT,N000009,Not Voting,RECOMMIT CONFERENCE REPORT WITH INSTRUCTIONS,Failed,88,2,18:57:00,"{u'not_voting': 6, u'yes': 166, u'present': 0, u'no': 261}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/88.json,hr3345,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.RES.388', u'bill_id': u'hres388-103', u'latest_action': None}",House,103,1994-03-23,WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT ON H.R. 3345; FEDERAL WORKFORCE RESTRUCTURING ACT,N000009,Not Voting,On Agreeing to the Resolution,Passed,87,2,17:22:00,"{u'not_voting': 10, u'yes': 253, u'present': 0, u'no': 170}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/87.json,hres388,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.1804', u'bill_id': u'hr1804-103', u'latest_action': None}",House,103,1994-03-23,GOALS 2000: EDUCATE AMERICA ACT,N000009,Not Voting,On Agreeing to the Conference Report,Passed,86,2,16:38:00,"{u'not_voting': 6, u'yes': 306, u'present': 0, u'no': 121}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/86.json,hr1804,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.1804', u'bill_id': u'hr1804-103', u'latest_action': None}",House,103,1994-03-23,GOALS 2000: EDUCATE AMERICA ACT,N000009,Not Voting,RECOMMIT CONFERENCE REPORT WITH INSTRUCTIONS,Failed,85,2,16:29:00,"{u'not_voting': 6, u'yes': 195, u'present': 0, u'no': 232}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/85.json,hr1804,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.RES.395', u'bill_id': u'hres395-103', u'latest_action': None}",House,103,1994-03-23,PROVIDING FOR THE CONSIDERATION OF H.R. 4092; TO CONTROL AND PREVENT CRIME,N000009,Not Voting,On Agreeing to the Resolution,Passed,84,2,13:22:00,"{u'not_voting': 18, u'yes': 240, u'present': 0, u'no': 175}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/84.json,hres395,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'MOTION', u'bill_id': u'motion-103', u'latest_action': None}",House,103,1994-03-23,,N000009,Not Voting,On Approving the Journal,Passed,83,2,11:25:00,"{u'not_voting': 36, u'yes': 244, u'present': 0, u'no': 153}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/83.json,motion,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.4034', u'bill_id': u'hr4034-103', u'latest_action': None}",House,103,1994-03-22,URBAN RECREATION AND AT-RISK YOUTH ACT,N000009,Not Voting,"SUSPEND THE RULES AND PASS, AS AMENDED",Passed,82,2,18:16:00,"{u'not_voting': 13, u'yes': 361, u'present': 0, u'no': 59}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/82.json,hr4034,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.4067', u'bill_id': u'hr4067-103', u'latest_action': None}",House,103,1994-03-22,MULTI-FAMILY HOUSING PROPERTY DISPOSAL REFORM ACT,N000009,Not Voting,"SUSPEND RULES AND PASS, AS AMENDED",Passed,81,2,18:05:00,"{u'not_voting': 11, u'yes': 413, u'present': 0, u'no': 9}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/81.json,hr4067,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.RES.369', u'bill_id': u'hres369-103', u'latest_action': None}",House,103,1994-03-22,COMMITTEE FUNDING RESOLUTION,N000009,Not Voting,On Agreeing to the Resolution,Passed,80,2,17:45:00,"{u'not_voting': 11, u'yes': 250, u'present': 0, u'no': 172}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/80.json,hres369,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.RES.369', u'bill_id': u'hres369-103', u'latest_action': None}",House,103,1994-03-22,COMMITTEE FUNDING RESOLUTION,N000009,Not Voting,On Motion to Recommit with Instructions,Failed,79,2,17:37:00,"{u'not_voting': 10, u'yes': 172, u'present': 0, u'no': 251}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/79.json,hres369,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.RES.394', u'bill_id': u'hres394-103', u'latest_action': None}",House,103,1994-03-22,EXPRESSING CONGRESSIONAL OBLIGATION TO INVESTIGATE MATTERS BEFORE THE GOVERNMENT,N000009,Not Voting,SUSPEND THE RULES AND AGREE,Passed,78,2,16:17:00,"{u'not_voting': 10, u'yes': 408, u'present': 0, u'no': 15}",https://api.propublica.org/congress/v1/103/house/sessions/2/votes/78.json,hres394,NA,NA
