api_uri,begin_date,end_date,first_name,id,last_name,middle_name,note,party,state,status,session
https://api.propublica.org/congress/v1/members/I000025.json,2011-01-04,2012-12-17,Daniel,I000025,Inouye,K.,"Died on Dec. 17, 2012.",D,HI,Left Congress,112
https://api.propublica.org/congress/v1/members/D000595.json,2011-01-04,2013-01-03,Jim,D000595,DeMint,,Accepted job as President of The Heritage Foundation.,R,SC,Left Congress,112
https://api.propublica.org/congress/v1/members/B001268.json,2011-01-04,2013-01-03,Scott,B001268,Brown,,Defeated for reelection.,R,MA,Defeated in general election,112
https://api.propublica.org/congress/v1/members/L000504.json,2011-01-04,2013-01-03,Richard,L000504,Lugar,G.,"Defeated in Republican primary on May 8, 2012.",R,IN,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/S000663.json,2011-01-04,2013-01-03,Olympia,S000663,Snowe,J.,"Announced retirement on Feb. 28, 2012.",R,ME,Retiring,112
https://api.propublica.org/congress/v1/members/N000180.json,2011-01-04,2013-01-03,Ben,N000180,Nelson,,"Announced retirement on Dec. 27, 2011.",D,NE,Retiring,112
https://api.propublica.org/congress/v1/members/K000305.json,2011-01-04,2013-01-03,Herb,K000305,Kohl,,"Announced retirement on May 13, 2011.",D,WI,Retiring,112
https://api.propublica.org/congress/v1/members/E000194.json,2011-01-04,2011-05-03,John,E000194,Ensign,,"Resigned effective May 3, 2011.",R,NV,Left Congress,112
https://api.propublica.org/congress/v1/members/A000069.json,2011-01-04,2013-01-03,Daniel,A000069,Akaka,K.,"Announced retirement on March 2, 2011.",D,HI,Retiring,112
https://api.propublica.org/congress/v1/members/B000468.json,2011-01-04,2013-01-03,Jeff,B000468,Bingaman,,"Announced retirement on Feb. 18, 2011.",D,NM,Retiring,112
https://api.propublica.org/congress/v1/members/K000352.json,2011-01-04,2013-01-03,Jon,K000352,Kyl,,"Announced retirement on Feb. 10, 2011.",R,AZ,Retiring,112
https://api.propublica.org/congress/v1/members/W000803.json,2011-01-04,2013-01-03,Jim,W000803,Webb,,"Announced retirement on Feb. 9, 2011.",D,VA,Retiring,112
https://api.propublica.org/congress/v1/members/L000304.json,2011-01-04,2013-01-03,Joseph,L000304,Lieberman,I.,"Announced retirement on Jan. 19, 2011.",I,CT,Retiring,112
https://api.propublica.org/congress/v1/members/C000705.json,2011-01-04,2013-01-03,Kent,C000705,Conrad,,"Announced retirement on Jan. 18, 2011.",D,ND,Retiring,112
https://api.propublica.org/congress/v1/members/H001016.json,2011-01-04,2013-01-03,Kay,H001016,Hutchison,Bailey,"Announced retirement on Jan. 13, 2011.",R,TX,Retiring,112
