amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{u'number': u''},"{u'api_uri': None, u'title': None, u'number': u'S..1956', u'bill_id': u's.1956-104', u'latest_action': None}",Senate,104,1996-07-23,"motion to waive cba re: section 2104, pg 310, ln 21 Personal Responsibility, Work Opportunity and Medicaid Restructuring Act of 1996",P000009,Yes,On the Motion ,Agreed to,230,2,16:57:00,"{u'not_voting': 1, u'yes': 67, u'present': 0, u'no': 32}",https://api.propublica.org/congress/v1/104/senate/sessions/2/votes/230.json,s.1956,NA,NA
{u'number': u''},"{u'api_uri': None, u'title': None, u'number': u'S..1956', u'bill_id': u's.1956-104', u'latest_action': None}",Senate,104,1996-07-23,"motion to waive cba re: language on pg 240, ln 17 Personal Responsibility, Work Opportunity and Medicaid Restructuring Act of 1996",P000009,Yes,On the Motion ,Rejected,229,2,16:34:00,"{u'not_voting': 1, u'yes': 42, u'present': 0, u'no': 57}",https://api.propublica.org/congress/v1/104/senate/sessions/2/votes/229.json,s.1956,NA,NA
{u'number': u'S.Amdt. 4058'},"{u'api_uri': None, u'title': None, u'number': u'S..1745', u'bill_id': u's.1745-104', u'latest_action': None}",Senate,104,1996-06-19,motion to table bingaman amendment no.4058 as modified; To strike out provisions that predetermine the outcome of an ongoing Department of Defense study on space control and to provide a ...,P000009,Yes,On the Motion to Table,Agreed to,162,2,16:09:00,"{u'not_voting': 2, u'yes': 52, u'present': 0, u'no': 46}",https://api.propublica.org/congress/v1/104/senate/sessions/2/votes/162.json,s.1745,NA,NA
{u'number': u'S.Amdt. 2843'},"{u'api_uri': None, u'title': None, u'number': u'H.R..2076', u'bill_id': u'h.r.2076-104', u'latest_action': None}",Senate,104,1995-09-29,"Kohl Amendment N. 2843; To provide for the evaluation of crime prevention programs, and for other purposes.",P000009,No,On the Amendment ,Agreed to,480,1,19:23:00,"{u'not_voting': 10, u'yes': 49, u'present': 0, u'no': 41}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/480.json,h.r.2076,NA,NA
{u'number': u'S.Amdt. 2842'},"{u'api_uri': None, u'title': None, u'number': u'H.R..2076', u'bill_id': u'h.r.2076-104', u'latest_action': None}",Senate,104,1995-09-29,Gregg Amendment No. 2842; To express the sense of the Senate regarding prior approval to Congress for deployment of United States ground forces in Bosnia and Herzegovina.,P000009,Yes,On the Amendment ,Agreed to,479,1,18:34:00,"{u'not_voting': 4, u'yes': 94, u'present': 0, u'no': 2}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/479.json,h.r.2076,NA,NA
{u'number': u'S.Amdt. 2841'},"{u'api_uri': None, u'title': None, u'number': u'H.R..2076', u'bill_id': u'h.r.2076-104', u'latest_action': None}",Senate,104,1995-09-29,Motion to Table Specter Amendment No. 2841; To protect the reproductive rights of Federal women prisoners.,P000009,No,On the Motion to Table ,Agreed to,478,1,18:06:00,"{u'not_voting': 4, u'yes': 52, u'present': 0, u'no': 44}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/478.json,h.r.2076,NA,NA
{u'number': u'S.Amdt. 2817'},"{u'api_uri': None, u'title': None, u'number': u'H.R..2076', u'bill_id': u'h.r.2076-104', u'latest_action': None}",Senate,104,1995-09-29,Motion to Table Kerrey Amendment No. 2817 As Modified; To decrease the amount of funding for Federal Bureau of Investigation construction and increase the amount of funding for the National ...,P000009,No,On the Motion to Table ,Rejected,477,1,16:25:00,"{u'not_voting': 3, u'yes': 33, u'present': 0, u'no': 64}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/477.json,h.r.2076,NA,NA
{u'number': u'S.Amdt. 2819'},"{u'api_uri': None, u'title': None, u'number': u'H.R..2076', u'bill_id': u'h.r.2076-104', u'latest_action': None}",Senate,104,1995-09-29,motion to table domenici amdt no. 2819; To improve provisions relating to appropriations for legal assistance.,P000009,No,On the Motion to Table ,Rejected,476,1,15:02:00,"{u'not_voting': 1, u'yes': 39, u'present': 0, u'no': 60}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/476.json,h.r.2076,NA,NA
{u'number': u'S.Amdt. 2816'},"{u'api_uri': None, u'title': None, u'number': u'H.R..2076', u'bill_id': u'h.r.2076-104', u'latest_action': None}",Senate,104,1995-09-29,"mccain amdt no 2816, as modified; To ensure competitive bidding for DBS spectrum.",P000009,Yes,On the Amendment ,Agreed to,475,1,10:30:00,"{u'not_voting': 1, u'yes': 98, u'present': 1, u'no': 0}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/475.json,h.r.2076,NA,NA
{u'number': u'S.Amdt. 2815'},"{u'api_uri': None, u'title': None, u'number': u'H.R..2076', u'bill_id': u'h.r.2076-104', u'latest_action': None}",Senate,104,1995-09-29,biden amdt no. 2815; To restore funding for grants to combat violence against women.,P000009,Yes,On the Amendment ,Agreed to,474,1,10:00:00,"{u'not_voting': 1, u'yes': 99, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/474.json,h.r.2076,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'', u'bill_id': u'-104', u'latest_action': None}",Senate,104,1995-09-28,motion to recommit nomination of James L. Dennis to Judiciary Comm,P000009,No,On the Motion to Recommit,Rejected,473,1,15:04:00,"{u'not_voting': 0, u'yes': 46, u'present': 0, u'no': 54}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/473.json,,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R..2127', u'bill_id': u'h.r.2127-104', u'latest_action': None}",Senate,104,1995-09-28,"motion to proceed to consider h.r.2127 per 9-27-95 uc requiring 60; Department of Labor Appropriations Act, 1996 Department of Health and Human Services Appropriations Act, 1996 Department of Education Appropriations ...",P000009,Yes,On the Motion to Proceed,Rejected,472,1,11:22:00,"{u'not_voting': 0, u'yes': 54, u'present': 0, u'no': 46}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/472.json,h.r.2127,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R..2127', u'bill_id': u'h.r.2127-104', u'latest_action': None}",Senate,104,1995-09-28,"motion to proceed to consider h.r.2127 per 9-27-95 uc requiring 60; Department of Labor Appropriations Act, 1996 Department of Health and Human Services Appropriations Act, 1996 Department of Education Appropriations ...",P000009,Yes,On the Motion to Proceed,Rejected,471,1,10:04:00,"{u'not_voting': 0, u'yes': 54, u'present': 0, u'no': 46}",https://api.propublica.org/congress/v1/104/senate/sessions/1/votes/471.json,h.r.2127,NA,NA
