amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'Providing for consideration of the bill (H.R. 2842) to authorize all Bureau of Reclamation conduit facilities for hydropower development under Federal Reclamation law, and for other purposes.', u'number': u'H RES 570', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hres570.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'B001250', u'bill_id': u'hres570-112'}",House,112,2012-03-06,"Providing for consideration of H.R. 2842, the Bureau of Reclamation Small Conduit Hydropower Development and Rural Jobs Act",P000149,Not Voting,On Ordering the Previous Question,Passed,97,2,14:34:00,"{u'not_voting': 24, u'yes': 232, u'present': 0, u'no': 177}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/97.json,hres570,B001250,https://api.propublica.org/congress/v1/112/bills/hres570.json
{},"{u'title': u'To apply the countervailing duty provisions of the Tariff Act of 1930 to nonmarket economy countries, and for other purposes.', u'number': u'H R 4105', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4105.json', u'latest_action': u'Became Public Law No: 112-99', u'sponsor_id': u'C000071', u'bill_id': u'hr4105-112'}",House,112,2012-03-06,"To apply the countervailing duty provisions of the Tariff Act of 1930 to nonmarket economy countries, and for other purposes",P000149,Not Voting,On Motion to Suspend the Rules and Pass,Passed,96,2,14:08:00,"{u'not_voting': 24, u'yes': 370, u'present': 0, u'no': 39}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/96.json,hr4105,C000071,https://api.propublica.org/congress/v1/112/bills/hr4105.json
{},"{u'title': u'To designate the facility of the United States Postal Service located at 401 Old Dixie Highway in Jupiter, Florida, as the &quot;Roy Schallern Rood Post Office Building&quot;.', u'number': u'H R 3637', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr3637.json', u'latest_action': u'Referred to Senate subcommittee. Status: Committee on Homeland Security and Governmental Affairs referred to Subcommittee on Federal Financial Management, Government Information, Federal Services, and International Security.', u'sponsor_id': u'R000583', u'bill_id': u'hr3637-112'}",House,112,2012-03-05,Roy Schallern Rood Post Office Building,P000149,Not Voting,On Motion to Suspend the Rules and Pass,Passed,95,2,18:57:00,"{u'not_voting': 69, u'yes': 362, u'present': 0, u'no': 2}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/95.json,hr3637,R000583,https://api.propublica.org/congress/v1/112/bills/hr3637.json
{},"{u'title': u'Condemning the Government of Iran for its continued persecution, imprisonment, and sentencing of Youcef Nadarkhani on the charge of apostasy.', u'number': u'H RES 556', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hres556.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'P000373', u'bill_id': u'hres556-112'}",House,112,2012-03-01,"Condemning the Government of Iran for its continued persecution, imprisonment, and sentencing of Youcef Nadarkhani of the charge of apostasy",P000149,Not Voting,"On Motion to Suspend the Rules and Agree, as Amended",Passed,94,2,11:01:00,"{u'not_voting': 15, u'yes': 417, u'present': 0, u'no': 1}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/94.json,hres556,P000373,https://api.propublica.org/congress/v1/112/bills/hres556.json
{},"{u'title': u'St. Croix River Crossing Project Authorization Act', u'number': u'S 1134', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/s1134.json', u'latest_action': u'Became Public Law No: 112-100', u'sponsor_id': u'K000367', u'bill_id': u's1134-112'}",House,112,2012-03-01,S.1134 -- St. Croix River Crossing Project Authorization Act,P000149,Not Voting,On Motion to Suspend the Rules and Pass,Passed,93,2,10:52:00,"{u'not_voting': 14, u'yes': 339, u'present': 0, u'no': 80}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/93.json,s1134,K000367,https://api.propublica.org/congress/v1/112/bills/s1134.json
{},"{u'title': u'Directing the Office of the Historian to compile oral histories from current and former Members of the House of Representatives involved in the historic and annual Selma to Montgomery, Alabama, marches, as well as the civil rights movement in general, for the purposes of expanding or augmenting the historic record and for public dissemination and education.', u'number': u'H RES 562', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hres562.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'S001185', u'bill_id': u'hres562-112'}",House,112,2012-03-01,"Directing the Office of the Historian to compile oral histories from current and former Members of the House of Representatives involved in the historic and annual Selma to Montgomery, Alabama, ...",P000149,Not Voting,On Agreeing to the Resolution,Passed,92,2,10:43:00,"{u'not_voting': 15, u'yes': 418, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/92.json,hres562,S001185,https://api.propublica.org/congress/v1/112/bills/hres562.json
{},"{u'title': u'Sacramento-San Joaquin Valley Water Reliability Act', u'number': u'H R 1837', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1837.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.', u'sponsor_id': u'N000181', u'bill_id': u'hr1837-112'}",House,112,2012-02-29,H.R.1837 -- San Joaquin Valley Water Reliability Act,P000149,Not Voting,On Passage,Passed,91,2,18:36:00,"{u'not_voting': 11, u'yes': 246, u'present': 1, u'no': 175}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/91.json,hr1837,N000181,https://api.propublica.org/congress/v1/112/bills/hr1837.json
{},"{u'title': u'Sacramento-San Joaquin Valley Water Reliability Act', u'number': u'H R 1837', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1837.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.', u'sponsor_id': u'N000181', u'bill_id': u'hr1837-112'}",House,112,2012-02-29,H.R.1837 -- San Joaquin Valley Water Reliability Act,P000149,Not Voting,On Motion to Recommit with Instructions,Failed,90,2,18:30:00,"{u'not_voting': 7, u'yes': 178, u'present': 0, u'no': 248}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/90.json,hr1837,N000181,https://api.propublica.org/congress/v1/112/bills/hr1837.json
{},"{u'title': u'Sacramento-San Joaquin Valley Water Reliability Act', u'number': u'H R 1837', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1837.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.', u'sponsor_id': u'N000181', u'bill_id': u'hr1837-112'}",House,112,2012-02-29,H.R.1837 -- San Joaquin Valley Water Reliability Act,P000149,Not Voting,On Agreeing to the Amendment,Failed,89,2,18:00:00,"{u'not_voting': 9, u'yes': 180, u'present': 0, u'no': 244}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/89.json,hr1837,N000181,https://api.propublica.org/congress/v1/112/bills/hr1837.json
{},"{u'title': u'Sacramento-San Joaquin Valley Water Reliability Act', u'number': u'H R 1837', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1837.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.', u'sponsor_id': u'N000181', u'bill_id': u'hr1837-112'}",House,112,2012-02-29,H.R.1837 -- San Joaquin Valley Water Reliability Act,P000149,Not Voting,On Agreeing to the Amendment,Failed,88,2,17:55:00,"{u'not_voting': 8, u'yes': 178, u'present': 0, u'no': 247}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/88.json,hr1837,N000181,https://api.propublica.org/congress/v1/112/bills/hr1837.json
{},"{u'title': u'Sacramento-San Joaquin Valley Water Reliability Act', u'number': u'H R 1837', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1837.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.', u'sponsor_id': u'N000181', u'bill_id': u'hr1837-112'}",House,112,2012-02-29,H.R.1837 -- San Joaquin Valley Water Reliability Act,P000149,Not Voting,On Agreeing to the Amendment,Failed,87,2,17:52:00,"{u'not_voting': 9, u'yes': 174, u'present': 0, u'no': 250}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/87.json,hr1837,N000181,https://api.propublica.org/congress/v1/112/bills/hr1837.json
{},"{u'title': u'Sacramento-San Joaquin Valley Water Reliability Act', u'number': u'H R 1837', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1837.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.', u'sponsor_id': u'N000181', u'bill_id': u'hr1837-112'}",House,112,2012-02-29,H.R.1837 -- San Joaquin Valley Water Reliability Act,P000149,Not Voting,On Agreeing to the Amendment,Failed,86,2,17:48:00,"{u'not_voting': 9, u'yes': 181, u'present': 0, u'no': 243}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/86.json,hr1837,N000181,https://api.propublica.org/congress/v1/112/bills/hr1837.json
{},"{u'title': u'Sacramento-San Joaquin Valley Water Reliability Act', u'number': u'H R 1837', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1837.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.', u'sponsor_id': u'N000181', u'bill_id': u'hr1837-112'}",House,112,2012-02-29,H.R.1837 -- San Joaquin Valley Water Reliability Act,P000149,Not Voting,On Agreeing to the Amendment,Failed,85,2,17:44:00,"{u'not_voting': 13, u'yes': 177, u'present': 0, u'no': 243}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/85.json,hr1837,N000181,https://api.propublica.org/congress/v1/112/bills/hr1837.json
{},"{u'title': u'Sacramento-San Joaquin Valley Water Reliability Act', u'number': u'H R 1837', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1837.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.', u'sponsor_id': u'N000181', u'bill_id': u'hr1837-112'}",House,112,2012-02-29,H.R.1837 -- San Joaquin Valley Water Reliability Act,P000149,Not Voting,On Agreeing to the Amendment,Failed,84,2,17:41:00,"{u'not_voting': 13, u'yes': 178, u'present': 0, u'no': 242}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/84.json,hr1837,N000181,https://api.propublica.org/congress/v1/112/bills/hr1837.json
{},"{u'title': u'Sacramento-San Joaquin Valley Water Reliability Act', u'number': u'H R 1837', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr1837.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.', u'sponsor_id': u'N000181', u'bill_id': u'hr1837-112'}",House,112,2012-02-29,H.R.1837 -- San Joaquin Valley Water Reliability Act,P000149,Not Voting,On Agreeing to the Amendment,Failed,83,2,17:37:00,"{u'not_voting': 16, u'yes': 178, u'present': 0, u'no': 239}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/83.json,hr1837,N000181,https://api.propublica.org/congress/v1/112/bills/hr1837.json
{},"{u'api_uri': None, u'title': None, u'number': u'JOURNAL', u'bill_id': u'journal-112', u'latest_action': None}",House,112,2012-02-29,,P000149,Not Voting,On Approving the Journal,Passed,82,2,14:22:00,"{u'not_voting': 21, u'yes': 283, u'present': 2, u'no': 127}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/82.json,journal,NA,NA
