amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'api_uri': None, u'title': None, u'number': u'H.RES.206', u'bill_id': u'hres206-103', u'latest_action': None}",House,103,1993-07-30,PROVIDING FOR THE CONSIDERATION OF H.R. 2150,H000514,Not Voting,On Agreeing to the Resolution,Passed,387,1,11:17:00,"{u'not_voting': 33, u'yes': 401, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/387.json,hres206,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.1964', u'bill_id': u'hr1964-103', u'latest_action': None}",House,103,1993-07-29,MARITIME ADMINISTRATION AUTHORIZATION,H000514,Not Voting,On Passage,Passed,386,1,15:34:00,"{u'not_voting': 14, u'yes': 372, u'present': 0, u'no': 48}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/386.json,hr1964,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.1964', u'bill_id': u'hr1964-103', u'latest_action': None}",House,103,1993-07-29,"STUDDS (EN BLOC), AS",H000514,Not Voting,On Agreeing to the Amendment,Agreed to,385,1,15:14:00,"{u'not_voting': 12, u'yes': 382, u'present': 0, u'no': 40}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/385.json,hr1964,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.1964', u'bill_id': u'hr1964-103', u'latest_action': None}",House,103,1993-07-29,"STUDDS (EN BLOC), AS",H000514,Not Voting,On Agreeing to the Amendment,Agreed to,384,1,14:52:00,"{u'not_voting': 10, u'yes': 388, u'present': 0, u'no': 41}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/384.json,hr1964,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.2200', u'bill_id': u'hr2200-103', u'latest_action': None}",House,103,1993-07-29,COX (CA),H000514,Not Voting,On Agreeing to the Amendment,Agreed to,383,1,13:23:00,"{u'not_voting': 10, u'yes': 326, u'present': 0, u'no': 98}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/383.json,hr2200,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.2200', u'bill_id': u'hr2200-103', u'latest_action': None}",House,103,1993-07-29,SENSENBRENNER (EN BL,H000514,Not Voting,On Agreeing to the Amendment,Agreed to,382,1,13:13:00,"{u'not_voting': 20, u'yes': 303, u'present': 0, u'no': 111}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/382.json,hr2200,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.2200', u'bill_id': u'hr2200-103', u'latest_action': None}",House,103,1993-07-29,HALL OF TEXAS,H000514,Not Voting,On Agreeing to the Amendment,Agreed to,381,1,13:05:00,"{u'not_voting': 12, u'yes': 416, u'present': 0, u'no': 6}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/381.json,hr2200,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.2200', u'bill_id': u'hr2200-103', u'latest_action': None}",House,103,1993-07-29,COX (CA),H000514,Not Voting,On Agreeing to the Amendment,Agreed to,380,1,12:28:00,"{u'not_voting': 11, u'yes': 319, u'present': 0, u'no': 109}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/380.json,hr2200,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.2010', u'bill_id': u'hr2010-103', u'latest_action': None}",House,103,1993-07-28,NATIONAL AND COMMUNITY SERVICE ACT,H000514,Not Voting,On Passage,Passed,379,1,18:59:00,"{u'not_voting': 7, u'yes': 275, u'present': 0, u'no': 152}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/379.json,hr2010,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.2010', u'bill_id': u'hr2010-103', u'latest_action': None}",House,103,1993-07-28,PORTER AS AMENDED,H000514,Not Voting,On Agreeing to the Amendment,Agreed to,378,1,18:38:00,"{u'not_voting': 11, u'yes': 362, u'present': 0, u'no': 61}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/378.json,hr2010,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.2010', u'bill_id': u'hr2010-103', u'latest_action': None}",House,103,1993-07-28,SOLOMON,H000514,Not Voting,On Agreeing to the Amendment,Agreed to,377,1,18:32:00,"{u'not_voting': 11, u'yes': 385, u'present': 0, u'no': 38}",https://api.propublica.org/congress/v1/103/house/sessions/1/votes/377.json,hr2010,NA,NA
