amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'To amend title 11, United States Code, and for other purposes.', u'number': u'H R 333', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hr333.json', u'latest_action': u'Resolving differences -- House actions. Status: On motion that the House agree with an amendment to the Agreed to by recorded vote: 244 - 116 (Roll no. 484).Note: On 11/15/2002, the House agreed with an amendment to the Senate amendment. This inserted the text of H.R. 5745 in H.R. 333. (CR D1155)', u'sponsor_id': u'G000121', u'bill_id': u'hr333-107'}",House,107,2002-11-15,"To amend title 11, United States Code, and for other purposes.",G000547,Not Voting,agree to senate amendment with an amendment,Passed,484,2,02:02:00,"{u'not_voting': 72, u'yes': 244, u'present': 0, u'no': 116}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/484.json,hr333,G000121,https://api.propublica.org/congress/v1/107/bills/hr333.json
{},"{u'title': u'To authorize appropriations for fiscal year 2003 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes.', u'number': u'H R 4628', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hr4628.json', u'latest_action': u'Became Public Law No: 107-306', u'sponsor_id': u'G000336', u'bill_id': u'hr4628-107'}",House,107,2002-11-15,Intelligence Authorization Act for Fiscal Year 2003,G000547,Not Voting,On Agreeing to the Conference Report,Passed,483,2,00:42:00,"{u'not_voting': 62, u'yes': 366, u'present': 0, u'no': 3}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/483.json,hr4628,G000336,https://api.propublica.org/congress/v1/107/bills/hr4628.json
{},"{u'title': u'To reduce preexisting PAYGO balances, and for other purposes.', u'number': u'H R 5708', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hr5708.json', u'latest_action': u'Became Public Law No: 107-312', u'sponsor_id': u'N000172', u'bill_id': u'hr5708-107'}",House,107,2002-11-14,"To reduce preexisting PAYGO balances, and for other purposes.",G000547,Not Voting,On Passage,Passed,482,2,20:33:00,"{u'not_voting': 46, u'yes': 366, u'present': 0, u'no': 19}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/482.json,hr5708,N000172,https://api.propublica.org/congress/v1/107/bills/hr5708.json
{},"{u'title': u'To reduce preexisting PAYGO balances, and for other purposes.', u'number': u'H R 5708', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hr5708.json', u'latest_action': u'Became Public Law No: 107-312', u'sponsor_id': u'N000172', u'bill_id': u'hr5708-107'}",House,107,2002-11-14,"To reduce preexisting PAYGO balances, and for other purposes.",G000547,Not Voting,On Motion to Recommit with Instructions,Failed,481,2,20:23:00,"{u'not_voting': 43, u'yes': 187, u'present': 0, u'no': 201}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/481.json,hr5708,N000172,https://api.propublica.org/congress/v1/107/bills/hr5708.json
{},"{u'title': u'Providing for consideration of the Senate amendments to the bill (H.R. 5063) to amend the Internal Revenue Code of 1986 to provide a special rule for members of the uniformed services in determining the exclusion of gain from the sale of a principal residence and to restore the tax exempt status of death gratuity payments to members of the uniformed services.', u'number': u'H RES 609', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hres609.json', u'latest_action': u'Passed/agreed to in House. Status: On agreeing to the resolution Agreed to by recorded vote: 245 - 137 (Roll no. 480).', u'sponsor_id': u'L000321', u'bill_id': u'hres609-107'}",House,107,2002-11-14,"Providing for the Consideration of the Senate Amendments to H.R. 5063, Armed Forces Tax Fairness Act",G000547,Not Voting,On Agreeing to the Resolution,Passed,480,2,18:52:00,"{u'not_voting': 49, u'yes': 245, u'present': 0, u'no': 137}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/480.json,hres609,L000321,https://api.propublica.org/congress/v1/107/bills/hres609.json
{},"{u'title': u'Providing for consideration of the Senate amendments to the bill (H.R. 5063) to amend the Internal Revenue Code of 1986 to provide a special rule for members of the uniformed services in determining the exclusion of gain from the sale of a principal residence and to restore the tax exempt status of death gratuity payments to members of the uniformed services.', u'number': u'H RES 609', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hres609.json', u'latest_action': u'Passed/agreed to in House. Status: On agreeing to the resolution Agreed to by recorded vote: 245 - 137 (Roll no. 480).', u'sponsor_id': u'L000321', u'bill_id': u'hres609-107'}",House,107,2002-11-14,"Providing for the Consideration of the Senate Amendments to H.R. 5063, Armed Forces Tax Fairness Act",G000547,Not Voting,On Ordering the Previous Question,Passed,479,2,18:41:00,"{u'not_voting': 26, u'yes': 207, u'present': 0, u'no': 198}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/479.json,hres609,L000321,https://api.propublica.org/congress/v1/107/bills/hres609.json
{},"{u'title': u'Waiving points of order against the conference report to accompany the bill (H.R. 333) to amend title 11, United States Code, and for other purposes.', u'number': u'H RES 606', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hres606.json', u'latest_action': u'Failed of passage/not agreed to in House. Status: On agreeing to the resolution Failed by the Yeas and Nays: 172 - 243 (Roll no. 478).', u'sponsor_id': u'S000250', u'bill_id': u'hres606-107'}",House,107,2002-11-14,"Waiving Points of Order Against the Conference Report on H.R. 333, Bankruptcy Abuse Prevention and Consumer Protection Act",G000547,Not Voting,On Agreeing to the Resolution,Failed,478,2,17:17:00,"{u'not_voting': 17, u'yes': 172, u'present': 0, u'no': 243}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/478.json,hres606,S000250,https://api.propublica.org/congress/v1/107/bills/hres606.json
{},"{u'title': u'To establish the Department of Homeland Security, and for other purposes.', u'number': u'H R 5710', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hr5710.json', u'latest_action': u'Received in the Senate.Note: For further action, see H.R. 5005, which became Public Law 107-296 on 11/25/2002.', u'sponsor_id': u'A000217', u'bill_id': u'hr5710-107'}",House,107,2002-11-13,"To establish the Department of Homeland Security, and for other purposes.",G000547,Yes,On Passage,Passed,477,2,20:30:00,"{u'not_voting': 11, u'yes': 299, u'present': 0, u'no': 121}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/477.json,hr5710,A000217,https://api.propublica.org/congress/v1/107/bills/hr5710.json
{},"{u'title': u'To establish the Department of Homeland Security, and for other purposes.', u'number': u'H R 5710', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hr5710.json', u'latest_action': u'Received in the Senate.Note: For further action, see H.R. 5005, which became Public Law 107-296 on 11/25/2002.', u'sponsor_id': u'A000217', u'bill_id': u'hr5710-107'}",House,107,2002-11-13,"To establish the Department of Homeland Security, and for other purposes.",G000547,No,On Motion to Recommit with Instructions,Failed,476,2,20:18:00,"{u'not_voting': 13, u'yes': 203, u'present': 0, u'no': 215}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/476.json,hr5710,A000217,https://api.propublica.org/congress/v1/107/bills/hr5710.json
{},"{u'title': u'Providing for consideration of the bill (H.R. 5710) to establish the Department of Homeland Security, and for other purposes.', u'number': u'H RES 600', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hres600.json', u'latest_action': u'Passed/agreed to in House. Status: On agreeing to the resolution Agreed to by the Yeas and Nays: 237 - 177 (Roll no. 475).', u'sponsor_id': u'D000299', u'bill_id': u'hres600-107'}",House,107,2002-11-13,Providing for consideration of H.R. 5710; to establish a Department of Homeland Security,G000547,Yes,On Agreeing to the Resolution,Passed,475,2,14:15:00,"{u'not_voting': 17, u'yes': 237, u'present': 0, u'no': 177}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/475.json,hres600,D000299,https://api.propublica.org/congress/v1/107/bills/hres600.json
{},"{u'title': u'Making further continuing appropriations for the fiscal year 2003, and for other purposes.', u'number': u'H J RES 124', u'bill_uri': u'https://api.propublica.org/congress/v1/107/bills/hjres124.json', u'latest_action': u'Became Public Law No: 107-294', u'sponsor_id': u'Y000031', u'bill_id': u'hjres124-107'}",House,107,2002-11-13,"Making further continuing appropriations for the fiscal year 2003, and for other purposes.",G000547,Yes,On Passage,Passed,474,2,13:19:00,"{u'not_voting': 18, u'yes': 270, u'present': 0, u'no': 143}",https://api.propublica.org/congress/v1/107/house/sessions/2/votes/474.json,hjres124,Y000031,https://api.propublica.org/congress/v1/107/bills/hjres124.json
