amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'To authorize financial assistance to eligible automobile manufacturers, and for other purposes.', u'number': u'H R 7321', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr7321.json', u'latest_action': u'Received in the Senate.', u'sponsor_id': u'F000339', u'bill_id': u'hr7321-110'}",House,110,2008-12-10,Auto Industry Financing and Restructuring Act,P000555,Not Voting,On Passage,Passed,690,2,20:46:00,"{u'not_voting': 26, u'yes': 237, u'present': 1, u'no': 170}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/690.json,hr7321,F000339,https://api.propublica.org/congress/v1/110/bills/hr7321.json
{},"{u'title': u'To authorize financial assistance to eligible automobile manufacturers, and for other purposes.', u'number': u'H R 7321', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr7321.json', u'latest_action': u'Received in the Senate.', u'sponsor_id': u'F000339', u'bill_id': u'hr7321-110'}",House,110,2008-12-10,LaTourette of Ohio Amendment,P000555,Not Voting,On Agreeing to the Amendment,Agreed to,689,2,20:27:00,"{u'not_voting': 29, u'yes': 403, u'present': 1, u'no': 0}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/689.json,hr7321,F000339,https://api.propublica.org/congress/v1/110/bills/hr7321.json
{},"{u'title': u'Providing for consideration of the bill (H.R. 7321) to authorize financial assistance to eligible automobile manufacturers, and for other purposes.', u'number': u'H RES 1534', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hres1534.json', u'latest_action': u'Passed/agreed to in House. Status: On agreeing to the resolution Agreed to by the Yeas and Nays: 225 - 179, 1 Present (Roll no. 688).', u'sponsor_id': u'S000480', u'bill_id': u'hres1534-110'}",House,110,2008-12-10,"Providing for consideration of H.R. 7321, to authorize financial assistance to eligible automobile manufacturers, and for other purposes",P000555,Not Voting,On Agreeing to the Resolution,Passed,688,2,18:12:00,"{u'not_voting': 28, u'yes': 225, u'present': 1, u'no': 179}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/688.json,hres1534,S000480,https://api.propublica.org/congress/v1/110/bills/hres1534.json
{},"{u'title': u'Providing for consideration of the bill (H.R. 7321) to authorize financial assistance to eligible automobile manufacturers, and for other purposes.', u'number': u'H RES 1534', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hres1534.json', u'latest_action': u'Passed/agreed to in House. Status: On agreeing to the resolution Agreed to by the Yeas and Nays: 225 - 179, 1 Present (Roll no. 688).', u'sponsor_id': u'S000480', u'bill_id': u'hres1534-110'}",House,110,2008-12-10,"Providing for consideration of H.R. 7321, to authorize financial assistance to eligible automobile manufacturers, and for other purposes",P000555,Not Voting,On Ordering the Previous Question,Passed,687,2,17:53:00,"{u'not_voting': 27, u'yes': 225, u'present': 1, u'no': 180}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/687.json,hres1534,S000480,https://api.propublica.org/congress/v1/110/bills/hres1534.json
{},"{u'api_uri': None, u'title': None, u'number': u'JOURNAL', u'bill_id': u'journal-110', u'latest_action': None}",House,110,2008-12-10,,P000555,Not Voting,On Approving the Journal,Passed,686,2,16:11:00,"{u'not_voting': 47, u'yes': 215, u'present': 1, u'no': 170}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/686.json,journal,NA,NA
{},"{u'title': u'Waiving a requirement of clause 6(a) of Rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.', u'number': u'H RES 1533', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hres1533.json', u'latest_action': u'Passed/agreed to in House. Status: On agreeing to the resolution Agreed to by the Yeas and Nays: 226 - 169 (Roll no. 685).', u'sponsor_id': u'S000480', u'bill_id': u'hres1533-110'}",House,110,2008-12-10,Waiving a requirement of clause 6(a) of Rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules,P000555,Not Voting,On Agreeing to the Resolution,Passed,685,2,15:57:00,"{u'not_voting': 38, u'yes': 226, u'present': 0, u'no': 169}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/685.json,hres1533,S000480,https://api.propublica.org/congress/v1/110/bills/hres1533.json
{},"{u'title': u'Waiving a requirement of clause 6(a) of Rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.', u'number': u'H RES 1533', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hres1533.json', u'latest_action': u'Passed/agreed to in House. Status: On agreeing to the resolution Agreed to by the Yeas and Nays: 226 - 169 (Roll no. 685).', u'sponsor_id': u'S000480', u'bill_id': u'hres1533-110'}",House,110,2008-12-10,Waiving a requirement of clause 6(a) of Rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules,P000555,Not Voting,On Ordering the Previous Question,Passed,684,2,15:47:00,"{u'not_voting': 35, u'yes': 224, u'present': 0, u'no': 174}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/684.json,hres1533,S000480,https://api.propublica.org/congress/v1/110/bills/hres1533.json
{},"{u'title': u'To provide for additional emergency unemployment compensation.', u'number': u'H R 6867', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr6867.json', u'latest_action': u'Became Public Law No: 110-449', u'sponsor_id': u'M000404', u'bill_id': u'hr6867-110'}",House,110,2008-10-03,To provide for additional emergency unemployment compensation.,P000555,Yes,"On Motion to Suspend the Rules and Pass, as Amended",Passed,683,2,14:41:00,"{u'not_voting': 38, u'yes': 368, u'present': 0, u'no': 28}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/683.json,hr6867,M000404,https://api.propublica.org/congress/v1/110/bills/hr6867.json
{},"{u'title': u'A bill to amend title 11, United States Code, to exempt for a limited period, from the application of the means-test presumption of abuse under chapter 7, qualifying members of reserve components of the Armed Forces and members of the National Guard who, after September 11, 2001, are called to active duty or to perform a homeland defense activity for not less than 90 days.', u'number': u'S 3197', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/s3197.json', u'latest_action': u'Became Public Law No: 110-438', u'sponsor_id': u'D000563', u'bill_id': u's3197-110'}",House,110,2008-10-03,National Guard and Reservists Debt Relief Act,P000555,Yes,On Motion to Suspend the Rules and Pass,Passed,682,2,13:29:00,"{u'not_voting': 22, u'yes': 411, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/682.json,s3197,D000563,https://api.propublica.org/congress/v1/110/bills/s3197.json
{},"{u'title': u'A bill to provide authority for the Federal Government to purchase and insure certain types of troubled assets for the purposes of providing stability to and preventing disruption in the economy and financial system and protecting taxpayers, to amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation, to extend certain expiring provisions, to provide individual income tax relief, and for other purposes.', u'number': u'H R 1424', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr1424.json', u'latest_action': u'Became Public Law No: 110-343', u'sponsor_id': u'K000113', u'bill_id': u'hr1424-110'}",House,110,2008-10-03,Emergency Economic Stabilization Act of 2008,P000555,Yes,On Motion to Concur in Senate Amendments,Passed,681,2,13:22:00,"{u'not_voting': 0, u'yes': 263, u'present': 0, u'no': 171}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/681.json,hr1424,K000113,https://api.propublica.org/congress/v1/110/bills/hr1424.json
