amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'api_uri': None, u'title': None, u'number': u'ADJOURN', u'bill_id': u'adjourn-110', u'latest_action': None}",House,110,2008-08-01,,J000284,Yes,On Motion to Adjourn,Passed,566,2,11:23:00,"{u'not_voting': 24, u'yes': 213, u'present': 0, u'no': 197}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/566.json,adjourn,NA,NA
{},"{u'title': u'Honoring the service of the Navy and Coast Guard veterans who served on the Landing Ship Tank (LST) amphibious landing craft during World War II, the Korean war, the Vietnam war, Operation Desert Storm, and global operations through 2002 and recognizing the essential role played by LST amphibious craft during these conflicts.', u'number': u'H RES 1316', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hres1316.json', u'latest_action': u'Passed/agreed to in House. Status: On motion to suspend the rules and agree to the resolution Agreed to by the Yeas and Nays: (2/3 required): 415 - 0 (Roll no. 565).', u'sponsor_id': u'M000312', u'bill_id': u'hres1316-110'}",House,110,2008-08-01,"Honoring the service of the Navy and Coast Guard veterans who served on the LST amphibious landing craft during WWII, the Korean War, the Vietnam war, Operation Desert Storm, and ...",J000284,Yes,On Motion to Suspend the Rules and Agree,Passed,565,2,11:06:00,"{u'not_voting': 19, u'yes': 415, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/565.json,hres1316,M000312,https://api.propublica.org/congress/v1/110/bills/hres1316.json
{},"{u'title': u'Condemning the persecution of Baha&#39;is in Iran.', u'number': u'H RES 1008', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hres1008.json', u'latest_action': u'Passed/agreed to in House. Status: On motion to suspend the rules and agree to the resolution, as amended Agreed to by the Yeas and Nays: (2/3 required): 408 - 3 (Roll no. 564).', u'sponsor_id': u'K000360', u'bill_id': u'hres1008-110'}",House,110,2008-08-01,Condemning the persecution of Baha&#39;is in Iran.,J000284,Yes,"On Motion to Suspend the Rules and Agree, as Amended",Passed,564,2,10:58:00,"{u'not_voting': 23, u'yes': 408, u'present': 0, u'no': 3}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/564.json,hres1008,K000360,https://api.propublica.org/congress/v1/110/bills/hres1008.json
{},"{u'title': u'Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes.', u'number': u'H R 6599', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr6599.json', u'latest_action': u'Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 945.', u'sponsor_id': u'E000063', u'bill_id': u'hr6599-110'}",House,110,2008-08-01,"Military Construction and Veterans Affairs Appropriation, FY 2009",J000284,Yes,On Passage,Passed,563,2,10:51:00,"{u'not_voting': 21, u'yes': 409, u'present': 0, u'no': 4}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/563.json,hr6599,E000063,https://api.propublica.org/congress/v1/110/bills/hr6599.json
{},"{u'title': u'Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes.', u'number': u'H R 6599', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr6599.json', u'latest_action': u'Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 945.', u'sponsor_id': u'E000063', u'bill_id': u'hr6599-110'}",House,110,2008-08-01,"Military Construction and Veterans Affairs Appropriation, FY 2009",J000284,Yes,On Motion to Table Appeal of the Ruling of the Chair,Passed,562,2,10:45:00,"{u'not_voting': 20, u'yes': 230, u'present': 0, u'no': 184}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/562.json,hr6599,E000063,https://api.propublica.org/congress/v1/110/bills/hr6599.json
{},"{u'title': u'Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes.', u'number': u'H R 6599', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr6599.json', u'latest_action': u'Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 945.', u'sponsor_id': u'E000063', u'bill_id': u'hr6599-110'}",House,110,2008-08-01,King of Iowa Amendment,J000284,No,On Agreeing to the Amendment,Failed,561,2,10:12:00,"{u'not_voting': 21, u'yes': 143, u'present': 0, u'no': 275}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/561.json,hr6599,E000063,https://api.propublica.org/congress/v1/110/bills/hr6599.json
{},"{u'title': u'Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes.', u'number': u'H R 6599', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr6599.json', u'latest_action': u'Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 945.', u'sponsor_id': u'E000063', u'bill_id': u'hr6599-110'}",House,110,2008-08-01,Flake of Arizona Amendment,J000284,No,On Agreeing to the Amendment,Failed,560,2,10:05:00,"{u'not_voting': 25, u'yes': 63, u'present': 1, u'no': 350}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/560.json,hr6599,E000063,https://api.propublica.org/congress/v1/110/bills/hr6599.json
{},"{u'title': u'Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes.', u'number': u'H R 6599', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr6599.json', u'latest_action': u'Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 945.', u'sponsor_id': u'E000063', u'bill_id': u'hr6599-110'}",House,110,2008-08-01,McCaul of Texas Amendment,J000284,No,On Agreeing to the Amendment,Agreed to,559,2,09:58:00,"{u'not_voting': 24, u'yes': 329, u'present': 0, u'no': 86}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/559.json,hr6599,E000063,https://api.propublica.org/congress/v1/110/bills/hr6599.json
{},"{u'title': u'Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes.', u'number': u'H R 6599', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr6599.json', u'latest_action': u'Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 945.', u'sponsor_id': u'E000063', u'bill_id': u'hr6599-110'}",House,110,2008-08-01,Garrett of New Jersey Amendment,J000284,No,On Agreeing to the Amendment,Failed,558,2,09:47:00,"{u'not_voting': 27, u'yes': 185, u'present': 0, u'no': 227}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/558.json,hr6599,E000063,https://api.propublica.org/congress/v1/110/bills/hr6599.json
{},"{u'title': u'To evaluate and extend the basic pilot program for employment eligibility confirmation and to ensure the protection of Social Security beneficiaries.', u'number': u'H R 6633', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr6633.json', u'latest_action': u'Referred to Senate committee. Status: Received in the Senate and Read twice and referred to the Committee on the Judiciary.', u'sponsor_id': u'G000554', u'bill_id': u'hr6633-110'}",House,110,2008-07-31,Employee Verification Amendment Act of 2008,J000284,Yes,On Motion to Suspend the Rules and Pass,Passed,557,2,19:44:00,"{u'not_voting': 21, u'yes': 407, u'present': 4, u'no': 2}",https://api.propublica.org/congress/v1/110/house/sessions/2/votes/557.json,hr6633,G000554,https://api.propublica.org/congress/v1/110/bills/hr6633.json
