api_uri,begin_date,district,end_date,first_name,id,last_name,middle_name,note,party,state,status,session
https://api.propublica.org/congress/v1/members/B001234.json,2011-01-04,43,2013-01-03,Joe,B001234,Baca,,Defeated for reelection.,D,CA,Defeated in general election,112
https://api.propublica.org/congress/v1/members/H001042.json,2011-01-04,2,2013-01-03,Mazie,H001042,Hirono,K.,Elected to the U.S. Senate.,D,HI,Elected to federal post,112
https://api.propublica.org/congress/v1/members/R000581.json,2011-01-04,37,2013-01-03,Laura,R000581,Richardson,,Lost general election.,D,CA,Defeated in general election,112
https://api.propublica.org/congress/v1/members/S000810.json,2011-01-04,13,2013-01-03,Pete,S000810,Stark,,Lost general election.,D,CA,Defeated in general election,112
https://api.propublica.org/congress/v1/members/F000444.json,2011-01-04,6,2013-01-03,Jeff,F000444,Flake,,Elected to the U.S. Senate.,R,AZ,Elected to federal post,112
https://api.propublica.org/congress/v1/members/B001228.json,2011-01-04,45,2013-01-03,Mary,B001228,Bono Mack,,Lost general election.,R,CA,Defeated in general election,112
https://api.propublica.org/congress/v1/members/C001081.json,2011-01-04,12,2013-01-03,Mark,C001081,Critz,,Defeated for reelection.,D,PA,Defeated in general election,112
https://api.propublica.org/congress/v1/members/C001086.json,2011-01-04,8,2013-01-03,Chip,C001086,Cravaack,,Defeated for reelection.,R,MN,Defeated in general election,112
https://api.propublica.org/congress/v1/members/B000208.json,2011-01-04,6,2013-01-03,Roscoe,B000208,Bartlett,G.,Defeated for reelection.,R,MD,Defeated in general election,112
https://api.propublica.org/congress/v1/members/Q000024.json,2011-01-04,3,2013-01-03,Ben,Q000024,Quayle,,Defeated in Republican primary.,R,AZ,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/A000366.json,2011-01-04,24,2013-01-03,Sandra,A000366,Adams,,"Defeated in Republican primary on Aug. 14, 2012.",R,FL,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/S000822.json,2011-01-04,6,2013-01-03,Cliff,S000822,Stearns,,"Defeated in Republican primary on Aug. 14, 2012.",R,FL,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/C001050.json,2011-01-04,18,2012-08-14,Dennis,C001050,Cardoza,,"Resigned on Aug. 14, 2012.",D,CA,Left Congress,112
https://api.propublica.org/congress/v1/members/C001060.json,2011-01-04,3,2013-01-03,Russ,C001060,Carnahan,,"Defeated in Democratic primary on Aug. 7, 2012",D,MO,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/C001085.json,2011-01-04,13,2013-01-03,Hansen,C001085,Clarke,,"Defeated in Democratic primary on Aug. 7, 2012",D,MI,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/D000603.json,2011-01-04,4,2012-07-31,Geoff,D000603,Davis,,"Announced resignation on July 31, 2012.",R,KY,Left Congress,112
https://api.propublica.org/congress/v1/members/L000553.json,2011-01-04,14,2013-01-03,Steven,L000553,LaTourette,C.,"Announced retirement on July 31, 2012.",R,OH,Retiring,112
https://api.propublica.org/congress/v1/members/M001147.json,2011-01-04,11,2012-07-06,Thaddeus,M001147,McCotter,,"Announced resignation on July 6, 2012.",R,MI,Retiring,112
https://api.propublica.org/congress/v1/members/S001155.json,2011-01-04,1,2013-01-03,John,S001155,Sullivan,,"Defeated in Republican primary on June 26, 2012.",R,OK,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/R000170.json,2011-01-04,16,2013-01-03,Silvestre,R000170,Reyes,,"Defeated in Democratic primary on May 29, 2012.",D,TX,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/A000362.json,2011-01-04,4,2013-01-03,Jason,A000362,Altmire,,"Defeated in Democratic primary on April 24, 2012.",D,PA,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/H000712.json,2011-01-04,17,2013-01-03,Tim,H000712,Holden,,"Defeated in Democratic primary on April 24, 2012.",D,PA,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/T000326.json,2011-01-04,10,2013-01-03,Edolphus,T000326,Towns,,"Announced retirement on April 16, 2012.",D,NY,Retiring,112
https://api.propublica.org/congress/v1/members/J000285.json,2011-01-04,15,2013-01-03,Timothy,J000285,Johnson,V.,"Announced retirement on April 5, 2012.",R,IL,Retiring,112
https://api.propublica.org/congress/v1/members/M001138.json,2011-01-04,16,2013-01-03,Donald,M001138,Manzullo,,"Defeated in Republican primary on March 20, 2012.",R,IL,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/I000026.json,2011-01-04,1,2012-03-20,Jay,I000026,Inslee,,"Resigned on March 20, 2012 to run for Governor.",D,WA,Left Congress,112
https://api.propublica.org/congress/v1/members/A000022.json,2011-01-04,5,2013-01-03,Gary,A000022,Ackerman,L.,"Announced retirement on March 15, 2012.",D,NY,Retiring,112
https://api.propublica.org/congress/v1/members/S001164.json,2011-01-04,2,2013-01-03,Jean,S001164,Schmidt,,"Lost primary election on March 6, 2012.",R,OH,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/K000336.json,2011-01-04,10,2013-01-03,Dennis,K000336,Kucinich,J.,"Lost primary election on March 6, 2012.",D,OH,Defeated in primary election,112
https://api.propublica.org/congress/v1/members/P000149.json,2011-01-04,10,2012-03-06,Donald,P000149,Payne,M.,"Died on March 6, 2012.",D,NJ,Left Congress,112
https://api.propublica.org/congress/v1/members/D000327.json,2011-01-04,6,2013-01-03,Norman,D000327,Dicks,D.,"Announced retirement on March 2, 2012.",D,WA,Retiring,112
https://api.propublica.org/congress/v1/members/D000492.json,2011-01-04,26,2013-01-03,David,D000492,Dreier,,"Announced retirement on Feb. 29, 2012.",R,CA,Retiring,112
https://api.propublica.org/congress/v1/members/M001134.json,2011-01-04,9,2013-01-03,Sue,M001134,Myrick,,"Announced retirement on Feb. 7, 2012.",R,NC,Retiring,112
https://api.propublica.org/congress/v1/members/S001171.json,2011-01-04,11,2013-01-03,Heath,S001171,Shuler,,"Announced retirement on Feb. 2, 2012.",D,NC,Retiring,112
https://api.propublica.org/congress/v1/members/B001149.json,2011-01-04,5,2013-01-03,Dan,B001149,Burton,,"Announced retirement on Jan. 31, 2012.",R,IN,Retiring,112
https://api.propublica.org/congress/v1/members/M001154.json,2011-01-04,13,2013-01-03,Brad,M001154,Miller,,"Announced retirement on Jan. 26, 2012.",D,NC,Retiring,112
https://api.propublica.org/congress/v1/members/G000554.json,2011-01-04,8,2012-01-25,Gabrielle,G000554,Giffords,,"Shot on Jan. 8, 2011; resigned on Jan. 25, 2012.",D,AZ,Left Congress,112
https://api.propublica.org/congress/v1/members/H000627.json,2011-01-04,22,2013-01-03,Maurice,H000627,Hinchey,D.,"Announced retirement on Jan. 18, 2012.",D,NY,Retiring,112
https://api.propublica.org/congress/v1/members/P000585.json,2011-01-04,19,2013-01-03,Todd,P000585,Platts,R.,"Announced retirement on Jan. 17, 2012.",R,PA,Retiring,112
https://api.propublica.org/congress/v1/members/L000274.json,2011-01-04,41,2013-01-03,Jerry,L000274,Lewis,,"Announced retirement on Jan. 12, 2012.",R,CA,Retiring,112
https://api.propublica.org/congress/v1/members/H000528.json,2011-01-04,2,2013-01-03,Wally,H000528,Herger,,"Announced retirement on Jan. 10, 2012.",R,CA,Retiring,112
https://api.propublica.org/congress/v1/members/G000021.json,2011-01-04,24,2013-01-03,Elton,G000021,Gallegly,,"Announced retirement on Jan. 7, 2012.",R,CA,Retiring,112
https://api.propublica.org/congress/v1/members/A000365.json,2011-01-04,7,2013-01-03,Steve,A000365,Austria,,"Announced retirement on Dec. 30, 2011.",R,OH,Retiring,112
https://api.propublica.org/congress/v1/members/F000339.json,2011-01-04,4,2013-01-03,Barney,F000339,Frank,,"Announced retirement on Nov. 28, 2011.",D,MA,Retiring,112
https://api.propublica.org/congress/v1/members/G000544.json,2011-01-04,20,2013-01-03,Charlie,G000544,Gonzalez,,"Announced retirement on Nov. 26, 2011.",D,TX,Retiring,112
https://api.propublica.org/congress/v1/members/O000085.json,2011-01-04,1,2013-01-03,John,O000085,Olver,W.,"Announced retirement on Oct. 26, 2011.",D,MA,Retiring,112
https://api.propublica.org/congress/v1/members/C000794.json,2011-01-04,12,2013-01-03,Jerry,C000794,Costello,F.,"Announced retirement on Oct. 4, 2011.",D,IL,Retiring,112
https://api.propublica.org/congress/v1/members/W000793.json,2011-01-04,1,2011-08-03,David,W000793,Wu,,"Resigned from office effective Aug. 3, 2011.",D,OR,Left Congress,112
https://api.propublica.org/congress/v1/members/R000573.json,2011-01-04,4,2013-01-03,Mike,R000573,Ross,,"Announced retirement on July 25, 2011.",D,AR,Retiring,112
https://api.propublica.org/congress/v1/members/K000172.json,2011-01-04,5,2013-01-03,Dale,K000172,Kildee,E.,"Announced retirement on July 15, 2011.",D,MI,Retiring,112
https://api.propublica.org/congress/v1/members/W000738.json,2011-01-04,6,2013-01-03,Lynn,W000738,Woolsey,,"Announced retirement on June 27, 2011.",D,CA,Retiring,112
https://api.propublica.org/congress/v1/members/W000792.json,2011-01-04,9,2011-06-21,Anthony,W000792,Weiner,,"Resigned on June 21, 2011.",D,NY,Left Congress,112
https://api.propublica.org/congress/v1/members/B001254.json,2011-01-04,2,2013-01-03,Dan,B001254,Boren,,"Announced retirement on June 7, 2011.",D,OK,Retiring,112
https://api.propublica.org/congress/v1/members/H001041.json,2011-01-04,2,2011-05-09,Dean,H001041,Heller,,"Resigned effective May 9, 2011; appointed to Senate to replace John Ensign.",R,NV,Appointed to federal post,112
https://api.propublica.org/congress/v1/members/L000568.json,2011-01-04,26,2011-02-09,Christopher,L000568,Lee,,"Announced resignation on Feb. 9, 2011.",R,NY,Left Congress,112
https://api.propublica.org/congress/v1/members/H000213.json,2011-01-04,36,2011-02-28,Jane,H000213,Harman,,Resigned effective Feb. 28 to become president of the Woodrow Wilson International Center for Scholars.,D,CA,Left Congress,112
https://api.propublica.org/congress/v1/members/D000613.json,2011-01-04,10,2013-01-03,Robert,D000613,Dold,,Defeated for reelection.,R,IL,Defeated in general election,112
