amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'Making emergency supplemental appropriations and additional supplemental appropriations for agricultural and other emergency assistance for the fiscal year ending September 30, 2007, and for other purposes.', u'number': u'H.R. 2206', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/hr2206.json', u'latest_action': u'Became Public Law No: 110-28', u'sponsor_id': u'O000007', u'bill_id': u'hr2206-110'}",Senate,110,2007-05-24,"Motion to Concur in House Amdt. to Senate Amdt to H.R.2206; U.S. Troop Readiness, Veterans&#39; Care, Katrina Recovery, and Iraq Accountability Appropriations Act, 2007",T000162,Not Voting,On the Motion,Agreed to,181,1,20:26:00,"{u'not_voting': 6, u'yes': 80, u'present': 0, u'no': 14}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/181.json,hr2206,O000007,https://api.propublica.org/congress/v1/110/bills/hr2206.json
{u'number': u'S.Amdt. 1157'},"{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 1348', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/s1348.json', u'latest_action': u'Senate floor actions. Status: Motion by Senator Reid to reconsider the vote by which cloture on the bill was not invoked', u'sponsor_id': u'R000146', u'bill_id': u's1348-110'}",Senate,110,2007-05-24,Vitter Amdt. No. 1157; To strike title VI (related to Nonimmigrants in the United States Previously in Unlawful Status).,T000162,Not Voting,On the Amendment ,Rejected,180,1,17:59:00,"{u'not_voting': 5, u'yes': 29, u'present': 0, u'no': 66}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/180.json,s1348,R000146,https://api.propublica.org/congress/v1/110/bills/s1348.json
{u'number': u'S.Amdt. 1223'},"{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 1348', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/s1348.json', u'latest_action': u'Senate floor actions. Status: Motion by Senator Reid to reconsider the vote by which cloture on the bill was not invoked', u'sponsor_id': u'R000146', u'bill_id': u's1348-110'}",Senate,110,2007-05-24,Sanders Amdt. No. 1223; To establish the American Competitiveness Scholarship Program.,T000162,Not Voting,On the Amendment ,Agreed to,179,1,17:27:00,"{u'not_voting': 6, u'yes': 59, u'present': 0, u'no': 35}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/179.json,s1348,R000146,https://api.propublica.org/congress/v1/110/bills/s1348.json
{u'number': u'S.Amdt. 1181'},"{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 1348', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/s1348.json', u'latest_action': u'Senate floor actions. Status: Motion by Senator Reid to reconsider the vote by which cloture on the bill was not invoked', u'sponsor_id': u'R000146', u'bill_id': u's1348-110'}",Senate,110,2007-05-24,Dorgan Amdt. No. 1181; To sunset the Y-1 nonimmigrant visa program after a 5-year period.,T000162,Not Voting,On the Amendment ,Rejected,178,1,14:15:00,"{u'not_voting': 3, u'yes': 48, u'present': 0, u'no': 49}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/178.json,s1348,R000146,https://api.propublica.org/congress/v1/110/bills/s1348.json
{u'number': u'S.Amdt. 1158'},"{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 1348', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/s1348.json', u'latest_action': u'Senate floor actions. Status: Motion by Senator Reid to reconsider the vote by which cloture on the bill was not invoked', u'sponsor_id': u'R000146', u'bill_id': u's1348-110'}",Senate,110,2007-05-24,Coleman Amdt. No. 1158; To amend the Illegal Immigration Reform and Immigrant Responsibility Act of 1996 to facilitate information sharing between federal and local law enforcement officials related to an ...,T000162,Not Voting,On the Amendment ,Rejected,177,1,12:46:00,"{u'not_voting': 3, u'yes': 48, u'present': 0, u'no': 49}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/177.json,s1348,R000146,https://api.propublica.org/congress/v1/110/bills/s1348.json
{u'number': u'S.Amdt. 1186'},"{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 1348', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/s1348.json', u'latest_action': u'Senate floor actions. Status: Motion by Senator Reid to reconsider the vote by which cloture on the bill was not invoked', u'sponsor_id': u'R000146', u'bill_id': u's1348-110'}",Senate,110,2007-05-24,Akaka Amdt. No. 1186; To exempt children of certain Filipino World War II veterans from the numerical limitations on immigrant visas.,T000162,Not Voting,On the Amendment ,Agreed to,176,1,12:19:00,"{u'not_voting': 4, u'yes': 87, u'present': 0, u'no': 9}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/176.json,s1348,R000146,https://api.propublica.org/congress/v1/110/bills/s1348.json
{u'number': u'S.Amdt. 1169'},"{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 1348', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/s1348.json', u'latest_action': u'Senate floor actions. Status: Motion by Senator Reid to reconsider the vote by which cloture on the bill was not invoked', u'sponsor_id': u'R000146', u'bill_id': u's1348-110'}",Senate,110,2007-05-23,"Bingaman Amdt. No. 1169; To reduce to 200,000 the number of certain non-immigrants permitted to be admitted during a fiscal year.",T000162,Yes,On the Amendment ,Agreed to,175,1,14:29:00,"{u'not_voting': 2, u'yes': 74, u'present': 0, u'no': 24}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/175.json,s1348,R000146,https://api.propublica.org/congress/v1/110/bills/s1348.json
{u'number': u'S.Amdt. 1153'},"{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 1348', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/s1348.json', u'latest_action': u'Senate floor actions. Status: Motion by Senator Reid to reconsider the vote by which cloture on the bill was not invoked', u'sponsor_id': u'R000146', u'bill_id': u's1348-110'}",Senate,110,2007-05-22,Dorgan Amdt. No. 1153; To strike the Y nonimmigrant guestworker program.,T000162,No,On the Amendment ,Rejected,174,1,17:47:00,"{u'not_voting': 5, u'yes': 31, u'present': 0, u'no': 64}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/174.json,s1348,R000146,https://api.propublica.org/congress/v1/110/bills/s1348.json
{},"{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 1348', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/s1348.json', u'latest_action': u'Senate floor actions. Status: Motion by Senator Reid to reconsider the vote by which cloture on the bill was not invoked', u'sponsor_id': u'R000146', u'bill_id': u's1348-110'}",Senate,110,2007-05-21,Motion to Invoke Cloture on the Motion to Proceed to Consider S.1348; Comprehensive Immigration Reform Act of 2007,T000162,No,On the Cloture Motion,Agreed to,173,1,17:43:00,"{u'not_voting': 8, u'yes': 69, u'present': 0, u'no': 23}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/173.json,s1348,R000146,https://api.propublica.org/congress/v1/110/bills/s1348.json
{},"{u'title': u'An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2008 and including the appropriate budgetary levels for fiscal years 2007 and 2009 through 2012.', u'number': u'S.Con.Res. 21', u'bill_uri': u'https://api.propublica.org/congress/v1/110/bills/sconres21.json', u'latest_action': u'Conference report agreed to in Senate. Status: Senate agreed to conference report by Yea-Nay Vote. 52 - 40. Record Vote Number: 172.', u'sponsor_id': u'C000705', u'bill_id': u'sconres21-110'}",Senate,110,2007-05-17,S. Con. Res. 21 Conference Report; An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2008 and including the appropriate budgetary levels ...,T000162,No,On the Conference Report,Agreed to,172,1,16:03:00,"{u'not_voting': 0, u'yes': 8, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/172.json,sconres21,C000705,https://api.propublica.org/congress/v1/110/bills/sconres21.json
