amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'Providing for a conditional adjournment of the House of Representatives and a conditional recess or adjournment of the Senate.', u'number': u'H.Con.Res. 321', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hconres321.json', u'latest_action': u'Message on Senate action sent to the House.', u'sponsor_id': u'A000363', u'bill_id': u'hconres321-111'}",Senate,111,2010-09-29,,K000373,,Yes,On the Resolution,Resolution Agreed to,248,2,20:11:00,"{u'not_voting': 7, u'yes': 54, u'present': 0, u'no': 39}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/248.json,hconres321,A000363,https://api.propublica.org/congress/v1/111/bills/hconres321.json
{},"{u'title': u'Continuing Appropriations Act, 2011', u'number': u'H.R. 3081', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr3081.json', u'latest_action': u'Became Public Law No: 111-242', u'sponsor_id': u'L000480', u'bill_id': u'hr3081-111'}",Senate,111,2010-09-29,"Continuing Appropriations Act, 2011 ",K000373,,Yes,On Passage of the Bill,Bill Passed,247,2,19:51:00,"{u'not_voting': 1, u'yes': 69, u'present': 0, u'no': 30}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/247.json,hr3081,L000480,https://api.propublica.org/congress/v1/111/bills/hr3081.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/hamdt4.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/H001036.json', u'number': u'S.Amdt. 4677 to S.Amdt. 4674', u'sponsor_party': u'R', u'sponsor': u'Jeb Hensarling', u'sponsor_id': u'H001036', u'sponsor_state': u'Tex.'}","{u'title': u'Continuing Appropriations Act, 2011', u'number': u'H.R. 3081', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr3081.json', u'latest_action': u'Became Public Law No: 111-242', u'sponsor_id': u'L000480', u'bill_id': u'hr3081-111'}",Senate,111,2010-09-29,"Continuing Appropriations Act, 2011 ",K000373,,No,On the Amendment,Amendment Rejected,246,2,19:35:00,"{u'not_voting': 1, u'yes': 39, u'present': 0, u'no': 60}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/246.json,hr3081,L000480,https://api.propublica.org/congress/v1/111/bills/hr3081.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/hamdt4.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/H001036.json', u'number': u'S.Amdt. 4676 to S.Amdt. 4674', u'sponsor_party': u'R', u'sponsor': u'Jeb Hensarling', u'sponsor_id': u'H001036', u'sponsor_state': u'Tex.'}","{u'title': u'Continuing Appropriations Act, 2011', u'number': u'H.R. 3081', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr3081.json', u'latest_action': u'Became Public Law No: 111-242', u'sponsor_id': u'L000480', u'bill_id': u'hr3081-111'}",Senate,111,2010-09-29,"Continuing Appropriations Act, 2011 ",K000373,,No,On the Amendment,Amendment Rejected,245,2,19:02:00,"{u'not_voting': 1, u'yes': 48, u'present': 0, u'no': 51}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/245.json,hr3081,L000480,https://api.propublica.org/congress/v1/111/bills/hr3081.json
{},"{u'title': u'A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule relating to status as a grandfathered health plan under the Patient Protection and Affordable Care Act.', u'number': u'S.J.Res. 39', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/sjres39.json', u'latest_action': u'Senate floor actions. Status: Motion to proceed to consideration of measure rejected in Senate by Yea-Nay Vote. 40 - 59. Record Vote Number: 244.', u'sponsor_id': u'E000285', u'bill_id': u'sjres39-111'}",Senate,111,2010-09-29,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule relating to status as a grandfathered health plan under the Patient ...",K000373,,No,On the Motion to Proceed,Motion to Proceed Rejected,244,2,12:23:00,"{u'not_voting': 1, u'yes': 40, u'present': 0, u'no': 59}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/244.json,sjres39,E000285,https://api.propublica.org/congress/v1/111/bills/sjres39.json
{},"{u'title': u'Continuing Appropriations Act, 2011', u'number': u'H.R. 3081', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr3081.json', u'latest_action': u'Became Public Law No: 111-242', u'sponsor_id': u'L000480', u'bill_id': u'hr3081-111'}",Senate,111,2010-09-28,"Continuing Appropriations Act, 2011 ",K000373,,Yes,On the Cloture Motion,Cloture Motion Agreed to,243,2,12:19:00,"{u'not_voting': 2, u'yes': 83, u'present': 0, u'no': 15}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/243.json,hr3081,L000480,https://api.propublica.org/congress/v1/111/bills/hr3081.json
{},"{u'title': u'Creating American Jobs and Ending Offshoring Act', u'number': u'S. 3816', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/s3816.json', u'latest_action': u'Senate floor actions. Status: Cloture on the motion to proceed to the bill not invoked in Senate by Yea-Nay Vote. 53 - 45. Record Vote Number: 242.', u'sponsor_id': u'D000563', u'bill_id': u's3816-111'}",Senate,111,2010-09-28,S.3816 -- Creating American Jobs and Ending Offshoring Act,K000373,,Yes,On the Cloture Motion,Cloture Motion Rejected,242,2,11:31:00,"{u'not_voting': 2, u'yes': 53, u'present': 0, u'no': 45}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/242.json,s3816,D000563,https://api.propublica.org/congress/v1/111/bills/s3816.json
{},"{u'title': u'Creating American Jobs and Ending Offshoring Act', u'number': u'S. 3816', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/s3816.json', u'latest_action': u'Senate floor actions. Status: Cloture on the motion to proceed to the bill not invoked in Senate by Yea-Nay Vote. 53 - 45. Record Vote Number: 242.', u'sponsor_id': u'D000563', u'bill_id': u's3816-111'}",Senate,111,2010-09-27,S.3816 -- Creating American Jobs and Ending Offshoring Act,K000373,,Yes,On the Motion,Motion Agreed to,241,2,19:05:00,"{u'not_voting': 27, u'yes': 48, u'present': 0, u'no': 25}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/241.json,s3816,D000563,https://api.propublica.org/congress/v1/111/bills/s3816.json
{},"{u'title': u'Democracy is Strengthened by Casting Light on Spending in Elections Act', u'number': u'S. 3628', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/s3628.json', u'latest_action': u'Senate floor actions. Status: Upon reconsideration, cloture on the motion to proceed to the bill (S.3628 ) not invoked in Senate by Yea-Nay Vote. 59 - 39. Record Vote Number: 240.', u'sponsor_id': u'S000148', u'bill_id': u's3628-111'}",Senate,111,2010-09-23,S.3628 -- DISCLOSE Act,K000373,,Yes,On the Cloture Motion,Cloture Motion Rejected,240,2,14:20:00,"{u'not_voting': 2, u'yes': 59, u'present': 0, u'no': 39}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/240.json,s3628,S000148,https://api.propublica.org/congress/v1/111/bills/s3628.json
{},"{u'title': u'A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Mediation Board relating to representation election procedures.', u'number': u'S.J.Res. 30', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/sjres30.json', u'latest_action': u'Senate floor actions. Status: Motion to proceed to consideration of measure rejected in Senate by Yea-Nay Vote. 43 - 56. Record Vote Number: 239.', u'sponsor_id': u'I000055', u'bill_id': u'sjres30-111'}",Senate,111,2010-09-23,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Mediation Board relating to representation election procedures.",K000373,,No,On the Motion to Proceed,Motion to Proceed Rejected,239,2,12:30:00,"{u'not_voting': 1, u'yes': 43, u'present': 0, u'no': 56}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/239.json,sjres30,I000055,https://api.propublica.org/congress/v1/111/bills/sjres30.json
{},"{u'title': u'National Defense Authorization Act for Fiscal Year 2011', u'number': u'S. 3454', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/s3454.json', u'latest_action': u'Senate committee/subcommittee actions. Status: Senate Committee on Armed Services. Hearings held prior to introduction and/or referral. Hearings printed: S.Hrg. 111-701, pt. 1.', u'sponsor_id': u'L000261', u'bill_id': u's3454-111'}",Senate,111,2010-09-21,S.3454 -- National Defense Authorization Act for Fiscal Year 2011,K000373,,Yes,On the Cloture Motion,Cloture Motion Rejected,238,2,14:39:00,"{u'not_voting': 1, u'yes': 56, u'present': 0, u'no': 43}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/238.json,s3454,L000261,https://api.propublica.org/congress/v1/111/bills/s3454.json
{},"{u'title': u'Small Business Jobs Act of 2010', u'number': u'H.R. 5297', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr5297.json', u'latest_action': u'Became Public Law No: 111-240', u'sponsor_id': u'F000339', u'bill_id': u'hr5297-111'}",Senate,111,2010-09-16,Small Business Jobs Act of 2010 ,K000373,,Yes,On Passage of the Bill,Bill Passed,237,2,12:30:00,"{u'not_voting': 1, u'yes': 61, u'present': 0, u'no': 38}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/237.json,hr5297,F000339,https://api.propublica.org/congress/v1/111/bills/hr5297.json
{},"{u'title': u'Small Business Jobs Act of 2010', u'number': u'H.R. 5297', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr5297.json', u'latest_action': u'Became Public Law No: 111-240', u'sponsor_id': u'F000339', u'bill_id': u'hr5297-111'}",Senate,111,2010-09-16,Small Business Jobs Act of 2010 ,K000373,,Yes,On the Cloture Motion,Cloture Motion Agreed to,236,2,12:01:00,"{u'not_voting': 1, u'yes': 61, u'present': 0, u'no': 38}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/236.json,hr5297,F000339,https://api.propublica.org/congress/v1/111/bills/hr5297.json
