amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'In the matter of Representative Newt Gingrich.', u'number': u'H RES 31', u'bill_uri': u'https://api.propublica.org/congress/v1/105/bills/hres31.json', u'latest_action': u'Passed/agreed to in House. Status: On agreeing to the resolution Agreed to by recorded vote: 395 - 28, 5 Present (Roll no. 8).', u'sponsor_id': u'J000163', u'bill_id': u'hres31-105'}",House,105,1997-01-21,In the matter of Representative Newt Gingrich.,T000113,Not Voting,On Agreeing to the Resolution,Passed,8,1,14:07:00,"{u'not_voting': 6, u'yes': 395, u'present': 5, u'no': 28}",https://api.propublica.org/congress/v1/105/house/sessions/1/votes/8.json,hres31,J000163,https://api.propublica.org/congress/v1/105/bills/hres31.json
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.3610', u'bill_id': u'hr3610-104', u'latest_action': None}",House,104,1996-09-28,Department of Defense Appropriations for F.Y. 1997,T000113,Yes,On Agreeing to the Conference Report,Passed,455,2,22:15:00,"{u'not_voting': 26, u'yes': 370, u'present': 1, u'no': 37}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/455.json,hr3610,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.RES.546', u'bill_id': u'hres546-104', u'latest_action': None}",House,104,1996-09-28,Consideration of Sine Die Resolutions,T000113,No,On Ordering the Previous Question,Passed,454,2,20:05:00,"{u'not_voting': 27, u'yes': 223, u'present': 0, u'no': 183}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/454.json,hres546,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.4236', u'bill_id': u'hr4236-104', u'latest_action': None}",House,104,1996-09-28,Omnibus Parks and Public Lands Management Act,T000113,Yes,"On Motion to Suspend the Rules and Pass, as Amended",Passed,453,2,19:46:00,"{u'not_voting': 25, u'yes': 404, u'present': 0, u'no': 4}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/453.json,hr4236,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.3163', u'bill_id': u'hr3163-104', u'latest_action': None}",House,104,1996-09-28,State Authority Tax Compensation Act,T000113,No,Suspend the rules and pass,Failed,452,2,19:36:00,"{u'not_voting': 25, u'yes': 199, u'present': 0, u'no': 209}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/452.json,hr3163,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.1332', u'bill_id': u'hr1332-104', u'latest_action': None}",House,104,1996-09-28,Omnibus Insular Areas Act of 1996,T000113,Yes,"Suspend the rules and pass, as amended",Passed,451,2,19:25:00,"{u'not_voting': 30, u'yes': 398, u'present': 0, u'no': 5}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/451.json,hr1332,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'S.1505', u'bill_id': u's1505-104', u'latest_action': None}",House,104,1996-09-27,Accountable Pipline Safety and Partnership Act of 1996,T000113,Yes,Suspend the rules and pass,Passed,450,2,17:36:00,"{u'not_voting': 32, u'yes': 276, u'present': 0, u'no': 125}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/450.json,s1505,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.4000', u'bill_id': u'hr4000-104', u'latest_action': None}",House,104,1996-09-27,Reestablish POW/MIA Procedures,T000113,Yes,"Suspend the rules and pass, as amended",Passed,449,2,17:27:00,"{u'not_voting': 29, u'yes': 404, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/449.json,hr4000,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'S.39', u'bill_id': u's39-104', u'latest_action': None}",House,104,1996-09-27,Sustainable Fisheries Act,T000113,Yes,On Motion to Suspend the Rules and Pass,Passed,448,2,15:09:00,"{u'not_voting': 19, u'yes': 384, u'present': 0, u'no': 30}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/448.json,s39,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.4073', u'bill_id': u'hr4073-104', u'latest_action': None}",House,104,1996-09-27,National Underground Railroad Freedom Center,T000113,Yes,On Motion to Suspend the Rules and Pass,Failed,447,2,15:00:00,"{u'not_voting': 19, u'yes': 244, u'present': 0, u'no': 170}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/447.json,hr4073,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.3539', u'bill_id': u'hr3539-104', u'latest_action': None}",House,104,1996-09-27,Federal Aviation Authorization Act of 1996,T000113,No,On Agreeing to the Conference Report,Passed,446,2,14:18:00,"{u'not_voting': 17, u'yes': 218, u'present': 0, u'no': 198}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/446.json,hr3539,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.RES.540', u'bill_id': u'hres540-104', u'latest_action': None}",House,104,1996-09-27,Waiving points of order against the conference report on H.R. 3539,T000113,No,On Agreeing to the Resolution,Passed,445,2,12:43:00,"{u'not_voting': 24, u'yes': 222, u'present': 0, u'no': 187}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/445.json,hres540,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.3841', u'bill_id': u'hr3841-104', u'latest_action': None}",House,104,1996-09-26,Civil Service Reform Act,T000113,No,"Suspend the rules and pass, as amended",Failed,444,2,19:19:00,"{u'not_voting': 8, u'yes': 224, u'present': 0, u'no': 201}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/444.json,hr3841,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R.4011', u'bill_id': u'hr4011-104', u'latest_action': None}",House,104,1996-09-26,Congressional Pension Forfeiture Act,T000113,Yes,"Suspend the rules and pass, as amended",Passed,443,2,19:07:00,"{u'not_voting': 9, u'yes': 391, u'present': 1, u'no': 32}",https://api.propublica.org/congress/v1/104/house/sessions/2/votes/443.json,hr4011,NA,NA
