amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to teacher preparation issues.', u'number': u'H J RES 58', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hjres58.json', u'latest_action': u'Became Public Law No: 115-14.', u'sponsor_id': u'G000558', u'bill_id': u'hjres58-115'}",House,115,2017-02-07,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to teacher preparation issues",P000591,Not Voting,On Passage,Passed,85,1,17:10:00,"{u'not_voting': 11, u'yes': 240, u'present': 0, u'no': 181}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/85.json,hjres58,G000558,https://api.propublica.org/congress/v1/115/bills/hjres58.json
{},"{u'title': u'Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to accountability and State plans under the Elementary and Secondary Education Act of 1965.', u'number': u'H J RES 57', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hjres57.json', u'latest_action': u'Became Public Law No: 115-13.', u'sponsor_id': u'R000592', u'bill_id': u'hjres57-115'}",House,115,2017-02-07,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to accountability and State plans under the ...",P000591,Not Voting,On Passage,Passed,84,1,17:03:00,"{u'not_voting': 8, u'yes': 234, u'present': 0, u'no': 190}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/84.json,hjres57,R000592,https://api.propublica.org/congress/v1/115/bills/hjres57.json
{},"{u'title': u'Disapproving the rule submitted by the Department of the Interior relating to Bureau of Land Management regulations that establish the procedures used to prepare, revise, or amend land use plans pursuant to the Federal Land Policy and Management Act of 1976.', u'number': u'H J RES 44', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hjres44.json', u'latest_action': u'Became Public Law No: 115-12.', u'sponsor_id': u'C001109', u'bill_id': u'hjres44-115'}",House,115,2017-02-07,"Disapproving the rule submitted by the Department of the Interior relating to Bureau of Land Management regulations that establish the procedures used to prepare, revise, or amend land use plans ...",P000591,Not Voting,On Passage,Passed,83,1,16:57:00,"{u'not_voting': 12, u'yes': 234, u'present': 0, u'no': 186}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/83.json,hjres44,C001109,https://api.propublica.org/congress/v1/115/bills/hjres44.json
{},"{u'title': u'Providing for consideration of the joint resolution (H.J. Res. 44) disapproving the rule submitted by the Department of the Interior relating to Bureau of Land Management regulations that establish the procedures used to prepare, revise, or amend land use plans pursuant to the Federal Land Policy and Management Act of 1976; providing for consideration of the joint resolution (H.J. Res. 57) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to accountability and State plans under the Elementary and Secondary Education Act of 1965; and providing for consideration of the joint resolution (H.J. Res. 58) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to teacher preparation issues.', u'number': u'H RES 91', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hres91.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'B001289', u'bill_id': u'hres91-115'}",House,115,2017-02-07,"Providing for consideration of H.J.Res 44, H.J.Res. 57, and H.J.Res 58.",P000591,Not Voting,On Agreeing to the Resolution,Passed,82,1,13:43:00,"{u'not_voting': 13, u'yes': 233, u'present': 0, u'no': 186}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/82.json,hres91,B001289,https://api.propublica.org/congress/v1/115/bills/hres91.json
{},"{u'title': u'Providing for consideration of the joint resolution (H.J. Res. 44) disapproving the rule submitted by the Department of the Interior relating to Bureau of Land Management regulations that establish the procedures used to prepare, revise, or amend land use plans pursuant to the Federal Land Policy and Management Act of 1976; providing for consideration of the joint resolution (H.J. Res. 57) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to accountability and State plans under the Elementary and Secondary Education Act of 1965; and providing for consideration of the joint resolution (H.J. Res. 58) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to teacher preparation issues.', u'number': u'H RES 91', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hres91.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'B001289', u'bill_id': u'hres91-115'}",House,115,2017-02-07,"Providing for consideration of H.J.Res 44, H.J.Res. 57, and H.J.Res 58.",P000591,Not Voting,On Ordering the Previous Question,Passed,81,1,13:36:00,"{u'not_voting': 11, u'yes': 234, u'present': 0, u'no': 187}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/81.json,hres91,B001289,https://api.propublica.org/congress/v1/115/bills/hres91.json
{},"{u'title': u'To transfer administrative jurisdiction over certain Bureau of Land Management land from the Secretary of the Interior to the Secretary of Veterans Affairs for inclusion in the Black Hills National Cemetery, and for other purposes.', u'number': u'H R 337', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hr337.json', u'latest_action': u'Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.', u'sponsor_id': u'N000184', u'bill_id': u'hr337-115'}",House,115,2017-02-06,Black Hills National Cemetery Boundary Expansion Act,P000591,Not Voting,On Motion to Suspend the Rules and Pass,Passed,80,1,18:58:00,"{u'not_voting': 25, u'yes': 407, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/80.json,hr337,N000184,https://api.propublica.org/congress/v1/115/bills/hr337.json
{},"{u'title': u'To insure adequate use and access to the existing Bolts Ditch headgate and ditch segment within the Holy Cross Wilderness in Eagle County, Colorado, and for other purposes.', u'number': u'H R 689', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hr689.json', u'latest_action': u'Placed on Senate Legislative Calendar under General Orders. Calendar No. 71.', u'sponsor_id': u'P000598', u'bill_id': u'hr689-115'}",House,115,2017-02-06,Bolts Ditch Access and Use Act,P000591,Not Voting,On Motion to Suspend the Rules and Pass,Passed,79,1,18:51:00,"{u'not_voting': 22, u'yes': 409, u'present': 0, u'no': 1}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/79.json,hr689,P000598,https://api.propublica.org/congress/v1/115/bills/hr689.json
{},"{u'title': u'Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Bureau of Land Management relating to &quot;Waste Prevention, Production Subject to Royalties, and Resource Conservation&quot;.', u'number': u'H J RES 36', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hjres36.json', u'latest_action': u'Motion to proceed to consideration of measure rejected in Senate by Yea-Nay Vote. 49 - 51. Record Vote Number: 125.', u'sponsor_id': u'B001250', u'bill_id': u'hjres36-115'}",House,115,2017-02-03,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Bureau of Land Management relating to “Waste Prevention, Production Subject to ...",P000591,Not Voting,On Passage,Passed,78,1,10:34:00,"{u'not_voting': 20, u'yes': 221, u'present': 0, u'no': 191}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/78.json,hjres36,B001250,https://api.propublica.org/congress/v1/115/bills/hjres36.json
{},"{u'title': u'Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Social Security Administration relating to Implementation of the NICS Improvement Amendments Act of 2007.', u'number': u'H J RES 40', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hjres40.json', u'latest_action': u'Became Public Law No: 115-8.', u'sponsor_id': u'J000174', u'bill_id': u'hjres40-115'}",House,115,2017-02-02,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Social Security Administration relating to Implementation of the NICS Improvement Amendments ...",P000591,Not Voting,On Passage,Passed,77,1,16:07:00,"{u'not_voting': 17, u'yes': 235, u'present': 0, u'no': 180}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/77.json,hjres40,J000174,https://api.propublica.org/congress/v1/115/bills/hjres40.json
{},"{u'title': u'Disapproving the rule submitted by the Department of Defense, the General Services Administration, and the National Aeronautics and Space Administration relating to the Federal Acquisition Regulation.', u'number': u'H J RES 37', u'bill_uri': u'https://api.propublica.org/congress/v1/115/bills/hjres37.json', u'latest_action': u'Became Public Law No: 115-11.', u'sponsor_id': u'F000450', u'bill_id': u'hjres37-115'}",House,115,2017-02-02,"Disapproving the rule submitted by the Department of Defense, the General Services Administration, and the National Aeronautics and Space Administration relating to the Federal Acquisition Regulation",P000591,Not Voting,On Passage,Passed,76,1,15:56:00,"{u'not_voting': 9, u'yes': 236, u'present': 0, u'no': 187}",https://api.propublica.org/congress/v1/115/house/sessions/1/votes/76.json,hjres37,F000450,https://api.propublica.org/congress/v1/115/bills/hjres37.json
