"","candidateId","categoryId","rating"
"108",27016,29,40.5
"109",45519,29,36.5
"110",8404,29,36.5
"111",45638,29,44.1666666666667
"112",27032,29,41.1666666666667
"113",46034,29,30.5
"114",2979,29,42.6666666666667
"115",367,29,62.8333333333333
"116",27037,29,62.8333333333333
"117",2519,29,31.1666666666667
"118",55693,29,36.6666666666667
"119",21853,29,32
"120",9794,29,38.5
"121",55787,29,39.6666666666667
"122",3985,29,18.3636363636364
"123",27066,29,56.8181818181818
"124",27069,29,30.4545454545455
"125",48891,29,58.0909090909091
"126",25186,29,20.6363636363636
"127",27079,29,38.8333333333333
"128",49827,29,45.3333333333333
"129",27082,29,38.5
"130",5488,29,39.5
"131",361,29,42.8333333333333
"132",334,29,33
"133",21706,29,41.8333333333333
"134",21692,29,46
"135",27097,29,37.3333333333333
"136",50120,29,31.8333333333333
"137",27100,29,32.8333333333333
"138",27098,29,38.3333333333333
"139",49296,29,39.5
"140",288,29,37.1666666666667
"141",21689,29,63.3333333333333
"142",50544,29,37.3333333333333
"143",27117,29,42
"144",27116,29,40.1666666666667
"145",56231,29,36.5
"146",845,29,42
"147",26344,29,26.6666666666667
"148",630,29,35.5
"149",27142,29,46.1666666666667
"150",15841,29,38.8
"151",53266,29,42.6
"152",53270,29,43.2
"153",53273,29,54.6
"154",22421,29,52.4
"155",1606,29,62.8
"156",53293,29,38.4
"157",26830,29,41
"158",26847,29,56.2
"159",26866,29,38.4
"160",53298,29,39.8
"161",379,29,26.6
"162",515,29,53
"163",53312,29,40
"164",26976,29,53
"165",27027,29,40
"166",27036,29,57.8
"167",27060,29,52.8
"168",21992,29,24.1
"169",15691,29,31.8
"170",15375,29,38.2
"171",53352,29,41.4
"172",53353,29,53.4
"173",53358,29,53
"174",27122,29,54.6
"175",558,29,43.2
"176",398,29,51.25
"177",28593,29,44.25
"178",3577,29,37.5
"179",24301,29,70.2222222222222
"180",33692,29,28
"181",39507,29,40
"182",41077,29,68.8888888888889
"183",6051,29,21.2222222222222
"184",21031,29,21.2222222222222
"185",41929,29,45.5
"186",23127,29,35.75
"187",9121,29,49
"188",50029,29,50
"189",49198,29,47.25
"190",49680,29,40.75
"191",49210,29,48
"192",49935,29,49.75
"193",5549,29,51.25
"194",5486,29,60.25
"195",3217,29,47.25
"196",51346,29,35
"197",3457,29,42
"198",17189,29,25.6666666666667
"199",1677,29,25.6666666666667
"200",34212,29,50
"201",65092,29,30
"202",2109,29,48.6666666666667
"203",20928,29,31.3333333333333
"204",2291,29,58
"205",65147,29,22
"206",2541,29,29
"207",2572,29,33.3333333333333
"208",65905,29,34.625
"209",52662,29,64.6666666666667
"210",29474,29,23
"211",28918,29,61.3333333333333
"212",104308,29,61.3333333333333
"213",2698,29,66.6666666666667
"214",2653,29,29
"215",30333,29,25.6666666666667
"216",17318,29,34.4285714285714
"217",53825,29,70.375
"218",66247,29,39.625
"219",68070,29,72.5
"220",68964,29,26.6666666666667
"221",6382,29,61
"222",58579,29,25.6666666666667
"223",89417,29,0
"224",66575,29,25.6666666666667
"225",65443,29,24.3333333333333
"226",38982,29,26.6666666666667
"227",21284,29,60.3333333333333
"228",65891,29,38.5
"229",22510,29,29.6666666666667
"230",44741,29,25.6666666666667
"231",8158,29,66.6666666666667
"232",24340,29,72.125
"233",51272,29,27
"234",6302,37,94.7142857142857
"235",18199,37,76.25
"236",26847,37,32.4615384615385
"237",26831,37,32.8787878787879
"238",33692,37,30.6315789473684
"239",26841,37,34.0606060606061
"240",83310,37,18.7692307692308
"241",6382,37,68.4117647058823
"242",233,37,33.09375
"243",6387,37,36.5161290322581
"244",101632,37,37.7333333333333
"245",246,37,58.1515151515151
"246",4844,2,40.6037735849057
"247",4743,2,54.5
"248",35858,2,56.5
"249",53266,36,58
"250",53270,36,73.6530612244898
"251",53273,36,19.24
"252",53293,36,75.26
"253",26830,36,68.8297872340426
"254",26847,36,13.125
"255",26866,36,62.6041666666667
"256",53298,36,67.4545454545455
"257",26900,36,9.8
"258",26888,36,14.5454545454545
"259",53312,36,57.22
"260",21926,36,63.2045454545455
"261",21787,36,71.6
"262",26961,36,10.906976744186
"263",26976,36,14.5652173913043
"264",27008,36,72.7407407407407
"265",21992,36,71.7234042553192
"266",53352,36,66.24
"267",53353,36,18.68
"268",27110,36,8.83720930232558
"269",53358,36,15.64
"270",26717,36,59.45
"271",26732,36,7.11764705882353
"272",26741,36,14.35
"273",21899,36,15.825
"274",26772,36,89.825
"275",26766,36,8.05
"276",26777,36,61.825
"277",26759,36,9.95
"278",26763,36,89.325
"279",26788,36,9.575
"280",26798,36,8.425
"281",26815,36,59.05
"282",26817,36,22.875
"283",26820,36,8.69230769230769
"284",26831,36,10.5897435897436
"285",26841,36,8.92307692307692
"286",26851,36,12.5128205128205
"287",26875,36,59.3
"288",26895,36,11.875
"289",26890,36,7.92307692307692
"290",26906,36,66.45
"291",26918,36,9.35897435897436
"292",26904,36,12.025
"293",26926,36,35.95
"294",26929,36,12.825
"295",21785,36,71.35
"296",21890,36,54.075
"297",26952,36,51.925
"298",26951,36,12.625
"299",22177,36,59.175
"300",26968,36,57.6
"301",26975,36,10.3
"302",26980,36,10.1538461538462
"303",26978,36,13.175
"304",26981,36,8.175
"305",26972,36,10.275
"306",26982,36,10
"307",26991,36,11.1538461538462
"308",21790,36,89.3428571428571
"309",21853,36,16.7692307692308
"310",21991,36,83.1875
"311",27079,36,80.375
"312",27082,36,78.8
"313",21706,36,75.775
"314",21692,36,9.275
"315",27097,36,70
"316",27100,36,18.425
"317",27098,36,10.575
"318",21689,36,19.675
"319",27117,36,8.925
"320",27116,36,77.65
"321",27142,36,89.65
"322",542,36,72.8
"323",379,36,55.7173913043478
"324",515,36,16.2093023255814
"325",418,36,70.625
"326",27018,36,12.3953488372093
"327",27027,36,66.9166666666667
"328",27036,36,23.195652173913
"329",27060,36,17
"330",398,36,62.9473684210526
"331",558,36,69.1521739130435
"332",441,36,62.5789473684211
"333",8315,36,9.91891891891892
"334",142,36,13.7105263157895
"335",561,36,12.0263157894737
"336",233,36,9.55263157894737
"337",246,36,68.1315789473684
"338",552,36,10.5789473684211
"339",345,36,8.38461538461539
"340",119,36,9.52631578947368
"341",478,36,13.2105263157895
"342",4360,36,11.7567567567568
"343",27016,36,13.3333333333333
"344",27032,36,63.5384615384615
"345",367,36,15.3333333333333
"346",27037,36,19.9230769230769
"347",2519,36,9.67567567567568
"348",27066,36,9.31578947368421
"349",27069,36,83.8205128205128
"350",361,36,77.4736842105263
"351",334,36,65.7894736842105
"352",288,36,80.6578947368421
"353",845,36,19.2368421052632
"354",630,36,22.7368421052632
"355",1721,36,69.6585365853659
"356",22658,36,10.4871794871795
"357",24096,36,80.7272727272727
"358",3470,36,9.18918918918919
"359",3564,36,12.8055555555556
"360",8393,36,10.1388888888889
"361",17188,36,12.75
"362",2917,36,57.5833333333333
"363",6387,36,8.47222222222222
"364",18883,36,10.8888888888889
"365",4295,36,10.8888888888889
"366",2979,36,64.2285714285714
"367",26344,36,83.3939393939394
"368",8967,36,13.6571428571429
"369",27958,36,70.6944444444444
"370",28128,36,87.6
"371",22421,36,21.05
"372",1606,36,21.925
"373",27122,36,19.45
"374",11701,36,56.0294117647059
"375",9489,36,11.9117647058824
"376",16553,36,76.5294117647059
"377",8168,36,10.7058823529412
"378",4844,36,11.2941176470588
"379",3812,36,11.5555555555556
"380",9425,36,70.1176470588235
"381",8404,36,69.7941176470588
"382",55693,36,67.8823529411765
"383",5488,36,71
"384",56231,36,14.4117647058824
"385",15841,36,55.4615384615385
"386",6098,36,13.59375
"387",15691,36,59.7027027027027
"388",15375,36,68.8918918918919
"389",5705,36,57.7096774193548
"390",28253,36,10.4516129032258
"391",28399,36,87.9677419354839
"392",16725,36,69.741935483871
"393",29674,36,12.0645161290323
"394",24312,36,61.2068965517241
"395",7826,36,17.4516129032258
"396",10853,36,76.8387096774194
"397",36130,36,12.8666666666667
"398",41077,36,13.1034482758621
"399",10655,36,68.9230769230769
"400",45519,36,53.4516129032258
"401",45638,36,12.9032258064516
"402",46034,36,63.0322580645161
"403",9794,36,56.8709677419355
"404",55787,36,10.6060606060606
"405",3985,36,80.1818181818182
"406",48891,36,33.7741935483871
"407",25186,36,83.3548387096774
"408",49827,36,89.7241379310345
"409",50120,36,81.9677419354839
"410",49296,36,67.8387096774194
"411",50544,36,74.5483870967742
"412",28593,36,10.4642857142857
"413",3577,36,22.8888888888889
"414",24301,36,10.3571428571429
"415",33692,36,18.1785714285714
"416",39507,36,10.5185185185185
"417",6051,36,81.3928571428571
"418",21031,36,79.1428571428571
"419",41929,36,60.7857142857143
"420",23127,36,11.0714285714286
"421",9121,36,57.9642857142857
"422",50029,36,80
"423",49198,36,79.4814814814815
"424",49680,36,10.0357142857143
"425",49210,36,74.2142857142857
"426",49935,36,77.2857142857143
"427",5549,36,76.7857142857143
"428",5486,36,32
"429",3217,36,68.5714285714286
"430",51346,36,50.5357142857143
"431",3457,36,10.3214285714286
"432",17189,36,9.41666666666667
"433",1677,36,8.4
"434",34212,36,25
"435",65092,36,18.3214285714286
"436",2109,36,29.0714285714286
"437",20928,36,21.2857142857143
"438",2291,36,73.2307692307692
"439",65147,36,9.81481481481481
"440",2541,36,13.5
"441",2572,36,11.1785714285714
"442",65905,36,68
"443",52662,36,68.9642857142857
"444",29474,36,11.0416666666667
"445",28918,36,70.0833333333333
"446",2698,36,84.9583333333333
"447",2653,36,14.5416666666667
"448",30333,36,14.375
"449",17318,36,71.4166666666667
"450",53825,36,12.25
"451",66247,36,63.375
"452",68070,36,9.78260869565217
"453",68964,36,12.0833333333333
"454",6382,36,71.2608695652174
"455",58579,36,10.0416666666667
"456",89417,36,9.70833333333333
"457",66575,36,10.625
"458",8618,36,74.9473684210526
"459",65443,36,18.7083333333333
"460",38982,36,11.8611111111111
"461",21284,36,75.625
"462",65891,36,10.4
"463",22510,36,17.5384615384615
"464",44741,36,9.83333333333333
"465",8158,36,89.9130434782609
"466",9926,36,77.8260869565217
"467",24340,36,11.2608695652174
"468",51272,36,14.2083333333333
"469",8425,36,15.1363636363636
"470",101632,36,13.6666666666667
"471",84917,36,9.31818181818182
"472",9026,36,79.8636363636364
"473",110640,36,10.0952380952381
"474",58133,36,71.0909090909091
"475",110942,36,21.5909090909091
"476",2919,36,72.0454545454545
"477",69494,36,70.1052631578947
"478",8749,36,18.5
"479",108924,36,12.5238095238095
"480",1663,36,20.3636363636364
"481",74517,36,11.75
"482",23644,36,11
"483",535,36,22.7727272727273
"484",9715,36,86.0526315789474
"485",16539,36,10.7222222222222
"486",104308,36,76.6666666666667
"487",106220,36,20.5263157894737
"488",1535,36,82.1052631578947
"489",106744,36,15.1578947368421
"490",24280,36,78.1052631578947
"491",107800,36,74
"492",83310,36,14.7777777777778
"493",18594,36,79.1052631578947
"494",18829,36,68.3157894736842
"495",6586,36,15.6842105263158
"496",3833,36,76.5365853658537
"497",20400,36,70.7894736842105
"498",101985,36,67.1578947368421
"499",4443,36,68.64
"500",102842,36,13.4210526315789
"501",2629,36,15.8125
"502",4403,36,14.6842105263158
"503",10813,36,25.5263157894737
"504",24046,36,61.9473684210526
"505",65306,36,74.1052631578947
"506",102008,36,76.3684210526316
"507",95078,36,16.5263157894737
"508",29664,36,13.875
"509",67151,36,13.9333333333333
"510",31969,36,76.4
"511",30004,36,68.0714285714286
"512",1568,36,13.5
"513",122834,36,21.125
"514",1601,36,76.1875
"515",120345,36,70.7142857142857
"516",117285,36,73.4705882352941
"517",41788,36,62.375
"518",124938,36,69.6428571428571
"519",11940,36,71.8666666666667
"520",66395,36,72.1875
"521",126217,36,68.4375
"522",7547,36,41.5
"523",71604,36,51.7857142857143
"524",121610,36,70
"525",121621,36,17
"526",119208,36,56.3571428571429
"527",71815,36,53.7142857142857
"528",123491,36,78.1428571428571
"529",106387,36,78.9285714285714
"530",28769,36,58.5
"531",65403,36,68.8571428571429
"532",24302,36,62
"533",12813,36,70.5
"534",17319,36,11.8571428571429
"535",122251,36,72.1428571428571
"536",11812,36,70.1428571428571
"537",17745,36,14.625
"538",57391,36,80
"539",18199,36,72.2142857142857
"540",116559,36,55.5
"541",34167,36,74.9285714285714
"542",120335,36,59.9285714285714
"543",34433,36,73.9285714285714
"544",35384,36,19.1428571428571
"545",4743,36,17.2857142857143
"546",19157,36,59.5925925925926
"547",38351,36,75.5
"548",105566,36,84.1428571428571
"549",8783,36,60.8571428571429
"550",123401,36,69.4285714285714
"551",69521,36,63.9285714285714
"552",127046,36,56.4285714285714
"553",120649,36,61
"554",45466,36,59.7142857142857
"555",45333,36,58.3571428571429
"556",120678,36,63.0769230769231
"557",119463,36,57.5
"558",119474,36,54.9285714285714
"559",119478,36,59.8571428571429
"560",47143,36,53.1428571428571
"561",7349,36,15.8571428571429
"562",47967,36,82.6153846153846
"563",121782,36,80.3076923076923
"564",58189,36,57.9285714285714
"565",123456,36,64.9285714285714
"566",123473,36,72
"567",25292,36,73.5
"568",116906,36,71.5714285714286
"569",116919,36,70.6428571428571
"570",5148,36,70.3846153846154
"571",101907,36,59.2142857142857
"572",126238,36,66.7142857142857
"573",117396,36,60.4285714285714
"574",135651,36,66.5454545454545
"575",17852,36,11.75
"576",57442,36,21.8181818181818
"577",141272,36,17.25
"578",22381,36,24.3333333333333
"579",135720,36,73.5
"580",41716,36,30.0833333333333
"581",41963,36,65.2727272727273
"582",135705,36,66.2727272727273
"583",50772,36,19.8333333333333
"584",28338,36,37.8181818181818
"585",29713,36,75.9090909090909
"586",59849,36,15.1818181818182
"587",120030,36,21.7272727272727
"588",58121,36,70.8181818181818
"589",129529,36,19
"590",120200,36,57.4545454545455
"591",59904,36,19.9090909090909
"592",9754,36,19
"593",136407,36,24.7272727272727
"594",28963,36,16.7692307692308
"595",22337,36,14.9090909090909
"596",16469,36,13
"597",29100,36,16
"598",70351,36,24
"599",72826,36,23
"600",137622,36,75.8181818181818
"601",137630,36,75.0909090909091
"602",67851,36,73.6363636363636
"603",129306,36,27
"604",33384,36,12.5454545454545
"605",134948,36,26.8
"606",9622,36,61.4545454545455
"607",134964,36,23.4545454545455
"608",34205,36,64.2727272727273
"609",135988,36,68.2727272727273
"610",33997,36,67.4545454545455
"611",132068,36,81
"612",117290,36,64.4545454545455
"613",141275,36,21.0909090909091
"614",135143,36,23.5454545454545
"615",136102,36,15.8181818181818
"616",138505,36,22.4545454545455
"617",136083,36,66.3636363636364
"618",59318,36,69
"619",136462,36,72.5454545454545
"620",136448,36,72.1818181818182
"621",41272,36,69.6363636363636
"622",136459,36,76.5454545454545
"623",444,36,57.1818181818182
"624",122256,36,22.3636363636364
"625",90668,36,17
"626",102404,36,16.0909090909091
"627",12537,36,61.75
"628",69157,36,16.2727272727273
"629",55285,36,17.2727272727273
"630",139760,36,23.7272727272727
"631",139770,36,58.7272727272727
"632",135326,36,79.6666666666667
"633",2427,36,18.7272727272727
"634",143052,36,60.3636363636364
"635",135894,36,80.5
"636",135898,36,67.4
"637",59641,36,18.6666666666667
"638",59980,36,74.7272727272727
"639",119466,36,69.4545454545455
"640",136236,36,22.2727272727273
"641",132382,36,72.4
"642",102026,36,70.5833333333333
"643",78533,36,24.2727272727273
"644",49227,36,19.25
"645",50112,36,70.3636363636364
"646",49671,36,14.4166666666667
"647",137719,36,25.2
"648",135930,36,66.4545454545455
"649",126272,36,20.4545454545455
"650",51516,36,26
"651",126058,36,22.0909090909091
"652",26238,36,16.5454545454545
"653",76151,36,16.5454545454545
"654",27584,36,70.625
"655",8102,36,19.4
"656",35858,36,20.1111111111111
"657",152482,36,12.5714285714286
"658",47357,36,14.5714285714286
"659",114964,36,72.8333333333333
"660",151330,36,61.1666666666667
"661",128583,36,71.1666666666667
"662",57717,36,64
"663",150182,36,70
"664",7455,36,53.5
"665",146274,36,66.1666666666667
"666",146290,36,64.1666666666667
"667",119120,36,53.2307692307692
"668",137299,36,68.8333333333333
"669",123732,36,17.3333333333333
"670",69477,36,15.5
"671",71098,36,67.8333333333333
"672",70114,36,17.5
"673",1516,36,19.8333333333333
"674",71284,36,7.6
"675",29346,36,64.1666666666667
"676",125319,36,69.8333333333333
"677",137676,36,56.3333333333333
"678",32085,36,66.6666666666667
"679",122246,36,71.1666666666667
"680",31618,36,67.5
"681",136062,36,61.5
"682",135714,36,68
"683",155218,36,66.5
"684",6302,36,56.1666666666667
"685",128760,36,75.6666666666667
"686",155414,36,65.8333333333333
"687",155424,36,73.3333333333333
"688",146299,36,25.1666666666667
"689",120909,36,59.6666666666667
"690",37676,36,58.1666666666667
"691",152477,36,67.6
"692",78851,36,11.6666666666667
"693",38894,36,84.52
"694",156389,36,68.8
"695",146255,36,71.5
"696",102964,36,64.8333333333333
"697",5935,36,14.8333333333333
"698",116277,36,15.5714285714286
"699",152113,36,55.3333333333333
"700",24799,36,41.2
"701",110252,36,62.6666666666667
"702",127653,36,24.5
"703",127760,36,62
"704",152539,36,57.6666666666667
"705",152546,36,53.8333333333333
"706",106528,36,59.8333333333333
"707",133557,36,50.5
"708",147381,36,68.5
"709",116911,36,67.3333333333333
"710",360,36,67
"711",135957,36,74
"712",152270,36,72.6666666666667
"713",1707,36,18.1666666666667
"714",112252,36,60.8333333333333
"715",51522,36,61.6666666666667
"716",3493,36,63.3333333333333
"717",145943,36,70.3333333333333
"718",8297,36,61.8333333333333
"719",166760,36,96
"720",6098,27,77.7931034482759
"721",19157,27,28.8666666666667
"722",19344,27,69.3333333333333
"723",65904,27,90
"724",345,27,70
"725",3833,31,57.9333333333333
"726",38982,31,33.1666666666667
"727",38894,31,53.1666666666667
"728",15841,11,79.76
"729",53266,11,70.8634146341463
"730",27958,11,83.4819277108434
"731",53270,11,69.2254901960784
"732",53273,11,47.2878048780488
"733",22421,11,46.0941176470588
"734",1606,11,48.2176470588235
"735",53293,11,76.6048780487805
"736",26830,11,72.5833333333333
"737",26847,11,39.9162561576355
"738",26866,11,76.7881773399015
"739",542,11,78.3571428571429
"740",53298,11,76.809756097561
"741",26900,11,32.622009569378
"742",26888,11,40.585
"743",6098,11,33.1923076923077
"744",379,11,76.2944162436548
"745",515,11,39.860824742268
"746",418,11,80.1479591836735
"747",53312,11,78.7756097560976
"748",21926,11,78.6206896551724
"749",26961,11,40.5
"750",22658,11,36.0393258426966
"751",26976,11,42.3480392156863
"752",27018,11,36.285
"753",27008,11,78.8611111111111
"754",27027,11,75.0341463414634
"755",27036,11,43.6585365853659
"756",27060,11,39.9408866995074
"757",21992,11,77.0837438423645
"758",15691,11,83.7105263157895
"759",15375,11,77.3157894736842
"760",53352,11,78.2585365853659
"761",53353,11,38.5414634146341
"762",27110,11,32.0959595959596
"763",53358,11,44.7219512195122
"764",27122,11,45.8882352941176
"765",3470,11,34.121546961326
"766",11701,11,84.1220930232558
"767",558,11,74.3248730964467
"768",26717,11,74.3560975609756
"769",5705,11,84.7548387096774
"770",441,11,78.6532663316583
"771",28253,11,25.9150326797386
"772",28399,11,78.4313725490196
"773",3564,11,37.3101604278075
"774",26732,11,30.7365853658537
"775",8315,11,28.3717277486911
"776",26741,11,34.9271844660194
"777",21899,11,32.3106796116505
"778",16725,11,85.7254901960784
"779",9489,11,34.7784090909091
"780",142,11,32.7828282828283
"781",8393,11,28.4032258064516
"782",29674,11,28.640522875817
"783",26772,11,77.8398058252427
"784",26766,11,30.1707317073171
"785",26777,11,82.9223300970874
"786",26759,11,28.9463414634146
"787",26763,11,76.378640776699
"788",16553,11,84.3236994219653
"789",8168,11,35.5819209039548
"790",561,11,33
"791",17188,11,33.3135135135135
"792",26788,11,31.7632850241546
"793",26798,11,30.5314009661836
"794",24312,11,84.0759493670886
"795",26815,11,78.1165048543689
"796",26817,11,54.3091787439614
"797",26820,11,30.5072463768116
"798",7826,11,45.1728395061728
"799",10853,11,81.8860759493671
"800",2917,11,83.5351351351351
"801",26831,11,30.7391304347826
"802",26841,11,29.6237623762376
"803",233,11,33.0402010050251
"804",6387,11,28.1436170212766
"805",246,11,80.7222222222222
"806",26851,11,31.247572815534
"807",26875,11,81.9371980676328
"808",26895,11,33.747572815534
"809",552,11,31.6565656565657
"810",18883,11,29.3497267759563
"811",4844,11,32.1190476190476
"812",36130,11,40.8961038961039
"813",26890,11,33.2850241545894
"814",345,11,30.3512195121951
"815",26906,11,82.0193236714976
"816",26918,11,34.5631067961165
"817",26904,11,28.752427184466
"818",3812,11,29.7873563218391
"819",26926,11,60.3091787439614
"820",8967,11,34.3793103448276
"821",9425,11,85.0397727272727
"822",26929,11,33.3719806763285
"823",21785,11,67.5441176470588
"824",119,11,36.6633165829146
"825",21890,11,71.1980676328502
"826",26952,11,68.6650485436893
"827",26951,11,33.0634146341463
"828",478,11,33.7929292929293
"829",22177,11,81.2608695652174
"830",10655,11,84.9172932330827
"831",26968,11,73.8009708737864
"832",4360,11,38.0673575129534
"833",26975,11,33.9320388349515
"834",26980,11,31.2912621359223
"835",26978,11,36.2780487804878
"836",4295,11,34.8324324324324
"837",26981,11,29.3495145631068
"838",26972,11,33.3009708737864
"839",26982,11,35.0825242718447
"840",26991,11,31.6067961165049
"841",21790,11,80.1483516483516
"842",27016,11,32.2898550724638
"843",45519,11,85.9281045751634
"844",8404,11,85.2613636363636
"845",45638,11,35.9358974358974
"846",27032,11,80.8840579710145
"847",46034,11,86.1233766233766
"848",2979,11,85.0810810810811
"849",367,11,31.5121951219512
"850",27037,11,33.0628019323672
"851",2519,11,31.7875647668394
"852",55693,11,86.0175438596491
"853",21853,11,34.3526570048309
"854",9794,11,83.0986842105263
"855",55787,11,33.5348837209302
"856",3985,11,80.7810650887574
"857",27066,11,35.9033816425121
"858",27069,11,75.4830917874396
"859",48891,11,47.8116883116883
"860",25186,11,82.5290322580645
"861",27079,11,77.2028985507246
"862",49827,11,79.461038961039
"863",27082,11,78.6763285024155
"864",5488,11,82.7134831460674
"865",361,11,80.9849246231156
"866",334,11,81.2373737373737
"867",21706,11,78.6135265700483
"868",21692,11,33.9661835748792
"869",27097,11,81.3381642512077
"870",50120,11,81.3701298701299
"871",27100,11,37.1941747572816
"872",27098,11,35.0533980582524
"873",49296,11,83.6948051948052
"874",288,11,81.9095477386935
"875",21689,11,32.3512195121951
"876",50544,11,81.7894736842105
"877",27117,11,30.1739130434783
"878",27116,11,79.9565217391304
"879",56231,11,43.3236994219653
"880",845,11,39.6497461928934
"881",26344,11,82.1912568306011
"882",630,11,39.4170854271357
"883",27142,11,74.8357487922705
"884",1721,11,82.5056818181818
"885",21787,11,77.7939698492462
"886",398,11,80.5859872611465
"887",28593,11,31.869918699187
"888",3577,11,60.8074074074074
"889",24301,11,36.2985074626866
"890",33692,11,40.2460317460317
"891",39507,11,31.1666666666667
"892",41077,11,34.4924242424242
"893",6051,11,80.296875
"894",21031,11,82.7380952380952
"895",41929,11,86.031746031746
"896",23127,11,35.6587301587302
"897",9121,11,89.6875
"898",50029,11,80.2301587301587
"899",49198,11,81.9523809523809
"900",49680,11,35.8650793650794
"901",49210,11,86.9761904761905
"902",49935,11,85.031746031746
"903",5549,11,83.0441176470588
"904",5486,11,72.4393939393939
"905",3217,11,85.8345864661654
"906",51346,11,83.8095238095238
"907",3457,11,29.3880597014925
"908",17189,11,40.2972972972973
"909",1677,11,36.21
"910",34212,11,60.46
"911",65092,11,46.7352941176471
"912",2109,11,48.8137254901961
"913",20928,11,44.9464285714286
"914",2291,11,80.4455445544555
"915",65147,11,40.7040816326531
"916",2541,11,46.4411764705882
"917",2572,11,40.0294117647059
"918",65905,11,80.7254901960784
"919",52662,11,80.037037037037
"920",29474,11,37.2980769230769
"921",8425,11,35.992
"922",28918,11,86.3474576271186
"923",104308,11,86.3
"924",2698,11,78.5775862068966
"925",2653,11,40.2201834862385
"926",30333,11,30.9326923076923
"927",17318,11,86.5172413793103
"928",53825,11,34.8058252427184
"929",66247,11,87.2474226804124
"930",68070,11,28.3883495145631
"931",68964,11,40.6442307692308
"932",6382,11,87.4912280701754
"933",101632,11,45.8311688311688
"934",58579,11,31.5576923076923
"935",9026,11,85.2033898305085
"936",89417,11,33.1844660194175
"937",66575,11,30.6442307692308
"938",65443,11,42.3365384615385
"939",38982,11,28.6697247706422
"940",21284,11,88.8207547169811
"941",65891,11,33.6825396825397
"942",22510,11,39.7570093457944
"943",44741,11,29.3267326732673
"944",8158,11,79.1025641025641
"945",9926,11,85.8803418803419
"946",24340,11,32.7102803738318
"947",58133,11,86.4038461538462
"948",51272,11,29.0857142857143
"949",120345,11,93.9275362318841
"950",71604,11,92.1142857142857
"951",121610,11,83.5441176470588
"952",121621,11,47.3428571428571
"953",119208,11,92.0869565217391
"954",71815,11,95.9130434782609
"955",123491,11,84.6521739130435
"956",106387,11,84.7971014492754
"957",29664,11,31.3529411764706
