1,state_abbreviation,state,district,fec_id,incumbent,candidate_name_first,candidate_name_last,candidate_name,total_votes,party,primary_votes,primary_percent,runoff_votes,runoff_percent,general_votes_,general_percent,ge_runoff_election_votes_la,ge_runoff_election_percent_la,combined_ge_party_totals_ct_ny_sc,combined_percent_ct_ny_sc,ge_winner_indicator,footnotes,election_year,ge_runoff,ge_runoff_percent,combined_ge_party_totals_ct_ny,combined_percent_ct_ny,combined_ge_party_totals_ny_sc,combined_percent_ny_sc,party_cleaner
159.0,AZ,Arizona,08,H4AZ04024,1.0,Trent ,Franks,"Franks, Trent ",,R,57257,0.8316557003210017,,,172809,0.6334849756773501,,,,,W,,2012,,,,,,,R
169.0,AZ,Arizona,09,H2AZ09019,0.0,Kyrsten,Sinema,"Sinema, Kyrsten",,D,15536,0.40775832655310884,,,121881,0.4873,,,,,W,,2012,,,,,,,D
187.0,AZ,Arizona,S,S2AZ00141,0.0,Jeff,Flake,"Flake, Jeff",,R,357360,0.6925245869870645,,,1104457,0.4923,,,,,W,,2012,,,,,,,R
203.0,AR,Arkansas,01,H0AR01083,1.0,Rick ,Crawford,"Crawford, Rick ",,R,Unopposed,,,,138800,0.5623007336647181,,,,,W,,2012,,,,,,,R
212.0,AR,Arkansas,02,H0AR02107,1.0,Tim ,Griffin,"Griffin, Tim ",,R,Unopposed,,,,158175,0.5519054564232828,,,,,W,,2012,,,,,,,R
218.0,AR,Arkansas,03,H0AR03055,1.0,Steve,Womack,"Womack, Steve",,R,Unopposed,,,,186467,0.7590450215745339,,,,,W,,2012,,,,,,,R
224.0,AR,Arkansas,04,H2AR04083,0.0,Tom,Cotton,"Cotton, Tom",,R,20899,0.5755397664683851,,,154149,0.5952779075739613,,,,,W,,2012,,,,,,,R
240.0,CA,California,01,H2CA02142,0.0,Doug,La Malfa,"La Malfa, Doug",,R,66527,0.3793176194223028,,,168827,0.5738257656867644,,,,,W,,2012,,,,,,,R
250.0,CA,California,02,H2CA06259,0.0,Jared ,Huffman,"Huffman, Jared ",,D,63922,0.37485852348363563,,,226216,0.7124329976127939,,,,,W,,2012,,,,,,,D
264.0,CA,California,03,H0CA10149,1.0,John ,Garamendi,"Garamendi, John ",,D,59546,0.5147431298138847,,,126882,0.5423049305887985,,,,,W,,2012,,,,,,,D
271.0,CA,California,04,H8CA04152,1.0,Tom,McClintock,"McClintock, Tom",,R,114311,0.6478709596975759,,,197803,0.6110915449445145,,,,,W,,2012,,,,,,,R
275.0,CA,California,05,H8CA01109,1.0,Mike ,Thompson,"Thompson, Mike ",,D,95748,0.7219779971195681,,,202872,0.7447112331462427,,,,,W,,2012,,,,,,,D
280.0,CA,California,06,H6CA05195,1.0,Doris ,Matsui,"Matsui, Doris ",,D,67174,0.7140473026840287,,,160667,0.7505243538419137,,,,,W,,2012,,,,,,,D
285.0,CA,California,07,H0CA03078,0.0,Ami ,Bera,"Bera, Ami ",,D,49433,0.40996019240338366,,,141241,0.5168154092158176,,,,,W,,2012,,,,,,,D
291.0,CA,California,08,H2CA08164,0.0,Paul ,Cook,"Cook, Paul ",,R,12517,0.1529148749022674,,,103093,0.5738738839037207,,,,,W,,2012,,,,,,,R
306.0,CA,California,09,H4CA11081,1.0,Jerry ,McNerney,"McNerney, Jerry ",,D,45696,0.4777817276928546,,,118373,0.5555409546783557,,,,,W,,2012,,,,,,,D
311.0,CA,California,10,H0CA19173,1.0,Jeff,Denham,"Denham, Jeff",,R,45779,0.49237437618310104,,,110265,0.5270818694162018,,,,,W,,2012,,,,,,,R
318.0,CA,California,11,H6CA07043,1.0,George ,Miller,"Miller, George ",,D,76163,0.584865960698187,,,200743,0.6973172756609548,,,,,W,,2012,,,,,,,D
324.0,CA,California,12,H8CA05035,1.0,Nancy ,Pelosi,"Pelosi, Nancy ",,D,89446,0.7488091351265372,,,253709,0.850838567744402,,,,,W,,2012,,,,,,,D
332.0,CA,California,13,H8CA09060,1.0,Barbara ,Lee,"Lee, Barbara ",,D,94709,0.831130651502387,,,250436,0.8678157334830309,,,,,W,,2012,,,,,,,D
337.0,CA,California,14,H8CA12171,1.0,Jackie ,Speier,"Speier, Jackie ",,D,80850,0.7434072602890875,,,203828,0.7891653728661971,,,,,W,,2012,,,,,,,D
342.0,CA,California,15,H2CA15094,0.0,Eric,Swalwell,"Swalwell, Eric",,D,34347,0.36189783790618285,,,120388,0.5210834768908472,,,,,W,,2012,,,,,,,D
347.0,CA,California,16,H4CA20082,1.0,Jim,Costa,"Costa, Jim",,D,25355,0.426736905883937,,,84649,0.5740861308918277,,,,,W,,2012,,,,,,,D
354.0,CA,California,17,H0CA15148,1.0,Mike ,Honda,"Honda, Mike ",,D,60252,0.6670135390951057,,,159392,0.7354471964859178,,,,,W,,2012,,,,,,,D
359.0,CA,California,18,H8CA12098,1.0,Anna G.,Eshoo,"Eshoo, Anna G.",,D,86851,0.6146306597030557,,,212831,0.7048924599415767,,,,,W,,2012,,,,,,,D
365.0,CA,California,19,H4CA16049,1.0,Zoe ,Lofgren,"Lofgren, Zoe ",,D,60726,0.6517903142709943,,,162300,0.7323577587957385,,,,,W,,2012,,,,,,,D
371.0,CA,California,20,H4CA17021,1.0,Sam,Farr,"Farr, Sam",,D,68895,0.6437040428295135,,,172996,0.7406855567258372,,,,,W,,2012,,,,,,,D
380.0,CA,California,21,H2CA20094,0.0,David G.,Valadao,"Valadao, David G.",,R,27251,0.5699138363727623,,,67164,0.5775908774283429,,,,,W,,2012,,,,,,,R
385.0,CA,California,22,H8CA20059,1.0,Devin G.,Nunes,"Nunes, Devin G.",,R,67386,0.7057825444871539,,,132386,0.6187967710723985,,,,,W,,2012,,,,,,,R
389.0,CA,California,23,H6CA22125,1.0,Kevin ,McCarthy,"McCarthy, Kevin ",,R,71109,0.7216184126404238,,,158161,0.7322166821757106,,,,,W,,2012,,,,,,,R
394.0,CA,California,24,H8CA22089,1.0,Lois,Capps,"Capps, Lois",,D,72356,0.46356198786574154,,,156749,0.5509727763229583,,,,,W,,2012,,,,,,,D
400.0,CA,California,25,H2CA25036,1.0,"Howard P. ""Buck""",McKeon,"McKeon, Howard P. ""Buck""",,R,39997,0.5053891156290671,,,129593,0.5477882278347247,,,,,W,,2012,,,,,,,R
406.0,CA,California,26,H2CA00120,0.0,Julia ,Brownley,"Brownley, Julia ",,D,29892,0.26888790939920304,,,139072,0.526917612290905,,,,,W,,2012,,,,,,,D
414.0,CA,California,27,H0CA32101,1.0,Judy ,Chu,"Chu, Judy ",,D,50203,0.5777764990217517,,,154191,0.639775443138817,,,,,W,,2012,,,,,,,D
419.0,CA,California,28,H0CA27085,1.0,Adam,Schiff,"Schiff, Adam",,D,42797,0.589961677373108,,,188703,0.7648746914405924,,,,,W,,2012,,,,,,,D
428.0,CA,California,29,H2CA28113,0.0,Tony ,Cárdenas,"Cárdenas, Tony ",,D,24882,0.6438941076003416,,,111287,0.7405260811413286,,,,,W,,2012,,,,,,,D
433.0,CA,California,30,H6CA24113,1.0,Brad,Sherman,"Sherman, Brad",,D,40589,0.42353886448300687,,,149456,0.6030074520578896,,,,,W,,2012,,,,,,,D
442.0,CA,California,31,H8CA41063,1.0,Gary G. ,Miller,"Miller, Gary G. ",,R,16708,0.2666156031084941,,,88964,0.5518208151644657,,,,,W,,2012,,,,,,,R
450.0,CA,California,32,H8CA34068,1.0,Grace F.,Napolitano,"Napolitano, Grace F.",,D,24094,0.46104977133125397,,,124903,0.6570003839861975,,,,,W,,2012,,,,,,,D
455.0,CA,California,33,H6CA24048,1.0,Henry A. ,Waxman,"Waxman, Henry A. ",,D,51235,0.4531664602865735,,,171860,0.5395579555443928,,,,,W,,2012,,,,,,,D
465.0,CA,California,34,H2CA30143,1.0,Xavier ,Becerra,"Becerra, Xavier ",,D,27939,0.7730983148399236,,,120367,0.8561561988761648,,,,,W,,2012,,,,,,,D
470.0,CA,California,35,H2CA35118,0.0,Gloria Negrete,McLeod,"McLeod, Gloria Negrete",,D,12425,0.3634635073862805,,,79698,0.5585786375105131,,,,,W,,2012,,,,,,,D
475.0,CA,California,36,H2CA36439,0.0,Raul ,Ruiz,"Ruiz, Raul ",,D,37847,0.41902769012743435,,,110189,0.5293933948938705,,,,,W,,2012,,,,,,,D
479.0,CA,California,37,H0CA33117,1.0,Karen R.,Bass,"Bass, Karen R.",,D,54345,0.9991175335061497,,,207039,0.8641748059103431,,,,,W,,2012,,,,,,,D
485.0,CA,California,38,H2CA39078,1.0,Linda T.,Sánchez,"Sánchez, Linda T.",,D,33223,0.5602623990286514,,,145280,0.6754476095719406,,,,,W,,2012,,,,,,,D
490.0,CA,California,39,H6CA39020,1.0,Ed ,Royce,"Royce, Ed ",,R,62874,0.6625848332841546,,,145607,0.5778812304785944,,,,,W,,2012,,,,,,,R
495.0,CA,California,40,H2CA33048,1.0,Lucille ,Roybal-Allard,"Roybal-Allard, Lucille ",,D,16596,0.6540811098411697,,,73940,0.588914641625449,,,,,W,,2012,,,,,,,D
499.0,CA,California,41,H2CA43245,0.0,Mark,Takano,"Takano, Mark",,D,20860,0.36655010631007395,,,103578,0.5896773165121946,,,,,W,,2012,,,,,,,D
506.0,CA,California,42,H2CA37023,1.0,Ken,Calvert,"Calvert, Ken",,R,35392,0.5134111844491187,,,130245,0.6059400689472288,,,,,W,,2012,,,,,,,R
514.0,CA,California,43,H4CA23011,1.0,Maxine,Waters,"Waters, Maxine",,D,36062,0.6542096765415525,,,143123,0.7124304359512977,,,,,W,,2012,,,,,,,D
518.0,CA,California,44,H8CA36097,1.0,Janice,Hahn,"Hahn, Janice",,D,24843,0.6005656819610308,,,99909,0.6022314916394411,,,,,W,,2012,,,,,,,D
522.0,CA,California,45,H6CA48039,1.0,John ,Campbell,"Campbell, John ",,R,54346,0.5100899175911847,,,171417,0.5845800750943795,,,,,W,,2012,,,,,,,R
527.0,CA,California,46,H6CA46033,1.0,Loretta ,Sanchez,"Sanchez, Loretta ",,D,25706,0.5209021459401406,,,95694,0.6387477889396923,,,,,W,,2012,,,,,,,D
534.0,CA,California,47,H2CA00104,0.0,Alan ,Lowenthal,"Lowenthal, Alan ",,D,27356,0.33797457407247256,,,130093,0.5655922299706102,,,,,W,,2012,,,,,,,D
544.0,CA,California,48,H8CA42061,1.0,Dana,Rohrabacher,"Rohrabacher, Dana",,R,73302,0.6629525454693449,,,177144,0.6097858190305058,,,,,W,,2012,,,,,,,R
549.0,CA,California,49,H0CA48024,1.0,Darrell,Issa,"Issa, Darrell",,R,71329,0.6109079385743283,,,159725,0.5816261133647467,,,,,W,,2012,,,,,,,R
555.0,CA,California,50,H8CA52052,1.0,Duncan D. ,Hunter,"Hunter, Duncan D. ",,R,76818,0.6741496121037667,,,174838,0.6768979414850577,,,,,W,,2012,,,,,,,R
562.0,CA,California,51,H2CA50026,0.0,Juan,Vargas,"Vargas, Juan",,D,30143,0.4601703712750366,,,113934,0.7147768478901868,,,,,W,,2012,,,,,,,D
571.0,CA,California,52,H2CA52089,0.0,Scott,Peters,"Peters, Scott",,D,34106,0.2258944774873826,,,151451,0.5118144030279477,,,,,W,,2012,,,,,,,D
583.0,CA,California,53,H0CA49055,1.0,Susan A.,Davis,"Davis, Susan A.",,D,70462,0.5780548833012018,,,164825,0.6143149451933793,,,,,W,,2012,,,,,,,D
591.0,CA,California,S,S0CA00199,1.0,Dianne,Feinstein,"Feinstein, Dianne",,D,2392822,0.4928774629485328,,,7864624,0.625242844721446,,,,,W,,2012,,,,,,,D
619.0,CO,Colorado,01,H6CO01141,1.0,Diana,DeGette,"DeGette, Diana",,D,37072,1,,,237579,0.6822512836417519,,,,,W,,2012,,,,,,,D
629.0,CO,Colorado,02,H8CO02137,1.0,Jared,Polis,"Polis, Jared",,D,36097,1,,,234758,0.5568527918781726,,,,,W,,2012,,,,,,,D
638.0,CO,Colorado,03,H6CO03139,1.0,Scott R.,Tipton,"Tipton, Scott R.",,R,48465,1,,,185291,0.5330979877666339,,,,,W,,2012,,,,,,,R
649.0,CO,Colorado,04,H0CO04122,1.0,Cory,Gardner,"Gardner, Cory",,R,49340,1,,,200006,0.5842388764255001,,,,,W,,2012,,,,,,,R
659.0,CO,Colorado,05,H6CO05159,1.0,Doug,Lamborn,"Lamborn, Doug",,R,43929,0.6172057211903224,,,199639,0.6497882741987456,,,,,W,,2012,,,,,,,R
670.0,CO,Colorado,06,H8CO06138,1.0,Mike,Coffman,"Coffman, Mike",,R,35721,1,,,163938,0.4780732195244289,,,,,W,,2012,,,,,,,R
678.0,CO,Colorado,07,H6CO07023,1.0,Ed,Perlmutter,"Perlmutter, Ed",,D,29987,1,,,182460,0.5351203918233276,,,,,W,,2012,,,,,,,D
690.0,CT,Connecticut,01,H8CT01046,1.0,John B.,Larson,"Larson, John B.",,D*,*,,,,192840,0.6491596002167905,,,206973.0,0.6967356872830833,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",2012,,,,,,,D*
691.0,CT,Connecticut,01,H8CT01046,1.0,John B.,Larson,"Larson, John B.",,WF,,,,,14133,0.04757608706629278,,,206973.0,0.6967356872830833,W,,2012,,,,,,,WF
698.0,CT,Connecticut,02,H2CT02112,1.0,Joe ,Courtney,"Courtney, Joe ",,D*,*,,,,189444,0.6315642085611415,,,204708.0,0.6824509934657954,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",2012,,,,,,,D*
699.0,CT,Connecticut,02,H2CT02112,1.0,Joe ,Courtney,"Courtney, Joe ",,WF,,,,,15264,0.05088678490465395,,,204708.0,0.6824509934657954,W,,2012,,,,,,,WF
709.0,CT,Connecticut,03,H0CT03072,1.0,Rosa L.,DeLauro,"DeLauro, Rosa L.",,D*,*,,,,197163,0.6768359875180655,,,217573.0,0.7469009718469899,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",2012,,,,,,,D*
710.0,CT,Connecticut,03,H0CT03072,1.0,Rosa L.,DeLauro,"DeLauro, Rosa L.",,WF,,,,,20410,0.07006498432892437,,,217573.0,0.7469009718469899,W,,2012,,,,,,,WF
717.0,CT,Connecticut,04 ,H8CT04172,1.0,Jim,Himes,"Himes, Jim",,D*,*,,,,167320,0.5702172905477249,,,175929.0,0.5995562856130211,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",2012,,,,,,,D*
718.0,CT,Connecticut,04 ,H8CT04172,1.0,Jim,Himes,"Himes, Jim",,WF,,,,,8609,0.02933899506529622,,,175929.0,0.5995562856130211,W,,2012,,,,,,,WF
725.0,CT,Connecticut,05,H2CT05131,0.0,Elizabeth,Esty,"Esty, Elizabeth",,WF,,,,,8467,0.029734124183075396,,,146098.0,0.5130620142788412,W,,2012,,,,,,,WF
726.0,CT,Connecticut,05,H2CT05131,0.0,Elizabeth,Esty,"Esty, Elizabeth",,D,12717,0.4459758022093635,,,137631,0.4833278900957659,,,146098.0,0.5130620142788412,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",2012,,,,,,,D
744.0,CT,Connecticut,S,S2CT00132,0.0,Christopher S.,Murphy,"Murphy, Christopher S.",,WF,,,,,35778,0.02366639237341278,,,828761.0,0.5482079213422201,W,,2012,,,,,,,WF
745.0,CT,Connecticut,S,S2CT00132,0.0,Christopher S.,Murphy,"Murphy, Christopher S.",,D*,94424,0.6671518303151915,,,792983,0.5245415289688073,,,828761.0,0.5482079213422201,W,"A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic convention for the U.S. Senate was held on May 12, 2012, and the Republican convention was held on May 18, 2012.  The convention vote totals on the next tab were obtained from the state parties.  An asterisk denotes the party’s endorsed candidate.",2012,,,,,,,D*
767.0,DE,Delaware,00,H0DE01017,1.0,"John C., Jr.",Carney,"Carney, John C., Jr.",,D,Unopposed,,,,249933,0.6440592796456209,,,,,W,,2012,,,,,,,D
777.0,DE,Delaware,S,S8DE00079,1.0,Thomas R.,Carper,"Carper, Thomas R.",,D,43587,0.8785044845308878,,,265415,0.6641900667405726,,,,,W,,2012,,,,,,,D
787.0,DC,District of Columbia,00,H0DC00058,1.0,Eleanor H.,Norton,"Norton, Eleanor H.",,D,52881,0.9728819795786956,,,246664,0.8854873044876742,,,,,W,,2012,,,,,,,D
803.0,FL,Florida,01,H2FL01100,1.0,Jeff,Miller,"Miller, Jeff",,R,Unopposed,,,,238440,0.695984167848824,,,,,W,,2012,,,,,,,R
809.0,FL,Florida,02,H0FL02110,1.0,Steve,Southerland,"Southerland, Steve",,R,Unopposed,,,,175856,0.5269598882889146,,,,,W,,2012,,,,,,,R
818.0,FL,Florida,03,H2FL06109,0.0,Ted,Yoho,"Yoho, Ted",,R,22273,0.34388364804150134,,,204331,0.6472951097510367,,,,,W,,2012,,,,,,,R
827.0,FL,Florida,04,H0FL04066,1.0,Ander,Crenshaw,"Crenshaw, Ander",,R,46788,0.7186103303690734,,,239988,0.7607316068088883,,,,,W,,2012,,,,,,,R
835.0,FL,Florida, 05,H2FL03056,1.0,Corrine ,Brown,"Brown, Corrine ",,D,Unopposed,,,,190472,0.7076718446385513,,,,,W,,2012,,,,,,,D
841.0,FL,Florida,06,H2FL00292,0.0,Ron,Desantis,"Desantis, Ron",,R,24132,0.3884739214423696,,,195962,0.5722336918274439,,,,,W,,2012,,,,,,,R
854.0,FL,Florida,07,H2FL08055,1.0,John ,Mica,"Mica, John ",,R,32119,0.6115225710641052,,,185518,0.5870637005158065,,,,,W,,2012,,,,,,,R
863.0,FL,Florida,08,H8FL15107,1.0,Bill ,Posey,"Posey, Bill ",,R,Unopposed,,,,205432,0.5887838949410877,,,,,W,,2012,,,,,,,R
868.0,FL,Florida,09,H6FL08213,0.0,Alan ,Grayson,"Grayson, Alan ",,D,Unopposed,,,,164891,0.6251862580427455,,,,,W,,2012,,,,,,,D
878.0,FL,Florida,10,H0FL08208,1.0,Daniel ,Webster,"Webster, Daniel ",,R,Unopposed,,,,164649,0.5173265382428072,,,,,W,,2012,,,,,,,R
883.0,FL,Florida,11,H0FL05139,1.0,"Richard B. ""Rich""",Nugent,"Nugent, Richard B. ""Rich""",,R,Unopposed,,,,218360,0.6447707603133499,,,,,W,,2012,,,,,,,R
887.0,FL,Florida,12,H6FL09070,1.0,Gus Michael,Bilirakis,"Bilirakis, Gus Michael",,R,Unopposed,,,,209604,0.6348423676503103,,,,,W,,2012,,,,,,,R
893.0,FL,Florida,13,H6FL06035,1.0,C.W . Bill,Young,"Young, C.W . Bill",,R,39395,0.6912373666479505,,,189605,0.5756997938344663,,,,,W,,2012,,,,,,,R
900.0,FL,Florida,14,H6FL11126,1.0,Kathy ,Castor,"Castor, Kathy ",,D,Unopposed,,,,197121,0.7024957145555433,,,,,W,,2012,,,,,,,D
907.0,FL,Florida,15,H0FL12101,1.0,Dennis,Ross,"Ross, Dennis",,R,Unopposed,,,,Unopposed,,,,,,W,,2012,,,,,,,R
910.0,FL,Florida,16,H6FL13148,1.0,Vern,Buchanan,"Buchanan, Vern",,R,Unopposed,,,,187147,0.5361210739208654,,,,,W,,2012,,,,,,,R
914.0,FL,Florida,17,H8FL16022,1.0,Tom,Rooney,"Rooney, Tom",,R,37881,0.731971711238213,,,165488,0.5862838599051958,,,,,W,,2012,,,,,,,R
921.0,FL,Florida,18,H2FL22072,0.0,Patrick ,Murphy,"Murphy, Patrick ",,D,26791,0.7969242667618538,,,166257,0.5027958810276262,,,,,W,,2012,,,,,,,D
932.0,FL,Florida,19,H2FL14194,0.0,Trey,Radel,"Radel, Trey",,R,22304,0.2998212149319138,,,189833,0.6199316822112496,,,,,W,,2012,,,,,,,R
943.0,FL,Florida,20,H2FL23021,1.0,Alcee L.,Hastings,"Hastings, Alcee L.",,D,Unopposed,,,,214727,0.8790019853859222,,,,,W,,2012,,,,,,,D
948.0,FL,Florida,21,H0FL19080,1.0,Ted ,Deutch,"Deutch, Ted ",,D,Unopposed,,,,221263,0.7779992967651196,,,,,W,,2012,,,,,,,D
953.0,FL,Florida,22,H2FL14053,0.0,Lois ,Frankel,"Frankel, Lois ",,D,18483,0.6135028379858598,,,171021,0.546269057178723,,,,,W,,2012,,,,,,,D
959.0,FL,Florida,23,H4FL20023,1.0,Debbie,Wasserman Schultz,"Wasserman Schultz, Debbie",,D,Unopposed,,,,174205,0.6324837526776314,,,,,W,,2012,,,,,,,D
969.0,FL,Florida,24,H0FL17068,1.0,Frederica S.,Wilson,"Wilson, Frederica S.",,D,42807,0.6638082094065471,,,Unopposed,,,,,,W,,2012,,,,,,,D
974.0,FL,Florida,25,H2FL25018,1.0,Mario ,Diaz-Balart,"Diaz-Balart, Mario ",,R,Unopposed,,,,151466,0.7564638488930175,,,,,W,,2012,,,,,,,R
979.0,FL,Florida,26,H8FL25015,0.0,Joe,Garcia,"Garcia, Joe",,D,13927,0.5336833231146536,,,135694,0.536431093031622,,,,,W,,2012,,,,,,,D
989.0,FL,Florida,27,H0FL18025,1.0,Ileana,Ros-Lehtinen,"Ros-Lehtinen, Ileana",,R,Unopposed,,,,138488,0.6016744072884942,,,,,W,,2012,,,,,,,R
996.0,FL,Florida,S,S8FL00166,1.0,Bill ,Nelson,"Nelson, Bill ",,D,690112,0.7880320779773928,,,4523451,0.5523175610681682,,,,,W,,2012,,,,,,,D
1014.0,GA,Georgia,01,H2GA01157,1.0,Jack ,Kingston,"Kingston, Jack ",,R,61353,1,,,157181,0.6297820338168122,,,,,W,,2012,,,,,,,R
1021.0,GA,Georgia,02,H2GA02031,1.0,Sanford,Bishop,"Bishop, Sanford",,D,68981,1,,,162751,0.6378365032273741,,,,,W,,2012,,,,,,,D
1029.0,GA,Georgia,03,H4GA08067,1.0,Lynn,Westmoreland,"Westmoreland, Lynn",,R,64765,0.7162606031784652,,,232380,0.999548357958578,,,,,W,,2012,,,,,,,R
1036.0,GA,Georgia,04,H6GA04129,1.0,"Henry C. ""Hank""",Johnson,"Johnson, Henry C. ""Hank""",,D,52982,0.7696397443346892,,,208861,0.7355244715842261,,,,,W,,2012,,,,,,,D
1047.0,GA,Georgia,05,H6GA05217,1.0,John,Lewis,"Lewis, John",,D,69985,0.8076652317919009,,,234330,0.8438576969199356,,,,,W,,2012,,,,,,,D
1056.0,GA,Georgia,06,H4GA06087,1.0,Tom ,Price,"Price, Tom ",,R,71032,1,,,189669,0.6450580545107029,,,,,W,,2012,,,,,,,R
1063.0,GA,Georgia,07,H0GA07133,1.0,Rob,Woodall,"Woodall, Rob",,R,45157,0.7180657369567637,,,156689,0.6216189410709894,,,,,W,,2012,,,,,,,R
1070.0,GA,Georgia,08,H0GA08099,1.0,Austin,Scott,"Scott, Austin",,R,59300,1,,,197789,1.0,,,,,W,,2012,,,,,,,R
1074.0,GA,Georgia,09,H2GA09150,0.0,Doug,Collins,"Collins, Doug",,R,45894,0.418039058514902,39016.0,0.5461901362115549,192101,0.7618430080149751,,,,,W,,2012,,,,,,,R
1082.0,GA,Georgia,10,H8GA10049,1.0,Paul C.,Broun,"Broun, Paul C.",,R,58405,0.6898690069807821,,,211065,0.9981037140722385,,,,,W,,2012,,,,,,,R
1088.0,GA,Georgia,11,H2GA11149,1.0,Phil,Gingrey,"Gingrey, Phil",,R,75697,0.8093165975281187,,,196968,0.6854613347439195,,,,,W,,2012,,,,,,,R
1097.0,GA,Georgia,12,H4GA12010,1.0,John,Barrow,"Barrow, John",,D,41587,1,,,139148,0.537000088761621,,,,,W,,2012,,,,,,,D
1106.0,GA,Georgia,13,H2GA13012,1.0,David,Scott,"Scott, David",,D,55214,1,,,201988,0.7174448919861617,,,,,W,,2012,,,,,,,D
1112.0,GA,Georgia,14,H0GA09030,1.0,Tom ,Graves,"Graves, Tom ",,R,65873,1,,,159947,0.7297118507974744,,,,,W,,2012,,,,,,,R
1120.0,GU,Guam,00,H2GU00033,1.0,Madeleine Z.,Bordallo,"Bordallo, Madeleine Z.",,D,7866,0.7307013469577334,,,19765,0.5988305156638187,,,,,W,,2012,,,,,,,D
1136.0,HI,Hawaii,01,H2HI02110,1.0,Colleen W.,Hanabusa,"Hanabusa, Colleen W.",,D,92136,0.841386238071321,,,116505,0.5461282807307023,,,,,W,,2012,,,,,,,D
1145.0,HI,Hawaii,02,H2HI02508,0.0,Tulsi,Gabbard,"Gabbard, Tulsi",,D,62882,0.5508282308009005,,,168503,0.805425170880933,,,,,W,,2012,,,,,,,D
1159.0,HI,Hawaii,S,S2HI00106,0.0,Mazie,Hirono,"Hirono, Mazie",,D,134745,0.5767230642144505,,,269489,0.626015429180711,,,,,W,,2012,,,,,,,D
1176.0,ID,Idaho,01,H0ID01253,1.0,Raul R.,Labrador,"Labrador, Raul R.",,R,58003,0.8064933259176863,,,199402,0.6295765398264735,,,,,W,,2012,,,,,,,R
1186.0,ID,Idaho,02,H81D02064,1.0,Mike,Simpson,"Simpson, Mike",,R,50799,0.6955051410890073,,,207412,0.6512273386625808,,,,,W,,2012,,,,,,,R
1197.0,IL,Illinois,01,H2IL01042,1.0,Bobby L.,Rush,"Rush, Bobby L.",,D,64533,0.8384720327421555,,,236854,0.7382216902918552,,,,,W,,2012,,,,,,,D
1211.0,IL,Illinois,02,H6IL02124,1.0,"Jesse L., Jr.",Jackson,"Jackson, Jesse L., Jr.",,D,56109,0.7122148741447811,,,188303,0.6325005374321492,,,,,W,,2012,,,,,,,D
1221.0,IL,Illinois,03,H4IL03077,1.0,Daniel William,Lipinski,"Lipinski, Daniel William",,D,44532,0.87326208451809,,,168738,0.684818870283038,,,,,W,,2012,,,,,,,D
1231.0,IL,Illinois,04,H2IL08039,1.0,Luis V.,Gutierrez,"Gutierrez, Luis V.",,D,30908,0.9998059131784952,,,133226,0.8300219925362441,,,,,W,,2012,,,,,,,D
